"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"1301697","2021-09-01T00:00:00","21.22","-47.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T00:00:00","24.20","-49.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101644","2021-09-01T00:00:00","29.53","-46.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","284",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T00:00:00","28.65","-43.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401763","2021-09-01T00:00:00","26.81","-44.72",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","285",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401764","2021-09-01T00:00:00","28.96","-44.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102617","2021-09-01T00:00:00","28.52","-47.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","282",,,,,,,,,,,,,"245","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6203730","2021-09-01T00:00:00","25.75","-42.98",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,"9","279",,,,,,,,,,,,,"245","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T00:00:00","29.41","-41.35",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"V7WS5","2021-09-01T00:00:00","28.30","-48.00",,,"1","6","2","5","8","3","1",,"200","3","26","1","97",,,"10162","4","0","8","270","250","241","3","300","5","4","8","7","4","0",,"8","4","36","11","4","245","88","798","172","5","1","2","1","311111","111AA111111111",,"5",,,
"1301511","2021-09-01T00:55:00","28.84","-40.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T01:00:00","21.22","-47.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T01:00:00","24.20","-49.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T01:00:00","26.91","-42.29",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,"9","286",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T01:00:00","29.53","-46.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","282",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T01:00:00","28.64","-43.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401557","2021-09-01T01:00:00","27.73","-45.36",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","281",,,,,,,,,,,,,"245","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401581","2021-09-01T01:00:00","29.34","-46.08",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,"9","283",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401763","2021-09-01T01:00:00","26.80","-44.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","284",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401764","2021-09-01T01:00:00","28.96","-44.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401874","2021-09-01T01:00:00","23.01","-44.23",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,"9","274",,,,,,,,,,,,,"245","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102617","2021-09-01T01:00:00","28.53","-47.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","282",,,,,,,,,,,,,"245","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6202644","2021-09-01T01:00:00","28.82","-41.71",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","275",,,,,,,,,,,,,"245","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203616","2021-09-01T01:00:00","27.05","-40.03",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,"9","280",,,,,,,,,,,,,"245","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203730","2021-09-01T01:00:00","25.75","-42.98",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,"9","276",,,,,,,,,,,,,"245","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T01:00:00","29.41","-41.35",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301511","2021-09-01T01:55:00","28.84","-40.75",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T02:00:00","21.22","-47.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T02:00:00","24.21","-49.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T02:00:00","26.91","-42.29",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,"9","284",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T02:00:00","29.54","-46.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","282",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T02:00:00","28.63","-43.16",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","278",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401557","2021-09-01T02:00:00","27.73","-45.36",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","281",,,,,,,,,,,,,"245","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401581","2021-09-01T02:00:00","29.34","-46.08",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,"9","280",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401763","2021-09-01T02:00:00","26.80","-44.71",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","284",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401764","2021-09-01T02:00:00","28.96","-44.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401874","2021-09-01T02:00:00","23.01","-44.24",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,"9","273",,,,,,,,,,,,,"245","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102617","2021-09-01T02:00:00","28.53","-47.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"245","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6202644","2021-09-01T02:00:00","28.82","-41.71",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","275",,,,,,,,,,,,,"245","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203616","2021-09-01T02:00:00","27.06","-40.03",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,"9","280",,,,,,,,,,,,,"245","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203730","2021-09-01T02:00:00","25.75","-42.98",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","274",,,,,,,,,,,,,"245","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T02:00:00","29.41","-41.35",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301511","2021-09-01T02:55:00","28.84","-40.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T03:00:00","21.22","-47.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T03:00:00","24.21","-49.17",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T03:00:00","26.91","-42.29",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,"9","284",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T03:00:00","29.55","-46.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T03:00:00","28.63","-43.17",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","278",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401557","2021-09-01T03:00:00","27.72","-45.35",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,"9","281",,,,,,,,,,,,,"245","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401581","2021-09-01T03:00:00","29.34","-46.08",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,"9","281",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401763","2021-09-01T03:00:00","26.79","-44.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","284",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401764","2021-09-01T03:00:00","28.96","-44.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401874","2021-09-01T03:00:00","23.01","-44.24",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,"9","273",,,,,,,,,,,,,"245","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102617","2021-09-01T03:00:00","28.53","-47.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"245","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6202644","2021-09-01T03:00:00","28.83","-41.71",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,"9","274",,,,,,,,,,,,,"245","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203616","2021-09-01T03:00:00","27.06","-40.03",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,"9","279",,,,,,,,,,,,,"245","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203730","2021-09-01T03:00:00","25.75","-42.98",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,"9","274",,,,,,,,,,,,,"245","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T03:00:00","29.41","-41.35",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301511","2021-09-01T03:55:00","28.85","-40.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T04:00:00","21.25","-47.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T04:00:00","24.22","-49.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T04:00:00","26.91","-42.29",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,"9","283",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T04:00:00","29.56","-46.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","280",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T04:00:00","28.62","-43.17",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","278",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401557","2021-09-01T04:00:00","27.71","-45.36",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,"9","281",,,,,,,,,,,,,"245","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401581","2021-09-01T04:00:00","29.34","-46.09",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,"9","283",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401763","2021-09-01T04:00:00","26.78","-44.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","284",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401764","2021-09-01T04:00:00","28.96","-44.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401874","2021-09-01T04:00:00","23.01","-44.25",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,"9","273",,,,,,,,,,,,,"245","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102617","2021-09-01T04:00:00","28.53","-47.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"245","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6202644","2021-09-01T04:00:00","28.83","-41.71",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,"9","274",,,,,,,,,,,,,"245","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203616","2021-09-01T04:00:00","27.06","-40.03",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,"9","278",,,,,,,,,,,,,"245","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203730","2021-09-01T04:00:00","25.75","-42.99",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,"9","273",,,,,,,,,,,,,"245","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T04:00:00","29.41","-41.36",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301511","2021-09-01T04:55:00","28.85","-40.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T05:00:00","21.26","-47.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T05:00:00","24.23","-49.19",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T05:00:00","26.87","-42.32",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,"9","283",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T05:00:00","29.57","-46.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","280",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T05:00:00","28.62","-43.18",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401557","2021-09-01T05:00:00","27.71","-45.36",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,"9","281",,,,,,,,,,,,,"245","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401581","2021-09-01T05:00:00","29.34","-46.09",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,"9","283",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401874","2021-09-01T05:00:00","23.01","-44.25",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,"9","273",,,,,,,,,,,,,"245","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6202644","2021-09-01T05:00:00","28.84","-41.71",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,"9","274",,,,,,,,,,,,,"245","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203616","2021-09-01T05:00:00","27.06","-40.02",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,"9","276",,,,,,,,,,,,,"245","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T05:00:00","29.41","-41.36",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301511","2021-09-01T05:55:00","28.86","-40.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","272",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T06:00:00","21.26","-47.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T06:00:00","24.24","-49.19",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T06:00:00","26.88","-42.29",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,"9","281",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T06:00:00","29.58","-46.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T06:00:00","28.62","-43.19",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401557","2021-09-01T06:00:00","27.71","-45.36",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,"9","281",,,,,,,,,,,,,"245","75","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401581","2021-09-01T06:00:00","29.35","-46.09",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,"9","283",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4401763","2021-09-01T06:00:00","26.78","-44.70",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"245","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401764","2021-09-01T06:00:00","28.98","-44.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","278",,,,,,,,,,,,,"245","84","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4401874","2021-09-01T06:00:00","23.01","-44.26",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,"9","273",,,,,,,,,,,,,"245","34","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102617","2021-09-01T06:00:00","28.53","-47.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","281",,,,,,,,,,,,,"245","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"6202644","2021-09-01T06:00:00","28.85","-41.71",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,"9","274",,,,,,,,,,,,,"245","81","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203616","2021-09-01T06:00:00","27.06","-40.02",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,"9","275",,,,,,,,,,,,,"245","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203730","2021-09-01T06:00:00","25.76","-43.00",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,"9","273",,,,,,,,,,,,,"245","53","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"6203737","2021-09-01T06:00:00","29.42","-41.37",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,"9","275",,,,,,,,,,,,,"245","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"1301511","2021-09-01T06:55:00","28.86","-40.76",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","271",,,,,,,,,,,,,"245","80","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"1301697","2021-09-01T07:00:00","21.27","-47.80",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","276",,,,,,,,,,,,,"245","17","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101546","2021-09-01T07:00:00","24.25","-49.20",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4101567","2021-09-01T07:00:00","26.91","-42.29",,,"1","4","2","5",,,"11",,,,,,,,,"10199",,,"8",,,,"9","280",,,,,,,,,,,,,"245","62","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4101644","2021-09-01T07:00:00","29.59","-46.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","279",,,,,,,,,,,,,"245","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4102620","2021-09-01T07:00:00","28.62","-43.19",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,"9","277",,,,,,,,,,,,,"245","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
