"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4100541","2019-09-01T00:00:00","28.14","-23.69",,,"1","3","2","5",,,"11",,,,,,,,,,,,"0",,,,,,"248",,,,,,,,,,,,,"247","83","794","103","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1300613","2019-09-01T00:08:00","28.61","-25.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,"0",,,,,,"253",,,,,,,,,,,,,"247","85","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1300613","2019-09-01T00:52:00","28.61","-25.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,"0",,,,,,"253",,,,,,,,,,,,,"247","85","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4100541","2019-09-01T01:00:00","28.14","-23.70",,,"1","3","2","5",,,"11",,,,,,,,,,,,"0",,,,,,"248",,,,,,,,,,,,,"247","83","794","103","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4100541","2019-09-01T02:00:00","28.14","-23.70",,,"1","3","2","5",,,"11",,,,,,,,,,,,"0",,,,,,"248",,,,,,,,,,,,,"247","83","794","103","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1301571","2019-09-01T03:00:00","24.32","-29.72",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"247","49","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4100541","2019-09-01T03:00:00","28.13","-23.71",,,"1","3","2","5",,,"11",,,,,,,,,,,,"0",,,,,,"248",,,,,,,,,,,,,"247","83","794","103","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4401762","2019-09-01T03:00:00","23.52","-21.20",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"247","31","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4401763","2019-09-01T03:00:00","29.96","-27.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"247","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4401765","2019-09-01T03:00:00","25.46","-25.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,,"247","55","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
