"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"4301567","2019-09-07T19:00:00","25.57","-132.75",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-07T19:00:00","24.80","-138.65",,,"1","4","2","5",,,"11",,,,,,,,,"10207",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-07T19:00:00","26.06","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-07T19:00:00","28.50","-138.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-07T19:00:00","21.27","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301568","2019-09-07T19:04:00","29.39","-131.27",,,"1","4","2","5",,,"11",,,,,,,,,"10230",,,"8",,,,,"9","240",,,,,,,,,,,,,"236","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"3201644","2019-09-07T20:00:00","25.97","-137.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","57","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-07T20:00:00","25.57","-132.75",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-07T20:00:00","26.05","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-07T20:00:00","28.50","-138.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-07T20:00:00","21.27","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301611","2019-09-07T20:01:00","24.79","-138.65",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301568","2019-09-07T20:03:00","29.40","-131.28",,,"1","4","2","5",,,"11",,,,,,,,,"10228",,,"8",,,,,"9","240",,,,,,,,,,,,,"236","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-07T20:04:00","23.94","-132.79",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-07T21:00:00","25.57","-132.75",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301568","2019-09-07T21:00:00","29.40","-131.27",,,"1","4","2","5",,,"11",,,,,,,,,"10224",,,"8",,,,,"9","241",,,,,,,,,,,,,"236","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-07T21:00:00","26.05","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-07T21:00:00","28.49","-138.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-07T21:00:00","21.27","-131.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301611","2019-09-07T21:04:00","24.78","-138.66",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-07T22:00:00","25.57","-132.75",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-07T22:00:00","23.93","-132.78",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-07T22:00:00","26.05","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-07T22:00:00","28.49","-138.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-07T22:00:00","21.27","-131.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301568","2019-09-07T22:01:00","29.41","-131.27",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","241",,,,,,,,,,,,,"236","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-07T22:02:00","24.77","-138.66",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,"9","255",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-07T23:00:00","25.57","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-07T23:00:00","26.05","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-07T23:00:00","28.50","-138.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-07T23:00:00","21.28","-131.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301571","2019-09-07T23:02:00","23.92","-132.77",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301568","2019-09-07T23:04:00","29.41","-131.26",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","241",,,,,,,,,,,,,"236","91","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-07T23:04:00","24.76","-138.67",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T00:00:00","25.57","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T00:00:00","26.03","-137.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T00:00:00","28.50","-138.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T00:00:00","21.28","-131.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301611","2019-09-08T00:03:00","24.76","-138.67",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","255",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-08T00:04:00","23.91","-132.77",,,"1","4","2","5",,,"11",,,,,,,,,"10161",,,"8",,,,,"9","243",,,,,,,,,,,,,"236","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T01:00:00","24.75","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T01:00:00","26.05","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T01:00:00","28.50","-138.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T01:00:00","21.29","-131.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301571","2019-09-08T01:02:00","23.90","-132.77",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T01:04:00","25.56","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T02:00:00","25.56","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-08T02:00:00","23.90","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T02:00:00","24.74","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,"10198",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T02:00:00","26.05","-137.77",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T02:00:00","28.50","-138.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T02:00:00","21.29","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","11","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-08T03:00:00","25.56","-132.77",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-08T03:00:00","23.89","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T03:00:00","26.03","-137.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","67","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T03:00:00","28.50","-138.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,,"236","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T03:00:00","21.28","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301571","2019-09-08T04:00:00","23.88","-132.76",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T04:00:00","24.73","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T04:00:00","26.02","-137.80",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","67","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T04:00:00","28.50","-138.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T04:00:00","21.28","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-08T04:04:00","25.55","-132.78",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T05:00:00","25.55","-132.78",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-08T05:00:00","23.87","-132.75",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T05:00:00","24.72","-138.70",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T05:00:00","26.02","-137.80",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","67","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T05:00:00","28.50","-138.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T05:00:00","21.28","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-08T06:00:00","25.54","-132.79",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301571","2019-09-08T06:00:00","23.86","-132.75",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","242",,,,,,,,,,,,,"236","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T06:00:00","24.71","-138.70",,,"1","4","2","5",,,"11",,,,,,,,,"10215",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T06:00:00","26.00","-137.81",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","67","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T06:00:00","28.50","-138.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T06:00:00","21.27","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-08T07:00:00","25.54","-132.80",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T07:00:00","24.70","-138.71",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T07:00:00","26.00","-137.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","67","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T07:00:00","28.49","-138.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T07:00:00","21.26","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301611","2019-09-08T08:00:00","24.69","-138.71",,,"1","4","2","5",,,"11",,,,,,,,,"10213",,,"8",,,,,"9","254",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T08:00:00","25.99","-137.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,,"236","57","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T08:00:00","28.49","-138.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","3FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T08:00:00","21.25","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301611","2019-09-08T09:00:00","24.68","-138.71",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","253",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T09:00:00","25.99","-137.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","57","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T09:00:00","28.48","-138.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T09:00:00","21.24","-131.48",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-08T09:04:00","25.53","-132.82",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","238",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T10:00:00","25.99","-137.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","57","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T10:00:00","28.48","-138.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T10:00:00","21.24","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301611","2019-09-08T10:01:00","24.67","-138.72",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","253",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T10:04:00","25.53","-132.84",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","238",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T11:00:00","25.99","-137.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","57","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T11:00:00","28.47","-138.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T11:00:00","21.24","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301567","2019-09-08T11:01:00","25.54","-132.84",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","238",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T11:01:00","24.66","-138.72",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","253",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T12:00:00","25.53","-132.86",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","238",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T12:00:00","25.95","-137.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","57","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T12:00:00","28.47","-138.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102593","2019-09-08T12:00:00","21.24","-131.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"236","11","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"4301568","2019-09-08T12:02:00","29.44","-131.28",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","239",,,,,,,,,,,,,"236","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301611","2019-09-08T12:04:00","24.64","-138.73",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","253",,,,,,,,,,,,,"236","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4301567","2019-09-08T13:00:00","25.54","-132.86",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","238",,,,,,,,,,,,,"236","52","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"4600616","2019-09-08T13:00:00","25.99","-137.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,,"236","57","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5102585","2019-09-08T13:00:00","28.47","-138.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"236","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,
