"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4100046","2019-09-01T00:30:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","30",,,,,"10150",,,,"287",,,,"245","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T00:30:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10180",,,,"284",,,,"231","1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T00:40:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","50",,,,,"10158",,,,"282",,,,"236","1","294",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T00:40:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","30",,,,,"10150",,,,"286",,,,"243","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T00:40:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","50",,,,,"10179",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T00:50:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","50",,,,,"10158",,,,"282",,,,"236","1","293",,,,,,,,"4","1","32","8","2","243","14","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100046","2019-09-01T00:50:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","30",,,,,"10151",,,,"286",,,,"245",,,,,,,,,,"4","1","30","8","2","243","38","793","103","6","0",,"1","F11111","11AAA11A1AA11A",,,"6",,,,,"4"
"4100049","2019-09-01T00:50:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","50",,,,,"10179",,,,"284",,,,"231","1","295",,,,,,,,"4","1","26","10","3","243","72","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100043","2019-09-01T01:00:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10159","3","13",,"282",,,,"234",,,,,,,,,,,,,,,"243","14","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,"4"
"4100046","2019-09-01T01:00:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","130","1","30",,,,,"10153","3","5",,"285",,,,"244","1","293",,,,,,,,,,,,,"243","38","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,"4"
"4100049","2019-09-01T01:00:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","40",,,,,"10179","2","4",,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","1F111F","11AAA1AAA1AAA1",,,"6",,,,,"4"
"4100043","2019-09-01T01:10:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10159",,,,"282",,,,"232","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T01:10:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","30",,,,,"10155",,,,"285",,,,"244","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T01:10:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","50",,,,,"10180",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T01:20:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10159",,,,"282",,,,"233","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T01:20:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10156",,,,"286",,,,"247","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T01:20:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","50",,,,,"10180",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T01:30:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10158",,,,"281",,,,"233","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T01:30:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10157",,,,"286",,,,"245","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T01:30:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","40",,,,,"10180",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T01:40:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","30",,,,,"10158",,,,"282",,,,"235","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T01:40:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","130","1","30",,,,,"10158",,,,"286",,,,"245","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T01:40:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10180",,,,"283",,,,"234","1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T01:50:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10158",,,,"281",,,,"235","1","293",,,,,,,,"3","1","4","8","2","243","14","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100046","2019-09-01T01:50:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","30",,,,,"10158",,,,"286",,,,"243","1","293",,,,,,,,"8","2","30","8","2","243","38","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100049","2019-09-01T01:50:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","40",,,,,"10179",,,,,,,,,"1","295",,,,,,,,"4","1","27","10","3","243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1A11A",,,"6",,,,,"4"
"4100043","2019-09-01T02:00:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","30",,,,,"10159","1","10",,"282",,,,"237","1","293",,,,,,,,,,,,,"243","14","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,"4"
"4100046","2019-09-01T02:00:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10159","3","13",,"286",,,,"242",,,,,,,,,,,,,,,"243","38","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,"4"
"4100049","2019-09-01T02:00:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","80","1","40",,,,,"10179","1","6",,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","1F111F","11AAA1AAA1AAA1",,,"6",,,,,"4"
"4100043","2019-09-01T02:10:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10159",,,,"282",,,,"236","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T02:10:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10159",,,,"286",,,,"244","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T02:10:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10179",,,,"285",,,,"234","1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T02:20:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10160",,,,"283",,,,"238","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T02:20:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10160",,,,"286",,,,"245","1","293",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T02:20:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","50",,,,,"10178",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T02:30:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10159",,,,"282",,,,"239","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T02:30:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","40",,,,,"10160",,,,"285",,,,"245","1","292",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T02:30:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","50",,,,,"10178",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T02:40:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10159",,,,"282",,,,"241","1","293",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T02:40:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","40",,,,,"10161",,,,"285",,,,"244","1","292",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T02:40:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","50",,,,,"10177",,,,"289",,,,"225","1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T02:50:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10159",,,,"281",,,,"240","1","292",,,,,,,,"4","1","31","8","2","243","14","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100046","2019-09-01T02:50:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","40",,,,,"10161",,,,"285",,,,"244","1","292",,,,,,,,"9","2","31","9","2","243","38","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100049","2019-09-01T02:50:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","50",,,,,"10177",,,,,,,,,"1","295",,,,,,,,"5","1","25","9","3","243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1A11A",,,"6",,,,,"4"
"1501534","2019-09-01T03:00:00","23.71","-67.98",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","37","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4100043","2019-09-01T03:00:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","30",,,,,"10160","1","5",,"281",,,,"240","1","292",,,,,,,,,,,,,"243","14","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,"4"
"4100046","2019-09-01T03:00:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","40",,,,,"10161","1","12",,"285",,,,"245","1","292",,,,,,,,,,,,,"243","38","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,"4"
"4100049","2019-09-01T03:00:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","50",,,,,"10178","4","0",,"288",,,,"225","1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,"4"
"4101643","2019-09-01T03:00:00","24.70","-60.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","40","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4401842","2019-09-01T03:00:00","25.58","-66.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,,"243","56","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"VRDY4","2019-09-01T03:00:00","28.10","-64.10",,,"1","4","0","0","7","3","1",,,,,,,,,"10200",,,"0","280","0","250",,"237",,,,,,"A",,,,,,,,,"243","84","992","114","5","0",,"1","F1FF11","1AAAA1111A8AAA",,,"1",,,,,"4"
"4100043","2019-09-01T03:10:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","30",,,,,"10160",,,,"281",,,,"239","1","292",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T03:10:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10160",,,,"284",,,,"243","1","292",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T03:10:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","50",,,,,"10178",,,,"289",,,,"226","1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T03:20:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","30",,,,,"10159",,,,"282",,,,"241","1","292",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T03:20:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","30",,,,,"10158",,,,"285",,,,"244","1","292",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T03:20:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","50",,,,,"10177",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T03:30:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","30",,,,,"10157",,,,"280",,,,"239","1","291",,,,,,,,,,,,,"243","14","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T03:30:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","120","1","40",,,,,"10159",,,,"284",,,,"241","1","291",,,,,,,,,,,,,"243","38","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T03:30:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","70",,,,,"10177",,,,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","0",,"1","1F111F","11AAA1AAA1AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T03:40:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","40",,,,,"10157",,,,"281",,,,"237","1","292",,,,,,,,,,,,,"243","14","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T03:40:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10158",,,,"285",,,,"242","1","291",,,,,,,,,,,,,"243","38","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T03:40:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","120","1","70",,,,,"10177",,,,"283",,,,"222","1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T03:50:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","30",,,,,"10157",,,,"281",,,,"236","1","292",,,,,,,,"4","1","34","8","2","243","14","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100046","2019-09-01T03:50:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10157",,,,"284",,,,"242","1","291",,,,,,,,"9","2","31","9","2","243","38","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,"4"
"4100049","2019-09-01T03:50:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","110","1","50",,,,,"10177",,,,,,,,,"1","295",,,,,,,,"6","2","24","9","2","243","72","793","103","6","1","2","1","1F111F","11AAA1AAA1A11A",,,"6",,,,,"4"
"1402554","2019-09-01T03:58:00","22.45","-68.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","28","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4101762","2019-09-01T03:58:00","28.94","-68.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"243","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"6203706","2019-09-01T03:59:00","28.12","-62.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,,"243","82","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"1301605","2019-09-01T04:00:00","25.09","-61.50",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,,"9","296",,,,,,,,,,,,,"243","51","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"1301609","2019-09-01T04:00:00","21.97","-67.93",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,,"9","295",,,,,,,,,,,,,"243","17","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"1501534","2019-09-01T04:00:00","23.69","-67.97",,,"1","4","2","5",,,"11",,,,,,,,,"10140",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","37","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4100043","2019-09-01T04:00:00","21.10","-64.80",,,"1","4","2","0","0","0","11","0","90","1","30",,,,,"10157",,,"0","281",,,,"236","1","292",,,,"A",,,,"4","1","34","8","2","243","14","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,,,,"4"
"4100046","2019-09-01T04:00:00","23.80","-68.40",,,"1","4","2","0","0","0","11","0","110","1","30",,,,,"10157",,,"0","284",,,,"242","1","291",,,,"A",,,,"9","2","31","9","2","243","38","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,,,,"4"
"4100049","2019-09-01T04:00:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10176","7","3",,,,,,,"1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","1F111F","11AAA1AAA1AAA1",,,"6",,,,,"4"
"4101554","2019-09-01T04:00:00","27.20","-60.37",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,,"9","300",,,,,,,,,,,,,"243","70","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4101643","2019-09-01T04:00:00","24.70","-60.88",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","40","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4101743","2019-09-01T04:00:00","29.50","-64.33",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,,"9","294",,,,,,,,,,,,,"243","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4401842","2019-09-01T04:00:00","25.58","-66.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,,"243","56","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4100043","2019-09-01T04:10:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","30",,,,,"10155",,,,"281",,,,"238","1","292",,,,,,,,,,,,,"243","14","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T04:10:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10156",,,,"284",,,,"245","1","290",,,,,,,,,,,,,"243","38","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T04:10:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","100","1","50",,,,,"10175",,,,"284",,,,"225","1","294",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T04:20:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","90","1","30",,,,,"10155",,,,"281",,,,"237","1","292",,,,,,,,,,,,,"243","14","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100046","2019-09-01T04:20:00","23.80","-68.40",,,"1","4",,"0",,,"11","0","110","1","30",,,,,"10157",,,,"283",,,,"243","1","290",,,,,,,,,,,,,"243","38","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100049","2019-09-01T04:20:00","27.50","-62.90",,,"1","4",,"0",,,"11","0","90","1","50",,,,,"10174",,,,"284",,,,"222","1","295",,,,,,,,,,,,,"243","72","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
"4100043","2019-09-01T04:30:00","21.10","-64.80",,,"1","4",,"0",,,"11","0","100","1","40",,,,,"10156",,,,"281",,,,"234","1","292",,,,,,,,,,,,,"243","14","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,"4"
