"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"5100001","2019-09-13T04:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10152",,,,"268",,,"242","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T04:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"50","1","70",,,,,"10158",,,"8","267",,,"249",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T04:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10153",,,,"266",,,"243","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T04:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10158",,,"8","267",,,"249",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T04:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10154",,,,"267",,,"239","1","277",,,,,,,,"6","2","8","10","2","233","42","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-13T04:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10159",,,,"266",,,"247",,,,,,,,,,"5","2","8","10","2","233","42","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-13T05:00:00","23.20","-165.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"233","35","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-13T05:00:00","28.18","-169.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","89","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-13T05:00:00","26.89","-161.37",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","273",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-13T05:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10154","3","7",,"270",,,"240","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,"4"
"5100101","2019-09-13T05:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","60","1","70",,,,,"10159",,,"0","266",,,"247",,,,,,"A",,,,"5","2","8","10","2","233","42","993","114","6","1","2","2","F11111","11AAA11A1A811A",,,"6",,,"4"
"5100809","2019-09-13T05:00:00","28.09","-169.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"233","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"ZCYL5","2019-09-13T05:00:00","21.60","-167.80",,,"1","6","2","5","9",,"1",,"60","4","72",,,,,"10137",,,"8","277",,,"229","3","282",,,"A",,"A","A",,,,,,,"233","17","798","172","5","1","2","2","111111","11AAA11A118AAA",,"5",,,,
"3201645","2019-09-13T05:04:00","25.52","-162.12",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"233","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-13T05:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10154",,,,"270",,,"241","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T05:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10159",,,"8","267",,,"244",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T05:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10155",,,,"270",,,"243","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T05:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10160",,,"8","268",,,"244",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T05:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10157",,,,"271",,,"237","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T05:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10161",,,"8","269",,,"247",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T05:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10158",,,,"273",,,"235","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T05:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10162",,,"8","269",,,"245",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T05:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10158",,,,"273",,,"238","1","276",,,,,,,,"7","2","9","10","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-13T05:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10163",,,,"272",,,"245",,,,,,,,,,"6","2","10","10","3","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-13T06:00:00","23.20","-165.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-13T06:00:00","28.19","-169.30",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","283",,,,,,,,,,,,,"233","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-13T06:00:00","26.88","-161.37",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","273",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-13T06:00:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"60","1","90",,,,,"10159","3","11","8","271",,,"240",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100101","2019-09-13T06:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","80",,,,,"10164","3","12","8","273",,,"242",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-13T06:00:00","28.10","-169.98",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"233","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"ZCYL5","2019-09-13T06:00:00","21.70","-167.80",,,"1","6","2","5","9",,"1",,"70","4","62",,,,,"10142",,,"8","269",,,"222","3","282",,,"A",,"A","A",,,,,,,"233","17","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"3201645","2019-09-13T06:03:00","25.52","-162.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"233","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-13T06:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","90",,,,,"10160",,,,"269",,,"237","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T06:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","90",,,,,"10165",,,"8","273",,,"239",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T06:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10160",,,,"271",,,"234","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T06:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","80",,,,,"10166",,,"8","271",,,"241",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T06:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10162",,,,"272",,,"232","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T06:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","80",,,,,"10166",,,"8","271",,,"242",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T06:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10162",,,,"273",,,"232","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T06:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","80",,,,,"10166",,,"8","271",,,"241",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T06:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10163",,,,"273",,,"238","1","276",,,,,,,,"6","2","8","9","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-13T06:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10169",,,,"271",,,"241",,,,,,,,,,"6","2","8","9","2","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-13T07:00:00","23.19","-165.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-13T07:00:00","26.88","-161.37",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,,"9","273",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-13T07:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10163","3","12",,"272",,,"238","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,"4"
"5100101","2019-09-13T07:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","60",,,,,"10169","3","14","8","271",,,"243",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-13T07:00:00","28.12","-169.99",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"233","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"ZCYL5","2019-09-13T07:00:00","21.70","-167.80",,,"1","6","2","5","9",,"1",,"70","4","87",,,,,"10144",,,"8","277",,,"229","3","282",,,"A",,"A","A",,,,,,,"233","17","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"4301534","2019-09-13T07:01:00","28.19","-169.29",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","283",,,,,,,,,,,,,"233","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-13T07:04:00","25.51","-162.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"233","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-13T07:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10163",,,,"273",,,"241","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T07:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","70",,,,,"10169",,,"8","271",,,"244",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T07:20:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"60","1","90",,,,,"10163",,,"8","272",,,"242",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100101","2019-09-13T07:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10169",,,"8","272",,,"243",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T07:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","90",,,,,"10164",,,,"272",,,"243","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T07:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","80",,,,,"10169",,,"8","272",,,"244",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T07:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","90",,,,,"10164",,,,"272",,,"244","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T07:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","80",,,,,"10169",,,"8","273",,,"246",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T07:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10165",,,,"269",,,"244","1","276",,,,,,,,"6","2","7","8","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-13T07:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","90",,,,,"10169",,,,"271",,,"248",,,,,,,,,,"7","2","9","10","2","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-13T08:00:00","23.19","-165.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-13T08:00:00","26.88","-161.37",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","273",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-13T08:00:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10166","1","12","8","264",,,"242",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100101","2019-09-13T08:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10170","1","11","8","266",,,"245",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-13T08:00:00","28.13","-169.99",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","281",,,,,,,,,,,,,"233","89","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"ZCYL5","2019-09-13T08:00:00","21.70","-167.80",,,"1","6","2","5","9",,"1",,"60","4","72",,,,,"10152",,,"8","281",,,"233","3","282",,,"A",,"A","A",,,,,,,"233","17","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"3201645","2019-09-13T08:03:00","25.51","-162.13",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"233","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-13T08:04:00","28.20","-169.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","283",,,,,,,,,,,,,"233","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-13T08:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10166",,,,"264",,,"244","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T08:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","80",,,,,"10171",,,"8","267",,,"244",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T08:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","70",,,,,"10166",,,,"267",,,"244","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T08:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","80",,,,,"10171",,,"8","267",,,"242",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T08:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10165",,,,"268",,,"244","1","275",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T08:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","70",,,,,"10170",,,"8","270",,,"246",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T08:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10165",,,,"270",,,"244","1","275",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T08:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10169",,,,"270",,,"246",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-13T08:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10164",,,,"270",,,"242","1","275",,,,,,,,"6","2","10","9","2","233","42","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-13T08:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10170",,,,"270",,,"245",,,,,,,,,,"6","2","7","9","2","233","42","793","103","6","0",,"1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-13T09:00:00","23.19","-165.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-13T09:00:00","25.50","-162.14",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"233","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-13T09:00:00","26.88","-161.38",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","273",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-13T09:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10165","1","6",,"271",,,"239","1","275",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,"4"
"5100101","2019-09-13T09:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10169","1","5",,"270",,,"246",,,,,,,,,,,,,,,"233","42","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,"4"
"ZCYL5","2019-09-13T09:00:00","21.70","-167.80",,,"1","6","2","5","9",,"1",,"70","4","87",,,,,"10152",,,"8","277",,,"230","3","282",,,"A",,"A","A",,,,,,,"233","17","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"4301534","2019-09-13T09:04:00","28.20","-169.28",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","283",,,,,,,,,,,,,"233","89","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-13T09:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10164",,,,"271",,,"236","1","275",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T09:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10169",,,,"270",,,"243",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-13T09:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10164",,,,"272",,,"237","1","275",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T09:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10168",,,,"270",,,"245",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-13T09:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10163",,,,"271",,,"234","1","275",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T09:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","60","1","80",,,,,"10169",,,,"270",,,"242",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-13T09:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10164",,,,"272",,,"236","1","275",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T09:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","70",,,,,"10168",,,"8","271",,,"239",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T09:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10162",,,,"271",,,"234","1","275",,,,,,,,"6","2","8","9","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-13T09:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","70","1","70",,,,,"10167",,,,"272",,,"239",,,,,,,,,,"6","2","7","9","2","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-13T10:00:00","23.19","-165.07",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-13T10:00:00","25.49","-162.14",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","275",,,,,,,,,,,,,"233","52","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-13T10:00:00","26.88","-161.39",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","273",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-13T10:00:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10162","0","0","8","272",,,"238",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100101","2019-09-13T10:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"60","1","70",,,,,"10168","4","0","8","271",,,"241",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-13T10:00:00","28.14","-170.00",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,,"232","80","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"ZCYL5","2019-09-13T10:00:00","21.70","-167.80",,,"1","6","2","5","9",,"1",,"60","4","87",,,,,"10150",,,"8","276",,,"231","3","282",,,"A",,"A","A",,,,,,,"233","17","798","172","5","1","2","1","111111","11AAA11A118AAA",,"5",,,,
"5100001","2019-09-13T10:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10161",,,,"271",,,"236","1","275",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-13T10:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"70","1","60",,,,,"10166",,,"8","271",,,"243",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-13T10:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","60","1","70",,,,,"10159",,,,"270",,,"236","1","275",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
