"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"WTEE","2015-09-13T10:50:00","22.10","-160.10",,,"1","4","2","0","7","2","1","0","130","4","72",,,,"10124",,,"0","279",,,,,,"291",,,,"A",,,,,,,,"233","20","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"2100854","2015-09-13T11:00:00","28.03","-164.85",,,"1","4","2","5",,,"11",,,,,,,,"10055",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","1","1FFF4F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T11:00:00","25.48","-164.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T11:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","60",,,,"10115","4","0",,"275",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T11:00:00","27.27","-166.79",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T11:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","60",,,,"10114",,,,"275",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T11:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","60",,,,"10111",,,,"277",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T11:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","90",,,,"10113",,,,"275",,,,"258","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T11:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","80",,,,"10110",,,,"256",,,,"250","1","282",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111113","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T11:45:00","21.71","-162.78",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,"233","12","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T11:49:00","21.70","-162.76",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTEE","2015-09-13T11:49:00","22.20","-160.30",,,"1","4","2","0","7","2","1","0","130","4","67",,,,"10119",,,"0","278",,,,,,"289",,,,"A",,,,,,,,"233","20","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-13T11:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","150","1","70",,,,"10111",,,,"263",,,,"254","1","281",,,,,,,"6","3","10","8","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-13T11:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","150","1","80",,,,"10107","0","0",,"276",,,,,"1","282",,,,,,,"7","3","9","8","3","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T11:53:00","21.71","-162.78",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-13T12:00:00","28.03","-164.85",,,"1","4","2","5",,,"11",,,,,,,,"10071",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T12:00:00","25.48","-164.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T12:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","70",,,,"10110","8","4",,"265",,,,"251","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T12:00:00","27.28","-166.70",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTEE","2015-09-13T12:00:00","23.10","-163.80",,,"1","4","0","0","6","2","1","0","100","4","98","97","1","1","10144","6","6","0","288","0","270",,"264",,,"3","3","8","7","A","A","2","1","9","5","2","233","33","992","114","5","1","2","1","E11111","11111111191111",,,"1","1",,,,,,,,,"4"
"5100001","2015-09-13T12:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","150","1","60",,,,"10110",,,,"270",,,,"256","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T12:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","60",,,,"10110",,,,"275",,,,"262","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T12:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","70",,,,"10110",,,,"277",,,,"264","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T12:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","90",,,,"10108",,,,"269",,,,"254","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"WTEE","2015-09-13T12:48:00","22.30","-160.40",,,"1","4","2","0","7","2","1","0","130","4","62",,,,"10117",,,"0","279",,,,,,"287",,,,"A",,,,,,,,"233","20","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-13T12:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10110",,,,"267",,,,"252","1","281",,,,,,,"8","3","15","11","1","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-13T12:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","140","1","80",,,,"10103","8","8",,"281",,,,,"1","282",,,,,,,"6","3","9","8","3","233","42","793","103","6","1","2","1","11112F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-13T13:00:00","28.04","-164.82",,,"1","4","2","5",,,"11",,,,,,,,"10070",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T13:00:00","25.48","-164.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T13:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","70",,,,"10108","7","8",,"270",,,,"256","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T13:00:00","27.28","-166.70",,,"1","3","2","5",,,"11",,,,,,,,,,,"0",,,,,,,"276",,,,,,,,,,,,"233","76","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T13:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","90",,,,"10109",,,,"272",,,,"251","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T13:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","150","1","100",,,,"10109",,,,"272",,,,"247","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111311","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"2100854","2015-09-13T13:23:00","28.04","-164.82",,,"1","4","2","5",,,"11",,,,,,,,"10067",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","0",,"1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T13:24:00","21.71","-162.78",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-13T13:25:00","27.28","-166.70",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T13:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","150","1","90",,,,"10108",,,,"261",,,,"248","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111311","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T13:32:00","21.71","-162.76",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T13:37:00","21.71","-162.78",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T13:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","150","1","60",,,,"10106",,,,"263",,,,"255","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"WTEE","2015-09-13T13:47:00","22.30","-160.60",,,"1","4","2","0","7","2","1","0","130","4","62",,,,"10114",,,"0","280",,,,,,"289",,,,"A",,,,,,,,"233","20","992","114","5","1","2","1","11111F","11AAA11AA18AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-13T13:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","60",,,,"10106",,,,"270",,,,"263","1","281",,,,,,,"6","2","8","8","3","233","42","793","103","6","1","2","1","111113","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-13T13:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","140","1","80",,,,"10100","7","10",,"266",,,,,"1","281",,,,,,,"8","3","20","11","1","233","42","793","103","6","1","2","1","11112F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-13T14:00:00","28.04","-164.82",,,"1","4","2","5",,,"11",,,,,,,,"10067",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T14:00:00","25.48","-164.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T14:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","80",,,,"10106","6","9",,"275",,,,"263","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T14:00:00","27.28","-166.70",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T14:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","80",,,,"10106",,,,"277",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T14:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","140","1","90",,,,"10110",,,,"278",,,,"262","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T14:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","180","1","80",,,,"10110",,,,"264",,,,"252","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111311","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T14:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","160","1","50",,,,"10109",,,,"257",,,,"247","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T14:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","80",,,,"10109",,,,"268",,,,"260","1","281",,,,,,,"5","2","9","8","3","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-13T14:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","120","1","70",,,,"10104","5","3",,"275",,,,,"1","281",,,,,,,"6","3","9","8","2","233","42","793","103","6","1","2","1","11112F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T14:51:00","21.71","-162.78",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-13T15:00:00","28.05","-164.80",,,"1","4","2","5",,,"11",,,,,,,,"10070",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T15:00:00","25.52","-164.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T15:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","80",,,,"10110","5","0",,"274",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T15:00:00","27.27","-166.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTDH","2015-09-13T15:00:00","21.70","-160.10",,,"1","4","0","0","6","2","1","0","110","3","62","97",,,"10119","3","1","0","275","0","260",,"254","1","288",,,,"A",,,,"1","16",,"2","233","10","992","114","5","1","2","1","111111","111AA111118331",,,"1",,,,,,,,,,"4"
"5100001","2015-09-13T15:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","80",,,,"10110",,,,"276",,,,"259","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T15:14:00","21.73","-162.79",,,"1","3","2","5",,,"11",,,,,,,,,,,"0",,,,,,,"292",,,,,,,,,,,,"233","12","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T15:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10110",,,,"277",,,,"260","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T15:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","120","1","90",,,,"10110",,,,"277",,,,"262","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"2100854","2015-09-13T15:37:00","28.05","-164.80",,,"1","4","2","5",,,"11",,,,,,,,"10070",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","0",,"1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T15:37:00","25.52","-164.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-13T15:38:00","27.27","-166.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T15:38:00","21.73","-162.79",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T15:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10110",,,,"278",,,,"262","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T15:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","120","1","90",,,,"10110",,,,"278",,,,"262","1","281",,,,,,,"6","3","9","8","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-13T15:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10105","5","0",,"280",,,,,"1","281",,,,,,,"8","3","23","12","1","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A131",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T15:50:00","21.73","-162.79",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-13T16:00:00","28.05","-164.79",,,"1","4","2","5",,,"11",,,,,,,,"10072",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T16:00:00","25.52","-164.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","54","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T16:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10110","2","4",,"278",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T16:00:00","27.27","-166.66",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTDH","2015-09-13T16:00:00","21.80","-160.30",,,"1","4","0","0",,,"1","0","110","4","57",,,,"10125",,,"0","281",,,,"246","3","289",,,,"A",,,,,,,,"233","10","992","114","5","1","2","1","111111","11AAA11A118AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-13T16:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10111",,,,"278",,,,"262","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T16:12:00","21.74","-162.80",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T16:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","120","1","80",,,,"10114",,,,"277",,,,"261","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T16:20:00","27.27","-166.66",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-13T16:21:00","28.05","-164.79",,,"1","4","2","5",,,"11",,,,,,,,"10072",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","0",,"1","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T16:24:00","21.74","-162.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T16:25:00","21.74","-162.80",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T16:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","120","1","80",,,,"10114",,,,"278",,,,"263","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-13T16:30:00","21.73","-162.79",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T16:37:00","21.74","-162.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T16:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10114",,,,"277",,,,"259","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-13T16:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10113",,,,"278",,,,"259","1","281",,,,,,,"8","4","14","12","1","233","42","793","103","6","1","2","2","111111","11AAA11A11A13A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-13T16:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10106","1","6",,"275",,,,,"1","281",,,,,,,"8","4","17","11","1","233","42","793","103","6","1","2","2","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-13T17:00:00","28.06","-164.78",,,"1","4","2","5",,,"11",,,,,,,,"10083",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","1","2","2","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T17:00:00","25.52","-164.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","282",,,,,,,,,,,,"233","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-13T17:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","130","1","90",,,,"10113","1","7",,"277",,,,"259","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-13T17:00:00","27.27","-166.66",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"233","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100735","2015-09-13T17:00:00","20.02","-164.36",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,"233","4","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WTDH","2015-09-13T17:00:00","21.80","-160.30",,,"1","4","0","0",,,"1","0","80","4","46",,,,"10131",,,"0","281",,,,"247","3","290",,,,"A",,,,,,,,"233","10","992","114","5","1","2","2","111111","11AAA11A118AAA",,,"3",,,,,,,,,,"4"
"5100001","2015-09-13T17:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","120","1","90",,,,"10115",,,,"276",,,,"257","1","281",,,,,,,,,,,,"233","42","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"2100854","2015-09-13T17:18:00","28.06","-164.78",,,"1","4","2","5",,,"11",,,,,,,,"10083",,,"8",,,,,,"9","272",,,,,,,,,,,,"233","84","798","172","7","0",,"2","1FFF2F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-13T17:18:00","21.74","-162.80",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","12","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-13T17:19:00","25.52","-164.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","282",,,,,,,,,,,,"233","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
