"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"5100101","2015-09-02T07:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10131","1","9",,"274",,,,,"1","280",,,,,,,"6","3","10","13","5","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T08:00:00","26.92","-165.99",,,"1","4","2","5",,,"11",,,,,,,,"10164",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T08:00:00","24.50","-161.79",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T08:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10138","1","8",,"274",,,,"243","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T08:00:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T08:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10136",,,,"274",,,,"240","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T08:17:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","68","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-02T08:18:00","26.92","-165.99",,,"1","4","2","5",,,"11",,,,,,,,"10164",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T08:18:00","24.50","-161.79",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T08:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","70",,,,"10138",,,,"275",,,,"244","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-02T08:22:00","22.91","-164.93",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,"233","24","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T08:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10138",,,,"274",,,,"244","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T08:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","70",,,,"10136",,,,"274",,,,"244","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T08:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10135",,,,"274",,,,"245","1","285",,,,,,,"7","3","11","14","5","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T08:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","40","1","70",,,,"10130","1","5",,"274",,,,,"1","279",,,,,,,"5","3","9","14","5","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T09:00:00","26.92","-166.01",,,"1","4","2","5",,,"11",,,,,,,,"10164",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T09:00:00","24.50","-161.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T09:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10135","1","3",,"273",,,,"243","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T09:04:00","26.92","-166.01",,,"1","4","2","5",,,"11",,,,,,,,"10162",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T09:04:00","24.50","-161.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100646","2015-09-02T09:04:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-02T09:09:00","22.91","-164.91",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,"233","24","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T09:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10135",,,,"273",,,,"242","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T09:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","40","1","80",,,,"10135",,,,"273",,,,"244","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T09:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","70",,,,"10134",,,,"274",,,,"243","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T09:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","70",,,,"10134",,,,"273",,,,"243","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T09:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","70",,,,"10134",,,,"274",,,,"243","1","284",,,,,,,"6","3","12","11","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T09:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10128","4","0",,"274",,,,,"1","279",,,,,,,"7","3","9","11","4","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T10:00:00","26.92","-166.01",,,"1","4","2","5",,,"11",,,,,,,,"10162",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T10:00:00","24.50","-161.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T10:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","70",,,,"10134","7","4",,"274",,,,"243","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T10:00:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T10:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10134",,,,"274",,,,"244","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T10:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10133",,,,"274",,,,"244","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T10:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10130",,,,"274",,,,"244","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T10:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10130",,,,"274",,,,"242","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T10:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10130",,,,"273",,,,"242","1","284",,,,,,,"7","3","9","10","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T10:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10123","8","8",,"273",,,,,"1","279",,,,,,,"7","3","8","9","4","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T11:00:00","26.92","-166.01",,,"1","4","2","5",,,"11",,,,,,,,"10155",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T11:00:00","24.50","-161.81",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T11:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10129","8","9",,"273",,,,"243","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T11:00:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T11:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10128",,,,"273",,,,"240","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T11:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10126",,,,"273",,,,"243","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T11:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10125",,,,"273",,,,"244","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T11:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","70",,,,"10125",,,,"274",,,,"241","1","285",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T11:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10124",,,,"274",,,,"239","1","284",,,,,,,"7","3","11","14","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T11:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10117","8","13",,"273",,,,,"1","279",,,,,,,"6","3","9","11","5","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T12:00:00","26.92","-166.01",,,"1","4","2","5",,,"11",,,,,,,,"10150",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","66","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T12:00:00","24.54","-161.84",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T12:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","70",,,,"10121","8","14",,"273",,,,"238","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T12:00:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-02T12:07:00","22.91","-164.86",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","24","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T12:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","70",,,,"10120",,,,"273",,,,"239","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-02T12:18:00","22.91","-164.86",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,"233","24","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T12:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","60",,,,"10120",,,,"273",,,,"238","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T12:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","70",,,,"10118",,,,"273",,,,"238","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T12:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","70",,,,"10118",,,,"273",,,,"241","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T12:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","30","1","80",,,,"10118",,,,"272",,,,"239","1","284",,,,,,,"6","3","8","11","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T12:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10110","8","18",,"274",,,,,"1","279",,,,,,,"5","2","10","14","4","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T13:00:00","26.95","-165.99",,,"1","4","2","5",,,"11",,,,,,,,"10147",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T13:00:00","24.54","-161.84",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T13:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10116","7","17",,"272",,,,"238","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T13:00:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T13:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10115",,,,"272",,,,"238","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T13:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10115",,,,"272",,,,"240","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T13:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10114",,,,"272",,,,"239","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T13:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10113",,,,"272",,,,"239","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T13:47:00","26.95","-165.99",,,"1","4","2","5",,,"11",,,,,,,,"10142",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-02T13:47:00","22.90","-164.83",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","24","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T13:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10111",,,,"272",,,,"241","1","284",,,,,,,"7","3","10","13","4","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T13:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","20","1","80",,,,"10106","6","17",,"272",,,,,"1","279",,,,,,,"5","3","9","10","4","233","42","793","103","6","1","2","1","11111F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"4600622","2015-09-02T13:54:00","24.54","-161.86",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2100854","2015-09-02T14:00:00","26.95","-165.99",,,"1","4","2","5",,,"11",,,,,,,,"10142",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T14:00:00","24.54","-161.86",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","285",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T14:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10111","6","16",,"272",,,,"239","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T14:00:00","26.09","-168.17",,,"1","3","2","5",,,"11",,,,,,,,,,,"0",,,,,,,"283",,,,,,,,,,,,"233","68","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-02T14:00:00","22.90","-164.83",,,"1","3","2","5",,,"11",,,,,,,,,,,"0",,,,,,,"292",,,,,,,,,,,,"233","24","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T14:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10110",,,,"272",,,,"240","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T14:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","70",,,,"10110",,,,"272",,,,"241","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T14:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","360","1","70",,,,"10110",,,,"272",,,,"242","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T14:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","360","1","70",,,,"10110",,,,"272",,,,"243","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T14:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","70",,,,"10110",,,,"272",,,,"242","1","284",,,,,,,"6","3","10","11","6","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T14:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","10","1","70",,,,"10104","6","13",,"272",,,,,"1","279",,,,,,,"6","3","9","14","4","233","42","793","103","6","1","2","1","11112F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T15:00:00","26.95","-165.99",,,"1","4","2","5",,,"11",,,,,,,,"10141",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T15:00:00","24.52","-161.87",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T15:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10110","6","12",,"272",,,,"241","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,,,"4"
"5100646","2015-09-02T15:00:00","26.08","-168.17",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"233","68","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T15:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10109",,,,"272",,,,"243","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T15:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","90",,,,"10110",,,,"273",,,,"242","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111211","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100742","2015-09-02T15:24:00","22.89","-164.80",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","24","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T15:25:00","24.52","-161.87",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","41","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100742","2015-09-02T15:29:00","22.89","-164.80",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,"233","24","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"5100001","2015-09-02T15:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","90",,,,"10110",,,,"272",,,,"239","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111211","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T15:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","80",,,,"10110",,,,"272",,,,"241","1","284",,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,,,"4"
"5100001","2015-09-02T15:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","10","1","90",,,,"10110",,,,"271",,,,"237","1","284",,,,,,,"7","3","10","11","5","233","42","793","103","6","1","2","1","111211","11AAA11A11A11A",,,"6",,,,,,,,,,"4"
"5100101","2015-09-02T15:50:00","24.30","-162.20",,,"1","4",,"0",,,"11","0","10","1","90",,,,"10103","6","7",,"272",,,,,"1","279",,,,,,,"7","4","9","14","5","233","42","793","103","6","1","2","1","11122F","11AAA11AA1A111",,,"6",,,,,,,,,,"4"
"2100854","2015-09-02T16:00:00","26.95","-165.98",,,"1","4","2","5",,,"11",,,,,,,,"10142",,,"8",,,,,,"9","273",,,,,,,,,,,,"233","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4600622","2015-09-02T16:00:00","24.52","-161.89",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","284",,,,,,,,,,,,"233","41","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
