"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1300601","2015-09-01T02:41:00","28.30","-53.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-01T02:41:00","29.53","-58.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-01T02:41:00","28.02","-55.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-01T02:41:00","23.35","-57.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","37","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-01T02:41:00","29.20","-55.77",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-01T02:41:00","26.79","-55.15",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-01T02:43:00","28.29","-53.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-01T02:44:00","28.02","-55.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-01T02:44:00","23.35","-57.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","37","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-01T02:46:00","29.52","-58.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-01T02:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","100","1","50",,,,"10186","1","5",,"288",,,"257","1","292",,,,,,,"5","1","3","9","2","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-01T02:50:00","24.64","-55.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T03:00:00","28.87","-52.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","82","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-01T03:00:00","22.50","-56.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-01T03:00:00","27.19","-50.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-01T03:00:00","27.76","-56.25",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","1","0",,,,,,"298",,,,,,,,,,,,"244","76","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-01T03:00:00","27.89","-55.01",,,"1","3","2","5",,,,"11",,,,,,,,"10188","2","1","0",,,,,,"297",,,,,,,,,,,,"244","75","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-01T03:00:00","28.88","-59.37",,,"1","3","2","5",,,,"11",,,,,,,,"10187","2","2","0",,,,,,"294",,,,,,,,,,,,"244","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400522","2015-09-01T03:00:00","28.74","-57.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","87","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T03:00:00","29.36","-55.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3100717","2015-09-01T03:50:00","20.08","-59.17",,,"1","3","2","5",,,,"11",,,,,,,,"10180","2","5","0",,,,,,"290",,,,,,,,,,,,"244","9","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100044","2015-09-01T03:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","100","1","50",,,,"10183","0","0",,"287",,,"250","1","292",,,,,,,"5","1","6","8","2","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-01T03:50:00","24.64","-56.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","46","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T04:00:00","28.85","-52.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","82","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-01T04:00:00","22.51","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-01T04:00:00","27.19","-50.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-01T04:00:00","27.78","-56.22",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","7","0",,,,,,"298",,,,,,,,,,,,"244","76","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-01T04:00:00","27.89","-55.02",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","5","0",,,,,,"296",,,,,,,,,,,,"244","75","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-01T04:00:00","28.88","-59.37",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","1","0",,,,,,"294",,,,,,,,,,,,"244","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400522","2015-09-01T04:00:00","28.74","-57.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","87","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T04:00:00","29.33","-55.10",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-01T04:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","50",,,,"10178","8","9",,"286",,,"249","1","292",,,,,,,"4","1","7","10","2","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-01T04:50:00","24.63","-56.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","46","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T05:00:00","28.86","-52.18",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"294",,,,,,,,,,,,"244","82","794","103","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-01T05:00:00","22.51","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-01T05:00:00","27.76","-56.25",,,"1","3","2","5",,,,"11",,,,,,,,"10181","7","10","0",,,,,,"297",,,,,,,,,,,,"244","76","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-01T05:00:00","27.89","-55.02",,,"1","3","2","5",,,,"11",,,,,,,,"10180","7","10","0",,,,,,"296",,,,,,,,,,,,"244","75","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-01T05:00:00","28.87","-59.37",,,"1","3","2","5",,,,"11",,,,,,,,"10181","7","7","0",,,,,,"294",,,,,,,,,,,,"244","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400522","2015-09-01T05:00:00","28.74","-57.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","87","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T05:00:00","29.33","-55.10",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T05:27:00","28.85","-52.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","82","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-01T05:27:00","28.28","-53.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-01T05:27:00","27.88","-50.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-01T05:28:00","29.48","-58.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-01T05:28:00","27.89","-50.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-01T05:28:00","26.77","-55.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T05:28:00","29.33","-55.10",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-01T05:29:00","28.29","-53.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-01T05:29:00","23.36","-57.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-01T05:29:00","27.78","-56.22",,,"1","4","2","5",,,,"11",,,,,,,,"10184",,,"8",,,,,"9","298",,,,,,,,,,,,"244","76","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4400522","2015-09-01T05:29:00","28.74","-57.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","87","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-01T05:32:00","29.17","-55.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300617","2015-09-01T05:33:00","22.06","-59.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","29","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-01T05:33:00","27.19","-50.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","70","798","172","7","1","2","1","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-01T05:33:00","26.77","-55.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-01T05:34:00","29.17","-55.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-01T05:36:00","28.28","-53.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-01T05:36:00","29.48","-58.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-01T05:36:00","27.88","-50.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-01T05:36:00","28.01","-55.31",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-01T05:36:00","23.36","-57.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","37","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-01T05:36:00","29.17","-55.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300617","2015-09-01T05:37:00","22.06","-59.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","29","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-01T05:38:00","27.88","-50.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","70","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-01T05:39:00","29.48","-58.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-01T05:40:00","29.17","-55.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-01T05:41:00","28.28","-53.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-01T05:41:00","26.77","-55.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","65","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-01T05:42:00","23.36","-57.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","37","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-01T05:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","50",,,,"10175","7","11",,"286",,,"247","1","292",,,,,,,"4","1","5","9","2","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-01T05:50:00","24.63","-55.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","45","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T06:00:00","28.86","-52.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","82","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-01T06:00:00","22.51","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-01T06:00:00","27.19","-50.75",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","70","798","172","7","1","2","1","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-01T06:00:00","27.78","-56.22",,,"1","3","2","5",,,,"11",,,,,,,,"10177","7","12","0",,,,,,"297",,,,,,,,,,,,"244","76","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-01T06:00:00","27.89","-55.02",,,"1","3","2","5",,,,"11",,,,,,,,"10175","7","13","0",,,,,,"296",,,,,,,,,,,,"244","75","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-01T06:00:00","28.86","-59.37",,,"1","3","2","5",,,,"11",,,,,,,,"10175","7","12","0",,,,,,"294",,,,,,,,,,,,"244","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400522","2015-09-01T06:00:00","28.74","-57.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","87","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T06:00:00","29.33","-55.10",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"D5DS2","2015-09-01T06:00:00","21.40","-53.60",,,"1","4","0","0","3","3",,"1","0","100","4","41","98","1","0","10192","8","10","0","260","0","245","239","3","300","1","1","1","5","0","0","4","1",,,,"244","13","992","114","5","1","2","1","311111","111111111111A1",,,"1","0",,,,,,,,,"4"
"4100044","2015-09-01T06:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","50",,,,"10171","6","12",,"286",,,"245","1","292",,,,,,,"4","1","4","9","2","244","18","793","103","6","1","2","1","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-01T06:50:00","24.62","-56.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","46","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T07:00:00","28.85","-52.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","82","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-01T07:00:00","22.51","-56.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","26","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-01T07:00:00","27.19","-50.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","70","798","172","7","1","2","1","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-01T07:00:00","27.78","-56.22",,,"1","3","2","5",,,,"11",,,,,,,,"10174","7","10","0",,,,,,"295",,,,,,,,,,,,"244","76","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-01T07:00:00","27.89","-55.02",,,"1","3","2","5",,,,"11",,,,,,,,"10172","7","12","0",,,,,,"295",,,,,,,,,,,,"244","75","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-01T07:00:00","28.84","-59.38",,,"1","3","2","5",,,,"11",,,,,,,,"10171","7","15","0",,,,,,"293",,,,,,,,,,,,"244","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400522","2015-09-01T07:00:00","28.74","-57.01",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","87","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T07:00:00","29.31","-55.08",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-01T07:08:00","29.48","-58.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-01T07:08:00","27.88","-50.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","70","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300585","2015-09-01T07:09:00","28.85","-52.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","82","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-01T07:09:00","28.28","-53.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-01T07:09:00","28.01","-55.31",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"244","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-01T07:09:00","29.17","-55.74",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","95","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400522","2015-09-01T07:09:00","28.74","-57.01",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-01T07:09:00","29.31","-55.08",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","95","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-01T07:10:00","23.36","-57.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","37","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-01T07:10:00","27.19","-50.76",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","70","798","172","7","0",,"1","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-01T07:11:00","26.76","-55.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","65","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
