"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"1300519","2015-09-19T08:54:00","22.58","-39.93",,,"1","4","2","5",,,,"11",,,,,,,,"10179",,"14","8",,,,,,"9","278",,,,,,,,,,,,"246","29","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300628","2015-09-19T08:54:00","23.08","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","273",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T08:56:00","25.27","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T08:57:00","29.63","-36.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100623","2015-09-19T08:59:00","29.08","-35.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300519","2015-09-19T09:00:00","22.58","-39.93",,,"1","3","2","5",,,,"11",,,,,,,,"10170","2","9","0",,,,,,,"278",,,,,,,,,,,,"246","29","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-19T09:00:00","27.52","-32.38",,,"1","4","2","5",,,,"11",,,,,,,,"10200",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","72","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300572","2015-09-19T09:00:00","29.94","-32.20",,,"1","3","2","5",,,,"11",,,,,,,,"10215","2","11","0",,,,,,,"270",,,,,,,,,,,,"246","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300869","2015-09-19T09:00:00","23.22","-38.55",,,"1","3","2","5",,,,"11",,,,,,,,"10181","2","9","0",,,,,,,"274",,,,,,,,,,,,"246","38","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-19T09:00:00","27.09","-39.94",,,"1","3","2","5",,,,"11",,,,,,,,"10206","2","9","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-19T09:00:00","20.02","-37.85",,,"1","4","2","5",,,,"11","0","90","4","77",,,,"10154",,,"0","274",,,"1","252",,"275",,,,,,,,,,,,"246","7","794","103","6","1","2","2","111111","11AAA11A11AAAA",,,,
"4100502","2015-09-19T09:00:00","28.89","-32.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","82","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-19T09:00:00","29.35","-30.93",,,"1","4","2","5",,,,"11",,,,,,,,"10213",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","90","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4400613","2015-09-19T09:00:00","27.66","-30.37",,,"1","3","2","5",,,,"11",,,,,,,,"10200","2","10","0",,,,,,,"270",,,,,,,,,,,,"246","70","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"6200681","2015-09-19T09:00:00","25.61","-30.04",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","10","0",,,,,,,"269",,,,,,,,,,,,"246","50","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100592","2015-09-19T09:01:00","29.63","-36.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T09:02:00","23.08","-36.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","273",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T09:02:00","25.27","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100502","2015-09-19T09:19:00","28.88","-32.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","82","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T09:19:00","29.63","-36.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T09:21:00","23.08","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T09:21:00","29.63","-36.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T09:22:00","23.08","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T09:23:00","25.27","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T09:24:00","29.63","-36.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T09:29:00","29.63","-36.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T09:30:00","23.08","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100139","2015-09-19T09:45:00","20.02","-37.86",,,"1","5","2","5",,,,"11","5","104",,"78",,,,"10162",,,"8","275",,,,,"9","275",,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,
"1300628","2015-09-19T09:46:00","23.09","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"2100942","2015-09-19T09:48:00","27.10","-39.95",,,"1","4","2","5",,,,"11",,,,,,,,,,"16","8",,,,,,"9","283",,,,,,,,,,,,"246","79","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAA7","4",,,
"1300909","2015-09-19T09:49:00","25.27","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-19T09:50:00","25.60","-33.22",,,"1","3","2","5",,,,"11",,,,,,,,"10214","2","13","0",,,,,,,"274",,,,,,,,,,,,"246","53","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100592","2015-09-19T09:50:00","29.63","-36.58",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,,"273",,,,,,,,,,,,"246","96","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T09:51:00","23.09","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","273",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300519","2015-09-19T10:00:00","22.58","-39.93",,,"1","3","2","5",,,,"11",,,,,,,,"10174","2","9","0",,,,,,,"278",,,,,,,,,,,,"246","29","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-19T10:00:00","27.52","-32.38",,,"1","4","2","5",,,,"11",,,,,,,,"10202",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300572","2015-09-19T10:00:00","29.94","-32.20",,,"1","3","2","5",,,,"11",,,,,,,,"10217","2","11","0",,,,,,,"269",,,,,,,,,,,,"246","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300869","2015-09-19T10:00:00","23.22","-38.55",,,"1","3","2","5",,,,"11",,,,,,,,"10186","2","10","0",,,,,,,"274",,,,,,,,,,,,"246","38","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-19T10:00:00","27.10","-39.95",,,"1","3","2","5",,,,"11",,,,,,,,"10213","2","15","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-19T10:00:00","20.02","-37.86",,,"1","4","2","5",,,,"11","0","100","4","77",,,,"10162",,,"0","275",,,"1","252",,"275",,,,,,,,,,,,"246","7","794","103","6","1","2","2","111111","11AAA11A11AAAA",,,,
"4100502","2015-09-19T10:00:00","28.88","-32.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","82","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-19T10:00:00","29.35","-30.93",,,"1","4","2","5",,,,"11",,,,,,,,"10218",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","90","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4400613","2015-09-19T10:00:00","27.66","-30.37",,,"1","3","2","5",,,,"11",,,,,,,,"10203","2","11","0",,,,,,,"270",,,,,,,,,,,,"246","70","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"6200681","2015-09-19T10:00:00","25.61","-30.04",,,"1","3","2","5",,,,"11",,,,,,,,"10201","2","10","0",,,,,,,"269",,,,,,,,,,,,"246","50","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300909","2015-09-19T10:28:00","25.26","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T10:29:00","25.27","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-19T10:50:00","25.60","-33.23",,,"1","3","2","5",,,,"11",,,,,,,,"10221","2","15","0",,,,,,,"274",,,,,,,,,,,,"246","53","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-19T11:00:00","22.58","-39.93",,,"1","3","2","5",,,,"11",,,,,,,,"10179","2","14","0",,,,,,,"278",,,,,,,,,,,,"246","29","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-19T11:00:00","27.51","-32.40",,,"1","4","2","5",,,,"11",,,,,,,,"10202",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300572","2015-09-19T11:00:00","29.95","-32.20",,,"1","3","2","5",,,,"11",,,,,,,,"10224","2","12","0",,,,,,,"270",,,,,,,,,,,,"246","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300869","2015-09-19T11:00:00","23.22","-38.55",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","16","0",,,,,,,"274",,,,,,,,,,,,"246","38","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-19T11:00:00","27.10","-39.95",,,"1","3","2","5",,,,"11",,,,,,,,"10219","2","16","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-19T11:00:00","20.02","-37.81",,,"1","4","2","5",,,,"11","0","90","4","93",,,,"10165",,,"0","275",,,"1","248",,"275",,,,,,,,,,,,"246","7","794","103","6","1","2","2","111111","11AAA11A11AAAA",,,,
"4100502","2015-09-19T11:00:00","28.88","-32.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","82","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-19T11:00:00","29.35","-30.93",,,"1","4","2","5",,,,"11",,,,,,,,"10222",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","90","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4400613","2015-09-19T11:00:00","27.66","-30.37",,,"1","3","2","5",,,,"11",,,,,,,,"10208","2","13","0",,,,,,,"270",,,,,,,,,,,,"246","70","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"6200681","2015-09-19T11:00:00","25.61","-30.04",,,"1","3","2","5",,,,"11",,,,,,,,"10207","2","14","0",,,,,,,"269",,,,,,,,,,,,"246","50","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300572","2015-09-19T11:21:00","29.95","-32.20",,,"1","4","2","5",,,,"11",,,,,,,,"10227",,"12","8",,,,,,"9","270",,,,,,,,,,,,"246","92","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300628","2015-09-19T11:21:00","23.08","-36.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T11:21:00","25.26","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","54","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"2100942","2015-09-19T11:21:00","27.10","-39.95",,,"1","4","2","5",,,,"11",,,,,,,,,,"14","8",,,,,,"9","283",,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAA7","4",,,
"1300569","2015-09-19T11:22:00","27.51","-32.40",,,"1","4","2","5",,,,"11",,,,,,,,"10202",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300909","2015-09-19T11:22:00","25.26","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","275",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300519","2015-09-19T11:23:00","22.59","-39.94",,,"1","4","2","5",,,,"11",,,,,,,,"10183",,"13","8",,,,,,"9","278",,,,,,,,,,,,"246","29","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300628","2015-09-19T11:23:00","23.09","-36.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100139","2015-09-19T11:23:00","20.02","-37.81",,,"1","5","2","5",,,,"11","5","91",,"93",,,,"10165",,,"8","275",,,,,"9","275",,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,
"1300909","2015-09-19T11:25:00","25.26","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T11:26:00","23.08","-36.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100139","2015-09-19T11:27:00","20.02","-37.86",,,"1","5","2","5",,,,"11","5","88",,"88",,,,"10161",,,"8","275",,,,,"9","276",,,,,,,,,,,,"246","7","798","172","6","1","2","2","111111","11AAA11AA1AAAA",,,,
"1300871","2015-09-19T11:50:00","25.60","-33.23",,,"1","3","2","5",,,,"11",,,,,,,,"10223","2","16","0",,,,,,,"274",,,,,,,,,,,,"246","53","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-19T12:00:00","22.59","-39.94",,,"1","3","2","5",,,,"11",,,,,,,,"10183","2","13","0",,,,,,,"278",,,,,,,,,,,,"246","29","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-19T12:00:00","27.52","-32.40",,,"1","4","2","5",,,,"11",,,,,,,,"10205",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300572","2015-09-19T12:00:00","29.95","-32.20",,,"1","3","2","5",,,,"11",,,,,,,,"10227","2","12","0",,,,,,,"270",,,,,,,,,,,,"246","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300869","2015-09-19T12:00:00","23.22","-38.57",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","17","0",,,,,,,"274",,,,,,,,,,,,"246","38","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-19T12:00:00","27.10","-39.95",,,"1","3","2","5",,,,"11",,,,,,,,"10220","2","14","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-19T12:00:00","20.02","-37.86",,,"1","4","2","5",,,,"11","0","90","4","103",,,,"10165",,,"0","276",,,"1","251",,"275",,,,,,,,,,,,"246","7","794","103","6","1","2","2","111111","11AAA11A11AAAA",,,,
"4100502","2015-09-19T12:00:00","28.88","-32.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","82","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-19T12:00:00","29.35","-30.93",,,"1","4","2","5",,,,"11",,,,,,,,"10225",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","90","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4400613","2015-09-19T12:00:00","27.64","-30.38",,,"1","3","2","5",,,,"11",,,,,,,,"10209","2","9","0",,,,,,,"271",,,,,,,,,,,,"246","70","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"6200681","2015-09-19T12:00:00","25.61","-30.04",,,"1","3","2","5",,,,"11",,,,,,,,"10209","2","10","0",,,,,,,"271",,,,,,,,,,,,"246","50","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300909","2015-09-19T12:05:00","25.26","-34.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-19T12:05:00","29.35","-30.93",,,"1","4","2","5",,,,"11",,,,,,,,"10225",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","90","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4100592","2015-09-19T12:05:00","29.61","-36.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300569","2015-09-19T12:06:00","27.52","-32.40",,,"1","4","2","5",,,,"11",,,,,,,,"10210",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300572","2015-09-19T12:06:00","29.96","-32.20",,,"1","4","2","5",,,,"11",,,,,,,,"10225",,"8","8",,,,,,"9","271",,,,,,,,,,,,"246","92","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300628","2015-09-19T12:06:00","23.07","-36.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T12:06:00","25.26","-34.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T12:07:00","23.08","-36.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T12:07:00","29.63","-36.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T12:10:00","23.08","-36.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100592","2015-09-19T12:10:00","29.61","-36.59",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T12:13:00","23.07","-36.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T12:18:00","25.26","-34.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-19T12:19:00","23.07","-36.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-19T12:50:00","25.61","-33.23",,,"1","3","2","5",,,,"11",,,,,,,,"10222","2","8","0",,,,,,,"275",,,,,,,,,,,,"246","53","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-19T13:00:00","22.60","-39.93",,,"1","3","2","5",,,,"11",,,,,,,,"10184","2","10","0",,,,,,,"278",,,,,,,,,,,,"246","29","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-19T13:00:00","27.52","-32.40",,,"1","4","2","5",,,,"11",,,,,,,,"10210",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300572","2015-09-19T13:00:00","29.96","-32.20",,,"1","3","2","5",,,,"11",,,,,,,,"10225","2","8","0",,,,,,,"271",,,,,,,,,,,,"246","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300869","2015-09-19T13:00:00","23.22","-38.57",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","11","0",,,,,,,"274",,,,,,,,,,,,"246","38","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-19T13:00:00","27.10","-39.96",,,"1","3","2","5",,,,"11",,,,,,,,"10219","2","6","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100564","2015-09-19T13:00:00","29.35","-30.94",,,"1","4","2","5",,,,"11",,,,,,,,"10222",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","90","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4100592","2015-09-19T13:00:00","29.59","-36.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4400613","2015-09-19T13:00:00","27.64","-30.38",,,"1","3","2","5",,,,"11",,,,,,,,"10209","2","6","0",,,,,,,"271",,,,,,,,,,,,"246","70","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"6200681","2015-09-19T13:00:00","25.61","-30.04",,,"1","3","2","5",,,,"11",,,,,,,,"10207","2","6","0",,,,,,,"274",,,,,,,,,,,,"246","50","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300572","2015-09-19T13:01:00","29.96","-32.19",,,"1","4","2","5",,,,"11",,,,,,,,"10223",,,"8",,,,,,"9","271",,,,,,,,,,,,"246","92","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300628","2015-09-19T13:01:00","23.07","-36.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","274",,,,,,,,,,,,"246","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-19T13:01:00","25.25","-34.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","54","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"2100942","2015-09-19T13:01:00","27.10","-39.96",,,"1","4","2","5",,,,"11",,,,,,,,,,"6","8",,,,,,"9","283",,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAA7","4",,,
