"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"1300909","2015-09-03T20:26:00","24.20","-33.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T20:26:00","29.59","-38.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-03T20:27:00","22.68","-35.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100502","2015-09-03T20:27:00","29.05","-31.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T20:27:00","29.59","-38.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300519","2015-09-03T20:28:00","22.67","-39.98",,,"1","4","2","5",,,,"11",,,,,,,,"10165",,"11","8",,,,,,"9","280",,,,,,,,,,,,"246","29","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300628","2015-09-03T20:31:00","22.68","-35.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-03T20:31:00","24.20","-33.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","270",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"2100942","2015-09-03T20:33:00","27.09","-39.51",,,"1","4","2","5",,,,"11",,,,,,,,,,"13","8",,,,,,"9","291",,,,,,,,,,,,"246","79","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAA7","4",,,
"1300909","2015-09-03T20:34:00","24.20","-33.64",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"246","43","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,
"4100604","2015-09-03T20:34:00","29.59","-38.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T20:36:00","29.59","-38.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-03T20:50:00","25.25","-32.80",,,"1","3","2","5",,,,"11",,,,,,,,"10184","2","12","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-03T21:00:00","22.67","-40.00",,,"1","3","2","5",,,,"11",,,,,,,,"10157","2","12","0",,,,,,,"281",,,,,,,,,,,,"245","20","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-03T21:00:00","27.31","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10192",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300869","2015-09-03T21:00:00","23.11","-38.72",,,"1","3","2","5",,,,"11",,,,,,,,"10156","2","11","0",,,,,,,"278",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-03T21:00:00","27.09","-39.51",,,"1","3","2","5",,,,"11",,,,,,,,"10181","2","13","0",,,,,,,"291",,,,,,,,,,,,"246","79","794","103","7","1","2","1","3FFF1F","1AAAA1AAA1AAA1","4",,,
"4100564","2015-09-03T21:00:00","29.44","-32.13",,,"1","4","2","5",,,,"11",,,,,,,,"10203",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300871","2015-09-03T21:50:00","25.25","-32.80",,,"1","3","2","5",,,,"11",,,,,,,,"10189","2","12","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-03T22:00:00","22.66","-39.99",,,"1","3","2","5",,,,"11",,,,,,,,"10160","2","12","0",,,,,,,"280",,,,,,,,,,,,"246","29","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-03T22:00:00","27.31","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10199",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300869","2015-09-03T22:00:00","23.11","-38.72",,,"1","3","2","5",,,,"11",,,,,,,,"10161","2","15","0",,,,,,,"278",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-03T22:00:00","27.08","-39.50",,,"1","3","2","5",,,,"11",,,,,,,,"10189","2","18","0",,,,,,,"288",,,,,,,,,,,,"246","79","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-03T22:00:00","20.01","-37.85",,,"1","4","2","5",,,,"11","0","340","4","41",,,,"10143",,,"0","275",,,"1","250",,,,,,,,,,,,,,"246","7","794","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,,
"4100502","2015-09-03T22:00:00","29.05","-31.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-03T22:00:00","29.42","-32.12",,,"1","4","2","5",,,,"11",,,,,,,,"10211",,,"8",,,,,,"9","276",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300628","2015-09-03T22:10:00","22.70","-35.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-03T22:10:00","24.21","-33.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300519","2015-09-03T22:11:00","22.66","-39.99",,,"1","4","2","5",,,,"11",,,,,,,,"10160",,"12","8",,,,,,"9","280",,,,,,,,,,,,"246","29","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300909","2015-09-03T22:11:00","24.21","-33.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100502","2015-09-03T22:12:00","29.05","-31.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T22:12:00","29.58","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T22:13:00","29.58","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-03T22:14:00","22.70","-35.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"2100942","2015-09-03T22:15:00","27.08","-39.50",,,"1","4","2","5",,,,"11",,,,,,,,,,"18","8",,,,,,"9","288",,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAA7","4",,,
"4100139","2015-09-03T22:15:00","20.01","-37.86",,,"1","4","2","5",,,,"11","5","337",,"46",,,,"10147",,,"8","274",,,,,,,,,,,,,,,,,,"246","7","798","172","6","0",,"1","F11111","11AAA11AAAAAAA",,,,
"1300628","2015-09-03T22:16:00","22.68","-35.37",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-03T22:16:00","24.20","-33.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-03T22:19:00","22.70","-35.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T22:21:00","29.58","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-03T22:50:00","25.24","-32.80",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","12","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-03T23:00:00","22.67","-39.98",,,"1","3","2","5",,,,"11",,,,,,,,"10165","2","11","0",,,,,,,"280",,,,,,,,,,,,"246","29","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-03T23:00:00","27.29","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10202",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300869","2015-09-03T23:00:00","23.11","-38.72",,,"1","3","2","5",,,,"11",,,,,,,,"10163","2","12","0",,,,,,,"278",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-03T23:00:00","27.08","-39.50",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","20","0",,,,,,,"286",,,,,,,,,,,,"246","79","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-03T23:00:00","20.01","-37.86",,,"1","4","2","5",,,,"11","0","340","4","46",,,,"10147",,,"0","274",,,"1","249",,,,,,,,,,,,,,"246","7","794","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,,
"4100502","2015-09-03T23:00:00","29.05","-31.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-03T23:00:00","29.42","-32.12",,,"1","4","2","5",,,,"11",,,,,,,,"10215",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300909","2015-09-03T23:04:00","24.22","-33.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-03T23:05:00","22.70","-35.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-03T23:05:00","24.21","-33.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"2100942","2015-09-03T23:05:00","27.08","-39.50",,,"1","4","2","5",,,,"11",,,,,,,,,,"20","8",,,,,,"9","286",,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAA7","4",,,
"4100604","2015-09-03T23:05:00","29.57","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300569","2015-09-03T23:06:00","27.29","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10202",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","72","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4100564","2015-09-03T23:06:00","29.42","-32.12",,,"1","4","2","5",,,,"11",,,,,,,,"10215",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300909","2015-09-03T23:07:00","24.22","-33.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T23:10:00","29.58","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-03T23:15:00","22.70","-35.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-03T23:15:00","24.22","-33.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-03T23:17:00","29.57","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-03T23:50:00","25.24","-32.80",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","10","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300628","2015-09-03T23:54:00","22.72","-35.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100139","2015-09-03T23:54:00","20.01","-37.85",,,"1","4","2","5",,,,"11","5","337",,"46",,,,"10147",,,"8","274",,,,,,,,,,,,,,,,,,"246","7","798","172","6","0",,"1","F11111","11AAA11AAAAAAA",,,,
"2100942","2015-09-03T23:55:00","27.07","-39.51",,,"1","4","2","5",,,,"11",,,,,,,,,,"16","8",,,,,,"9","284",,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAA7","4",,,
"1300569","2015-09-03T23:56:00","27.29","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10199",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300909","2015-09-03T23:56:00","24.23","-33.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-03T23:56:00","29.41","-32.11",,,"1","4","2","5",,,,"11",,,,,,,,"10210",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"4100604","2015-09-03T23:56:00","29.57","-38.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100502","2015-09-03T23:57:00","29.04","-31.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300869","2015-09-04T00:00:00","23.11","-38.71",,,"1","3","2","5",,,,"11",,,,,,,,"10162","2","6","0",,,,,,,"277",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-04T00:00:00","27.07","-39.51",,,"1","3","2","5",,,,"11",,,,,,,,"10197","2","16","0",,,,,,,"284",,,,,,,,,,,,"246","79","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-04T00:00:00","20.01","-37.85",,,"1","4","2","5",,,,"11","0","340","4","46",,,,"10147",,,"0","274",,,"1","249",,,,,,,,,,,,,,"246","7","794","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,,
"1300909","2015-09-04T00:01:00","24.23","-33.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-04T00:02:00","22.72","-35.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-04T00:02:00","29.57","-38.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100139","2015-09-04T00:49:00","20.01","-37.85",,,"1","4","2","5",,,,"11","5","275",,"42",,,,"10138",,,"8","272",,,,,,,,,,,,,,,,,,"246","7","798","172","6","0",,"1","F13111","11AAA11AAAAAAA",,,,
"4100604","2015-09-04T00:49:00","29.57","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-04T00:50:00","25.24","-32.81",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","5","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-04T00:52:00","22.66","-40.00",,,"1","4","2","5",,,,"11",,,,,,,,"10163",,"3","8",,,,,,"9","279",,,,,,,,,,,,"245","20","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAA7","4",,,
"1300628","2015-09-04T00:52:00","22.73","-35.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","271",,,,,,,,,,,,"246","25","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300909","2015-09-04T00:52:00","24.23","-33.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-04T00:53:00","29.57","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-04T00:54:00","22.72","-35.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","272",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-04T00:55:00","29.57","-38.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300519","2015-09-04T01:00:00","22.66","-40.00",,,"1","3","2","5",,,,"11",,,,,,,,"10163","2","3","0",,,,,,,"279",,,,,,,,,,,,"245","20","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-04T01:00:00","27.29","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10199",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300869","2015-09-04T01:00:00","23.11","-38.71",,,"1","3","2","5",,,,"11",,,,,,,,"10158","7","3","0",,,,,,,"276",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-04T01:00:00","27.06","-39.51",,,"1","3","2","5",,,,"11",,,,,,,,"10193","2","4","0",,,,,,,"284",,,,,,,,,,,,"246","79","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100502","2015-09-04T01:00:00","29.04","-31.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-04T01:00:00","29.41","-32.11",,,"1","4","2","5",,,,"11",,,,,,,,"10210",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"2100942","2015-09-04T01:36:00","27.07","-39.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-04T01:41:00","29.57","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300871","2015-09-04T01:50:00","25.24","-32.81",,,"1","3","2","5",,,,"11",,,,,,,,"10190","7","4","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300519","2015-09-04T02:00:00","22.66","-40.00",,,"1","3","2","5",,,,"11",,,,,,,,"10160","7","5","0",,,,,,,"278",,,,,,,,,,,,"245","20","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-04T02:00:00","27.29","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10195",,,"8",,,,,,"9","274",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300869","2015-09-04T02:00:00","23.11","-38.71",,,"1","3","2","5",,,,"11",,,,,,,,"10153","7","10","0",,,,,,,"276",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-04T02:00:00","27.07","-39.51",,,"1","3","2","5",,,,"11",,,,,,,,"10188","7","9","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100502","2015-09-04T02:00:00","29.04","-31.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","268",,,,,,,,,,,,"246","91","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-04T02:00:00","29.41","-32.11",,,"1","4","2","5",,,,"11",,,,,,,,"10205",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300871","2015-09-04T02:50:00","25.25","-32.81",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","12","0",,,,,,,"270",,,,,,,,,,,,"246","52","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"1300569","2015-09-04T03:00:00","27.27","-32.86",,,"1","4","2","5",,,,"11",,,,,,,,"10190",,,"8",,,,,,"9","274",,,,,,,,,,,,"246","72","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300869","2015-09-04T03:00:00","23.11","-38.70",,,"1","3","2","5",,,,"11",,,,,,,,"10150","7","12","0",,,,,,,"275",,,,,,,,,,,,"246","38","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"2100942","2015-09-04T03:00:00","27.07","-39.51",,,"1","3","2","5",,,,"11",,,,,,,,"10185","7","12","0",,,,,,,"283",,,,,,,,,,,,"246","79","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,
"4100139","2015-09-04T03:00:00","20.01","-37.86",,,"1","4","2","5",,,,"11","0","270","4","41",,,,"10138",,,"0","272",,,"1","247",,,,,,,,,,,,,,"246","7","794","103","6","1","2","1","F13111","11AAA11A1AAAAA",,,,
"4100502","2015-09-04T03:00:00","29.04","-31.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","267",,,,,,,,,,,,"246","91","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100564","2015-09-04T03:00:00","29.41","-32.11",,,"1","4","2","5",,,,"11",,,,,,,,"10200",,,"8",,,,,,"9","275",,,,,,,,,,,,"246","92","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,
"1300909","2015-09-04T03:16:00","24.26","-33.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","269",,,,,,,,,,,,"246","43","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"4100604","2015-09-04T03:18:00","29.57","-38.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"246","98","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
"1300628","2015-09-04T03:19:00","22.73","-35.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,,"9","271",,,,,,,,,,,,"246","25","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,
