"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"2100892","2015-09-05T15:00:00","28.03","-138.48",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"236","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T15:00:00","22.49","-131.70",,,"1","4","2","5",,,"11",,,,,,,,"10149",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T15:00:00","27.81","-136.23",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T15:23:00","22.50","-131.69",,,"1","4","2","5",,,"11",,,,,,,,"10162",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5100628","2015-09-05T15:24:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T15:28:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T15:31:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"236","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600560","2015-09-05T15:31:00","27.81","-136.24",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T15:31:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T15:35:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T15:41:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T16:00:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T16:00:00","22.50","-131.69",,,"1","4","2","5",,,"11",,,,,,,,"10155",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T16:00:00","27.81","-136.24",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T16:28:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T16:32:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T17:00:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T17:00:00","22.50","-131.69",,,"1","4","2","5",,,"11",,,,,,,,"10160",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T17:00:00","27.81","-136.24",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T18:00:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T18:00:00","22.50","-131.69",,,"1","4","2","5",,,"11",,,,,,,,"10162",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T18:00:00","27.81","-136.24",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T18:04:00","21.51","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T18:45:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T18:45:00","22.51","-131.68",,,"1","4","2","5",,,"11",,,,,,,,"10164",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5100628","2015-09-05T18:45:00","21.51","-138.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T18:48:00","21.51","-138.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T18:49:00","21.51","-138.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T19:00:00","28.03","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T19:00:00","22.51","-131.68",,,"1","4","2","5",,,"11",,,,,,,,"10164",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T19:00:00","27.79","-136.23",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T19:40:00","28.02","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T19:48:00","21.51","-138.63",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T19:49:00","21.51","-138.63",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T20:00:00","28.02","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T20:00:00","22.51","-131.68",,,"1","4","2","5",,,"11",,,,,,,,"10160",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T20:00:00","27.79","-136.23",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T20:27:00","21.52","-138.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T20:31:00","21.52","-138.65",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T21:00:00","28.02","-138.49",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T21:00:00","22.51","-131.68",,,"1","4","2","5",,,"11",,,,,,,,"10155",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T21:00:00","27.79","-136.23",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T22:00:00","28.02","-138.53",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T22:00:00","22.51","-131.68",,,"1","4","2","5",,,"11",,,,,,,,"10152",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T22:00:00","27.77","-136.25",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T22:55:00","22.54","-131.65",,,"1","4","2","5",,,"11",,,,,,,,"10149",,,"8",,,,,"9","268",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T22:56:00","27.77","-136.25",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T22:56:00","21.55","-138.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T22:57:00","28.02","-138.53",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T22:59:00","21.55","-138.68",,,"1","3","2","5",,,"11",,,,,,,,,,,"0",,,,,,"272",,,,,,,,,,,,"236","18","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-05T23:00:00","28.02","-138.53",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-05T23:00:00","22.54","-131.65",,,"1","4","2","5",,,"11",,,,,,,,"10149",,,"8",,,,,"9","268",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-05T23:00:00","27.77","-136.25",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-05T23:01:00","21.55","-138.67",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T00:00:00","28.02","-138.53",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T00:00:00","22.54","-131.65",,,"1","4","2","5",,,"11",,,,,,,,"10144",,,"8",,,,,"9","268",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T00:00:00","27.77","-136.25",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T00:41:00","21.55","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T01:00:00","28.02","-138.55",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T01:00:00","22.55","-131.66",,,"1","4","2","5",,,"11",,,,,,,,"10145",,,"8",,,,,"9","268",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T01:00:00","27.75","-136.27",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600560","2015-09-06T01:12:00","27.75","-136.27",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T01:13:00","28.02","-138.55",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T01:13:00","22.55","-131.66",,,"1","4","2","5",,,"11",,,,,,,,"10145",,,"8",,,,,"9","268",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5100628","2015-09-06T01:14:00","21.57","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T01:16:00","21.55","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T02:00:00","28.02","-138.55",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T02:00:00","22.55","-131.66",,,"1","4","2","5",,,"11",,,,,,,,"10144",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T02:00:00","27.75","-136.27",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:04:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:11:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:13:00","21.57","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:17:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:44:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:45:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T02:51:00","22.56","-131.64",,,"1","4","2","5",,,"11",,,,,,,,"10147",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","0",,"2","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T02:51:00","27.74","-136.28",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T02:53:00","28.03","-138.56",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T02:57:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T03:00:00","28.03","-138.56",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T03:00:00","22.56","-131.64",,,"1","4","2","5",,,"11",,,,,,,,"10147",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","1","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T03:00:00","27.74","-136.28",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T03:43:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T03:46:00","28.04","-138.57",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600560","2015-09-06T03:46:00","27.74","-136.29",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T03:46:00","21.59","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T03:48:00","22.57","-131.62",,,"1","4","2","5",,,"11",,,,,,,,"10160",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","1","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"5100628","2015-09-06T03:49:00","21.58","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T03:57:00","21.59","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T04:00:00","28.04","-138.57",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T04:00:00","22.57","-131.62",,,"1","4","2","5",,,"11",,,,,,,,"10152",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","1","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T04:00:00","27.74","-136.29",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T05:00:00","28.04","-138.57",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T05:00:00","22.57","-131.62",,,"1","4","2","5",,,"11",,,,,,,,"10157",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","1","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T05:00:00","27.72","-136.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T05:16:00","21.61","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T05:18:00","21.61","-138.69",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600560","2015-09-06T05:58:00","27.72","-136.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","250",,,,,,,,,,,,"236","76","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T05:58:00","21.61","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T05:59:00","22.57","-131.62",,,"1","4","2","5",,,"11",,,,,,,,"10159",,,"8",,,,,"9","266",,,,,,,,,,,,"236","21","798","172","7","1","2","1","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"2100892","2015-09-06T06:00:00","28.04","-138.57",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"236","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300508","2015-09-06T06:00:00","22.57","-131.62",,,"1","4","2","5",,,"11",,,,,,,,"10160",,,"8",,,,,"9","267",,,,,,,,,,,,"236","21","798","172","7","1","2","1","3FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4600560","2015-09-06T06:00:00","27.74","-136.29",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T06:01:00","21.61","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T06:04:00","21.61","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2015-09-06T06:54:00","21.61","-138.68",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","272",,,,,,,,,,,,"236","18","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600560","2015-09-06T06:55:00","27.72","-136.31",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","249",,,,,,,,,,,,"236","76","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"2100892","2015-09-06T06:56:00","28.06","-138.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,"9","252",,,,,,,,,,,,"236","88","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
