"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"4400624","2015-09-01T11:00:00","25.64","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","14","0",,,,,,,"260",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T11:00:00","29.74","-23.38",,,"1","3","2","5",,,,"11",,,,,,,,"10218","2","15","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T11:00:00","25.72","-27.83",,,"1","3","2","5",,,,"11",,,,,,,,"10196","2","16","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T11:43:00","20.46","-23.10",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,
"1300872","2015-09-01T11:50:00","25.49","-27.15",,,"1","3","2","5",,,,"11",,,,,,,,"10200","2","5","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T12:00:00","20.46","-23.10",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,
"4400613","2015-09-01T12:00:00","28.08","-29.24",,,"1","3","2","5",,,,"11",,,,,,,,"10200","2","12","0",,,,,,,"266",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T12:00:00","25.65","-27.24",,,"1","3","2","5",,,,"11",,,,,,,,"10193","2","5","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T12:00:00","29.74","-23.39",,,"1","3","2","5",,,,"11",,,,,,,,"10217","2","11","0",,,,,,,"265",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T12:00:00","25.72","-27.87",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","7","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T12:50:00","25.49","-27.15",,,"1","3","2","5",,,,"11",,,,,,,,"10199","4","0","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-01T13:00:00","28.08","-29.24",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","5","0",,,,,,,"267",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T13:00:00","25.65","-27.24",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","1","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T13:00:00","29.73","-23.40",,,"1","3","2","5",,,,"11",,,,,,,,"10214","4","0","0",,,,,,,"267",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T13:00:00","25.72","-27.87",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","1","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T13:50:00","25.50","-27.17",,,"1","3","2","5",,,,"11",,,,,,,,"10194","7","8","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-01T14:00:00","28.08","-29.24",,,"1","3","2","5",,,,"11",,,,,,,,"10195","7","1","0",,,,,,,"269",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T14:00:00","25.65","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10185","7","10","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T14:00:00","29.74","-23.41",,,"1","3","2","5",,,,"11",,,,,,,,"10210","7","8","0",,,,,,,"267",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T14:00:00","25.72","-27.87",,,"1","3","2","5",,,,"11",,,,,,,,"10187","7","9","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T14:50:00","25.50","-27.18",,,"1","3","2","5",,,,"11",,,,,,,,"10189","7","10","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T15:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","100","4","67",,,,,,,"0","258",,,"1","249",,"258",,,,,,,,,,,,"247","3","794","103","6","1","2","2","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400613","2015-09-01T15:00:00","28.10","-29.25",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","7","0",,,,,,,"271",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T15:00:00","25.66","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10181","7","12","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T15:00:00","29.74","-23.43",,,"1","3","2","5",,,,"11",,,,,,,,"10206","7","11","0",,,,,,,"269",,,,,,,,,,,,"247","93","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T15:00:00","25.74","-27.90",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","11","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T15:09:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","102",,"66",,,,,,,"8","258",,,,,"9","258",,,,,,,,,,,,"247","3","798","172","6","0",,"2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-01T15:50:00","25.50","-27.18",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","13","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T16:00:00","20.46","-23.11",,,"1","4","2","5",,,,"11","0","90","4","67",,,,,,,"0","259",,,"1","250",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-01T16:00:00","28.10","-29.25",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","7","0",,,,,,,"271",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T16:00:00","25.66","-27.26",,,"1","3","2","5",,,,"11",,,,,,,,"10178","7","13","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T16:00:00","29.75","-23.44",,,"1","3","2","5",,,,"11",,,,,,,,"10204","7","10","0",,,,,,,"269",,,,,,,,,,,,"247","93","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T16:00:00","25.74","-27.90",,,"1","3","2","5",,,,"11",,,,,,,,"10180","7","12","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T16:50:00","20.46","-23.11",,,"1","4","2","5",,,,"11","5","87",,"69",,,,,,,"8","259",,,,,,,,,,,,,,,,,,"247","3","798","172","6","1","2","2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-01T16:50:00","25.50","-27.18",,,"1","3","2","5",,,,"11",,,,,,,,"10182","7","11","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T17:00:00","20.46","-23.11",,,"1","4","2","5",,,,"11","0","90","4","67",,,,,,,"0","259",,,"1","252",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400613","2015-09-01T17:00:00","28.10","-29.25",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","9","0",,,,,,,"271",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T17:00:00","25.66","-27.28",,,"1","3","2","5",,,,"11",,,,,,,,"10176","7","9","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T17:00:00","29.76","-23.45",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","11","0",,,,,,,"269",,,,,,,,,,,,"247","93","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T17:00:00","25.74","-27.90",,,"1","3","2","5",,,,"11",,,,,,,,"10177","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T17:33:00","20.45","-23.10",,,"1","5","2","5",,,,"11","5","87",,"64",,,,,,,"8","257",,,,,"9","258",,,,,,,,,,,,"247","3","798","172","6","1","2","2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-01T17:50:00","25.50","-27.18",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","6","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-01T18:00:00","28.10","-29.25",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","10","0",,,,,,,"271",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T18:00:00","25.67","-27.29",,,"1","3","2","5",,,,"11",,,,,,,,"10174","7","7","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T18:00:00","29.77","-23.46",,,"1","3","2","5",,,,"11",,,,,,,,"10200","7","6","0",,,,,,,"268",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T18:00:00","25.75","-27.92",,,"1","3","2","5",,,,"11",,,,,,,,"10176","7","8","0",,,,,,,"264",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T18:50:00","25.52","-27.20",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","3","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-01T19:00:00","28.10","-29.25",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","7","0",,,,,,,"270",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T19:00:00","25.67","-27.30",,,"1","3","2","5",,,,"11",,,,,,,,"10174","7","4","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T19:00:00","29.78","-23.47",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","5","0",,,,,,,"267",,,,,,,,,,,,"247","93","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T19:00:00","25.75","-27.92",,,"1","3","2","5",,,,"11",,,,,,,,"10174","7","6","0",,,,,,,"263",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T19:50:00","25.53","-27.21",,,"1","3","2","5",,,,"11",,,,,,,,"10186","2","3","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T20:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","90","4","62",,,,,,,"0","257",,,"1","245",,"258",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400613","2015-09-01T20:00:00","28.10","-29.25",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","3","0",,,,,,,"269",,,,,,,,,,,,"247","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T20:00:00","25.68","-27.31",,,"1","3","2","5",,,,"11",,,,,,,,"10178","2","2","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T20:00:00","29.79","-23.47",,,"1","3","2","5",,,,"11",,,,,,,,"10199","4","0","0",,,,,,,"266",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T20:00:00","25.75","-27.92",,,"1","3","2","5",,,,"11",,,,,,,,"10176","7","1","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T20:50:00","25.53","-27.21",,,"1","3","2","5",,,,"11",,,,,,,,"10188","2","4","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T21:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","80","4","67",,,,,,,"0","256",,,"1","245",,"258",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400613","2015-09-01T21:00:00","28.10","-29.27",,,"1","3","2","5",,,,"11",,,,,,,,"10187","2","4","0",,,,,,,"268",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T21:00:00","25.68","-27.32",,,"1","3","2","5",,,,"11",,,,,,,,"10181","2","7","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T21:00:00","29.79","-23.47",,,"1","3","2","5",,,,"11",,,,,,,,"10205","2","5","0",,,,,,,"265",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T21:00:00","25.74","-27.95",,,"1","3","2","5",,,,"11",,,,,,,,"10179","2","3","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T21:50:00","25.53","-27.21",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","12","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T22:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","70","4","62",,,,,,,"0","255",,,"1","246",,"258",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400613","2015-09-01T22:00:00","28.10","-29.27",,,"1","3","2","5",,,,"11",,,,,,,,"10193","2","9","0",,,,,,,"268",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T22:00:00","25.69","-27.33",,,"1","3","2","5",,,,"11",,,,,,,,"10185","2","11","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T22:00:00","29.80","-23.47",,,"1","3","2","5",,,,"11",,,,,,,,"10212","2","13","0",,,,,,,"263",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T22:00:00","25.74","-27.95",,,"1","3","2","5",,,,"11",,,,,,,,"10185","2","11","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T22:10:00","20.45","-23.10",,,"1","5","2","5",,,,"11","5","74",,"60",,,,,,,"8","256",,,,,"9","258",,,,,,,,,,,,"247","3","798","172","6","0",,"1","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-01T22:50:00","25.53","-27.21",,,"1","3","2","5",,,,"11",,,,,,,,"10195","2","10","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-01T22:55:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","75",,"48",,,,,,,"8","253",,,,,"9","258",,,,,,,,,,,,"247","3","798","172","6","0",,"1","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"4400613","2015-09-01T23:00:00","28.10","-29.27",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","15","0",,,,,,,"267",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-01T23:00:00","25.70","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10187","2","9","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-01T23:00:00","29.81","-23.48",,,"1","3","2","5",,,,"11",,,,,,,,"10215","2","16","0",,,,,,,"262",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-01T23:00:00","25.74","-27.95",,,"1","3","2","5",,,,"11",,,,,,,,"10188","2","12","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-01T23:50:00","25.53","-27.21",,,"1","3","2","5",,,,"11",,,,,,,,"10194","2","6","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-02T00:00:00","28.11","-29.28",,,"1","3","2","5",,,,"11",,,,,,,,"10199","2","12","0",,,,,,,"267",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-02T00:00:00","25.71","-27.35",,,"1","3","2","5",,,,"11",,,,,,,,"10186","2","5","0",,,,,,,"260",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-02T00:00:00","29.82","-23.47",,,"1","3","2","5",,,,"11",,,,,,,,"10214","2","9","0",,,,,,,"262",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-02T00:00:00","25.76","-27.99",,,"1","3","2","5",,,,"11",,,,,,,,"10187","2","8","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"D5FI9","2015-09-02T00:00:00","25.70","-21.10",,,"1","4","0","0","5","4",,"1","0","60","4","67","98","2","0","10198","2","1","0","241",,,,"208","1","270","1",,"1","4","0","0","5","1",,,,"247","51","992","114","5","1","2","1","311111","1111111A1111A1",,"1","0",,,,"4",,
"1300872","2015-09-02T00:50:00","25.58","-27.22",,,"1","3","2","5",,,,"11",,,,,,,,"10193","7","2","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-02T01:00:00","28.11","-29.28",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","5","0",,,,,,,"267",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-02T01:00:00","25.73","-27.35",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","1","0",,,,,,,"260",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-02T01:00:00","29.82","-23.47",,,"1","3","2","5",,,,"11",,,,,,,,"10213","2","1","0",,,,,,,"264",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-02T01:00:00","25.76","-27.99",,,"1","3","2","5",,,,"11",,,,,,,,"10185","4","0","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-02T01:50:00","25.58","-27.22",,,"1","3","2","5",,,,"11",,,,,,,,"10192","7","3","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-02T02:00:00","28.11","-29.28",,,"1","3","2","5",,,,"11",,,,,,,,"10194","7","4","0",,,,,,,"267",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-02T02:00:00","25.74","-27.34",,,"1","3","2","5",,,,"11",,,,,,,,"10182","7","5","0",,,,,,,"260",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-02T02:00:00","29.83","-23.46",,,"1","3","2","5",,,,"11",,,,,,,,"10207","7","8","0",,,,,,,"262",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-02T02:00:00","25.76","-27.99",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","5","0",,,,,,,"262",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-02T02:50:00","25.60","-27.21",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","8","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-02T03:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","80","4","46",,,,,,,"0","253",,,"1","242",,"258",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400613","2015-09-02T03:00:00","28.12","-29.29",,,"1","3","2","5",,,,"11",,,,,,,,"10188","7","11","0",,,,,,,"267",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-02T03:00:00","25.75","-27.33",,,"1","3","2","5",,,,"11",,,,,,,,"10178","7","8","0",,,,,,,"260",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-02T03:00:00","29.83","-23.45",,,"1","3","2","5",,,,"11",,,,,,,,"10204","7","10","0",,,,,,,"262",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-02T03:00:00","25.77","-28.01",,,"1","3","2","5",,,,"11",,,,,,,,"10180","7","7","0",,,,,,,"261",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-02T03:50:00","25.61","-27.20",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","10","0",,,,,,,"261",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400613","2015-09-02T04:00:00","28.12","-29.29",,,"1","3","2","5",,,,"11",,,,,,,,"10186","7","12","0",,,,,,,"266",,,,,,,,,,,,"247","89","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-02T04:00:00","25.76","-27.32",,,"1","3","2","5",,,,"11",,,,,,,,"10175","7","9","0",,,,,,,"260",,,,,,,,,,,,"247","57","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-02T04:00:00","29.83","-23.44",,,"1","3","2","5",,,,"11",,,,,,,,"10199","7","14","0",,,,,,,"262",,,,,,,,,,,,"247","93","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"6200681","2015-09-02T04:00:00","25.77","-28.01",,,"1","3","2","5",,,,"11",,,,,,,,"10176","7","9","0",,,,,,,"261",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
