"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"6200695","2015-09-14T16:00:00","26.25","-43.54",,,"1","3","2","5",,,,"11",,,,,,,,"10222","7","9","0",,,,,,"294",,,,,,,,,,,,"245","63","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"BATFR18","2015-09-14T16:00:00","20.30","-40.60",,,"1","4","0","0","5","3",,"1","0","60","4","67",,,,"10192","8","17","0","272",,,"225",,,,,,"A",,,,,,,,"245","0","992","114","5","1","2","2","F11111","11AAA11A1A8AA1",,,"6",,,,,,,,,,,,"4"
"1300625","2015-09-14T16:01:00","22.55","-43.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","23","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T16:02:00","25.68","-47.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T16:02:00","22.48","-49.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T16:02:00","29.66","-42.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","92","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T16:02:00","27.39","-46.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T16:02:00","27.26","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","73","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T16:02:00","26.68","-42.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","62","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-14T16:03:00","22.41","-40.04",,,"1","4","2","5",,,,"11",,,,,,,,"10198",,,"8",,,,,"9","281",,,,,,,,,,,,"245","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T16:03:00","29.66","-42.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T16:03:00","27.27","-43.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-14T16:03:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T16:04:00","22.56","-43.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","23","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T16:05:00","25.68","-47.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","57","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T16:09:00","26.35","-49.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T16:11:00","26.35","-49.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T16:11:00","27.27","-43.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400896","2015-09-14T16:11:00","29.27","-46.73",,,"1","4","2","5",,,,"11",,,,,,,,"10224",,,"8",,,,,"9","287",,,,,,,,,,,,"245","96","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T16:12:00","26.35","-49.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T16:13:00","25.68","-47.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T16:13:00","22.48","-49.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T16:13:00","29.66","-42.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T16:13:00","22.55","-43.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","23","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T16:14:00","27.40","-46.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T16:15:00","29.66","-42.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-14T17:00:00","22.42","-40.03",,,"1","3","2","5",,,,"11",,,,,,,,"10187","7","16","0",,,,,,"283",,,,,,,,,,,,"245","20","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"1300660","2015-09-14T17:00:00","27.69","-44.45",,,"1","3","2","5",,,,"11",,,,,,,,"10223","2","9","0",,,,,,"296",,,,,,,,,,,,"245","74","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4100635","2015-09-14T17:00:00","22.64","-42.14",,,"1","3","2","5",,,,"11",,,,,,,,"10198","7","14","0",,,,,,"286",,,,,,,,,,,,"245","22","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400546","2015-09-14T17:00:00","25.90","-45.17",,,"1","3","2","5",,,,"11",,,,,,,,"10211","7","13","0",,,,,,"292",,,,,,,,,,,,"245","55","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400868","2015-09-14T17:00:00","29.54","-42.04",,,"1","3","2","5",,,,"11",,,,,,,,"10234","7","10","0",,,,,,"289",,,,,,,,,,,,"245","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400891","2015-09-14T17:00:00","25.68","-46.33",,,"1","3","2","5",,,,"11",,,,,,,,"10208","7","15","0",,,,,,"293",,,,,,,,,,,,"245","56","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400896","2015-09-14T17:00:00","29.27","-46.74",,,"1","3","2","5",,,,"11",,,,,,,,"10220","7","9","0",,,,,,"290",,,,,,,,,,,,"245","96","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200516","2015-09-14T17:00:00","21.90","-40.99",,,"1","3","2","5",,,,"11",,,,,,,,"10191","7","14","0",,,,,,"282",,,,,,,,,,,,"245","10","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200695","2015-09-14T17:00:00","26.25","-43.54",,,"1","3","2","5",,,,"11",,,,,,,,"10217","7","14","0",,,,,,"294",,,,,,,,,,,,"245","63","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"BATFR18","2015-09-14T17:00:00","20.10","-40.80",,,"1","4","0","0","5","3",,"1","0","50","4","93",,,,"10188","6","19","0","277",,,"235",,,,,,"A",,,,,,,,"245","0","992","114","5","1","2","2","F11111","11AAA11A1A8AA1",,,"6",,,,,,,,,,,,"4"
"4400843","2015-09-14T17:30:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T17:30:00","26.69","-42.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","62","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-14T17:45:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T17:45:00","26.68","-42.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","62","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-14T17:47:00","22.42","-40.03",,,"1","4","2","5",,,,"11",,,,,,,,"10187",,,"8",,,,,"9","283",,,,,,,,,,,,"245","20","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T17:47:00","22.50","-49.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T17:47:00","27.26","-43.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","73","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-14T17:47:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T17:48:00","26.36","-49.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T17:48:00","25.65","-47.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T17:48:00","27.40","-46.84",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","76","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T17:48:00","22.55","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","23","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T17:48:00","26.69","-42.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","62","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400896","2015-09-14T17:48:00","29.27","-46.73",,,"1","4","2","5",,,,"11",,,,,,,,"10218",,,"8",,,,,"9","292",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T17:49:00","22.49","-49.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T17:49:00","27.26","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T17:50:00","26.35","-49.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T17:50:00","25.68","-47.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T17:50:00","29.66","-42.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T17:50:00","27.39","-46.83",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T17:50:00","22.56","-43.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","23","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T17:53:00","22.55","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","23","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T17:54:00","26.36","-49.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T17:54:00","25.65","-47.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T17:54:00","29.65","-42.15",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T17:54:00","27.26","-43.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T17:55:00","22.51","-49.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T17:55:00","27.40","-46.84",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","76","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-14T18:00:00","22.42","-40.03",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","14","0",,,,,,"283",,,,,,,,,,,,"245","20","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"1300660","2015-09-14T18:00:00","27.68","-44.45",,,"1","3","2","5",,,,"11",,,,,,,,"10214","7","17","0",,,,,,"295",,,,,,,,,,,,"245","74","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4100635","2015-09-14T18:00:00","22.63","-42.14",,,"1","3","2","5",,,,"11",,,,,,,,"10196","7","11","0",,,,,,"286",,,,,,,,,,,,"245","22","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400546","2015-09-14T18:00:00","25.90","-45.18",,,"1","3","2","5",,,,"11",,,,,,,,"10208","7","13","0",,,,,,"293",,,,,,,,,,,,"245","55","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400868","2015-09-14T18:00:00","29.54","-42.08",,,"1","3","2","5",,,,"11",,,,,,,,"10230","7","15","0",,,,,,"288",,,,,,,,,,,,"245","92","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400891","2015-09-14T18:00:00","25.69","-46.33",,,"1","3","2","5",,,,"11",,,,,,,,"10207","7","12","0",,,,,,"293",,,,,,,,,,,,"245","56","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400896","2015-09-14T18:00:00","29.27","-46.73",,,"1","3","2","5",,,,"11",,,,,,,,"10218","7","10","0",,,,,,"292",,,,,,,,,,,,"245","96","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200516","2015-09-14T18:00:00","21.89","-41.00",,,"1","3","2","5",,,,"11",,,,,,,,"10187","7","13","0",,,,,,"282",,,,,,,,,,,,"245","11","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200695","2015-09-14T18:00:00","26.26","-43.55",,,"1","3","2","5",,,,"11",,,,,,,,"10213","7","13","0",,,,,,"294",,,,,,,,,,,,"245","63","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400843","2015-09-14T18:15:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T18:15:00","26.69","-42.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T18:19:00","22.55","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"245","23","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T18:20:00","29.65","-42.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","92","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T18:20:00","26.69","-42.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T18:21:00","26.36","-49.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T18:21:00","22.50","-49.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T18:21:00","29.65","-42.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T18:21:00","27.41","-46.84",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","76","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T18:21:00","27.26","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-14T18:21:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T18:23:00","22.55","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"245","23","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T18:24:00","27.26","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T18:25:00","25.65","-47.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T18:25:00","27.40","-46.84",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","76","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-14T18:45:00","29.62","-46.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T18:45:00","26.69","-42.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-14T18:47:00","29.64","-42.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","92","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-14T18:47:00","22.55","-43.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"245","23","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T18:51:00","26.36","-49.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-14T18:51:00","26.70","-42.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-14T18:52:00","27.41","-46.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","76","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-14T18:52:00","27.26","-43.43",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245","73","798","172","7","0",,"2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,
"4400896","2015-09-14T18:53:00","29.27","-46.73",,,"1","4","2","5",,,,"11",,,,,,,,"10216",,,"8",,,,,"9","292",,,,,,,,,,,,"245","96","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-14T18:54:00","26.36","-49.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-14T18:54:00","25.65","-47.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","57","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-14T18:54:00","22.50","-49.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"245","29","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
