"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1300660","2015-09-09T15:00:00","27.75","-44.18",,,"1","3","2","5",,,,"11",,,,,,,,"10180","7","255","0",,,,,,"287",,,,,,,,,,,,"245","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA5","4",,,,,,,,,,,,,,
"4100635","2015-09-09T15:00:00","22.57","-41.87",,,"1","3","2","5",,,,"11",,,,,,,,"10177","7","6","0",,,,,,"284",,,,,,,,,,,,"245","21","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400546","2015-09-09T15:00:00","26.10","-45.13",,,"1","3","2","5",,,,"11",,,,,,,,"10181","4","0","0",,,,,,"285",,,,,,,,,,,,"245","65","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400868","2015-09-09T15:00:00","28.96","-40.97",,,"1","3","2","5",,,,"11",,,,,,,,"10198","2","8","0",,,,,,"281",,,,,,,,,,,,"245","80","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400891","2015-09-09T15:00:00","25.44","-45.84",,,"1","3","2","5",,,,"11",,,,,,,,"10179","7","2","0",,,,,,"294",,,,,,,,,,,,"245","55","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400896","2015-09-09T15:00:00","29.92","-45.98",,,"1","3","2","5",,,,"11",,,,,,,,"10177","7","7","0",,,,,,"277",,,,,,,,,,,,"245","95","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200516","2015-09-09T15:00:00","21.84","-40.87",,,"1","3","2","5",,,,"11",,,,,,,,"10172","7","9","0",,,,,,"282",,,,,,,,,,,,"245","10","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200695","2015-09-09T15:00:00","26.32","-43.86",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","3","0",,,,,,"289",,,,,,,,,,,,"245","63","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"PHAM","2015-09-09T15:00:00","25.10","-44.90",,,"1","4","0","0","6","3","1","1","0",,"3",,"98","1","2","10183","8","5","0","290","0","245","228",,,"0","0","0","9","0","0","2","1",,,,"245","54","992","114","5","1","2","2","F1FF11","111111111A11A1",,,"1","2",,,,,,,,,,,"4"
"4400843","2015-09-09T15:15:00","29.96","-45.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,"245","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-09T15:15:00","26.37","-43.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","63","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-09T15:16:00","22.54","-42.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","22","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-09T15:22:00","26.37","-43.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","63","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T15:23:00","29.07","-45.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-09T15:23:00","29.12","-41.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"245","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-09T15:24:00","26.06","-49.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","69","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-09T15:24:00","27.00","-47.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","77","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-09T15:24:00","27.61","-43.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","73","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-09T15:25:00","25.88","-47.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"245","57","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300618","2015-09-09T15:25:00","27.55","-49.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-09T15:25:00","22.54","-42.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","22","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-09T15:25:00","29.96","-45.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,"245","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-09T15:27:00","27.61","-43.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T15:28:00","29.07","-45.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-09T15:28:00","25.88","-47.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-09T15:28:00","27.00","-47.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","77","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-09T15:29:00","29.12","-41.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"245","91","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300618","2015-09-09T15:29:00","27.55","-49.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","79","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300515","2015-09-09T16:00:00","25.10","-49.58",,,"1","4","2","5",,,,"11",,,,,,,,"10174",,,"8",,,,,"9","303",,,,,,,,,,,,"245","59","798","172","7","1","2","2","5FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-09T16:00:00","22.47","-40.12",,,"1","3","2","5",,,,"11",,,,,,,,"10167","7","12","0",,,,,,"283",,,,,,,,,,,,"245","20","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"1300660","2015-09-09T16:00:00","27.75","-44.18",,,"1","3","2","5",,,,"11",,,,,,,,"10184","7","255","0",,,,,,"288",,,,,,,,,,,,"245","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA5","4",,,,,,,,,,,,,,
"4100635","2015-09-09T16:00:00","22.58","-41.87",,,"1","3","2","5",,,,"11",,,,,,,,"10171","7","11","0",,,,,,"285",,,,,,,,,,,,"245","21","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400546","2015-09-09T16:00:00","26.10","-45.13",,,"1","3","2","5",,,,"11",,,,,,,,"10177","7","4","0",,,,,,"293",,,,,,,,,,,,"245","65","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400868","2015-09-09T16:00:00","28.96","-40.97",,,"1","3","2","5",,,,"11",,,,,,,,"10183","7","9","0",,,,,,"284",,,,,,,,,,,,"245","80","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400891","2015-09-09T16:00:00","25.45","-45.84",,,"1","3","2","5",,,,"11",,,,,,,,"10174","7","8","0",,,,,,"295",,,,,,,,,,,,"245","55","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400896","2015-09-09T16:00:00","29.88","-46.02",,,"1","3","2","5",,,,"11",,,,,,,,"10174","7","8","0",,,,,,"277",,,,,,,,,,,,"245","96","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200516","2015-09-09T16:00:00","21.84","-40.87",,,"1","3","2","5",,,,"11",,,,,,,,"10167","7","13","0",,,,,,"282",,,,,,,,,,,,"245","10","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200695","2015-09-09T16:00:00","26.32","-43.86",,,"1","3","2","5",,,,"11",,,,,,,,"10180","7","8","0",,,,,,"289",,,,,,,,,,,,"245","63","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400843","2015-09-09T16:45:00","29.96","-45.65",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"278",,,,,,,,,,,,"245","95","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-09T16:45:00","26.37","-43.14",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"293",,,,,,,,,,,,"245","63","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300515","2015-09-09T17:00:00","25.10","-49.58",,,"1","4","2","5",,,,"11",,,,,,,,"10169",,,"8",,,,,"9","307",,,,,,,,,,,,"245","59","798","172","7","1","2","2","5FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-09T17:00:00","22.47","-40.12",,,"1","3","2","5",,,,"11",,,,,,,,"10162","7","15","0",,,,,,"283",,,,,,,,,,,,"245","20","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"1300660","2015-09-09T17:00:00","27.75","-44.18",,,"1","3","2","5",,,,"11",,,,,,,,"10173","7","37","0",,,,,,"288",,,,,,,,,,,,"245","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4100635","2015-09-09T17:00:00","22.58","-41.88",,,"1","3","2","5",,,,"11",,,,,,,,"10168","7","10","0",,,,,,"286",,,,,,,,,,,,"245","21","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400546","2015-09-09T17:00:00","26.10","-45.13",,,"1","3","2","5",,,,"11",,,,,,,,"10171","7","11","0",,,,,,"297",,,,,,,,,,,,"245","65","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400843","2015-09-09T17:00:00","29.96","-45.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,"245","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400868","2015-09-09T17:00:00","28.96","-40.97",,,"1","3","2","5",,,,"11",,,,,,,,"10181","7","8","0",,,,,,"284",,,,,,,,,,,,"245","80","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400891","2015-09-09T17:00:00","25.45","-45.84",,,"1","3","2","5",,,,"11",,,,,,,,"10169","7","8","0",,,,,,"296",,,,,,,,,,,,"245","55","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400893","2015-09-09T17:00:00","26.37","-43.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","63","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400896","2015-09-09T17:00:00","29.88","-46.02",,,"1","3","2","5",,,,"11",,,,,,,,"10172","7","7","0",,,,,,"277",,,,,,,,,,,,"245","96","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200516","2015-09-09T17:00:00","21.84","-40.87",,,"1","3","2","5",,,,"11",,,,,,,,"10162","7","15","0",,,,,,"283",,,,,,,,,,,,"245","10","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200695","2015-09-09T17:00:00","26.32","-43.86",,,"1","3","2","5",,,,"11",,,,,,,,"10176","7","11","0",,,,,,"293",,,,,,,,,,,,"245","63","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"1300515","2015-09-09T17:03:00","25.10","-49.58",,,"1","4","2","5",,,,"11",,,,,,,,"10174",,,"8",,,,,"9","303",,,,,,,,,,,,"245","59","798","172","7","1","2","2","5FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-09T17:04:00","22.47","-40.11",,,"1","4","2","5",,,,"11",,,,,,,,"10161",,,"8",,,,,"9","283",,,,,,,,,,,,"245","20","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"4400893","2015-09-09T17:04:00","26.37","-43.14",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"245","63","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-09T17:05:00","29.12","-41.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","91","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-09T17:05:00","22.53","-42.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"245","22","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-09T17:05:00","27.60","-43.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","73","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400843","2015-09-09T17:05:00","29.96","-45.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,"245","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4400896","2015-09-09T17:05:00","29.88","-46.02",,,"1","4","2","5",,,,"11",,,,,,,,"10174",,,"8",,,,,"9","277",,,,,,,,,,,,"245","96","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-09T17:06:00","26.07","-49.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","69","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T17:06:00","29.08","-45.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"245","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300618","2015-09-09T17:06:00","27.54","-49.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"245","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-09T17:06:00","27.01","-47.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"245","77","798","172","7","0",,"2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-09T17:08:00","25.87","-47.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"245","57","798","172","7","1","2","2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-09T17:09:00","26.07","-49.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","69","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-09T17:09:00","22.53","-42.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"245","22","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-09T17:10:00","22.29","-48.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300588","2015-09-09T17:10:00","29.12","-41.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"245","91","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-09T17:10:00","27.60","-43.67",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"291",,,,,,,,,,,,"245","73","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T17:11:00","29.08","-45.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"245","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-09T17:11:00","27.01","-47.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"245","77","798","172","7","1","2","2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300618","2015-09-09T17:12:00","27.54","-49.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","295",,,,,,,,,,,,"245","79","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300515","2015-09-09T18:00:00","25.10","-49.58",,,"1","4","2","5",,,,"11",,,,,,,,"10162",,,"8",,,,,"9","307",,,,,,,,,,,,"245","59","798","172","7","1","2","2","5FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,
"1300519","2015-09-09T18:00:00","22.47","-40.11",,,"1","3","2","5",,,,"11",,,,,,,,"10161","7","10","0",,,,,,"283",,,,,,,,,,,,"245","20","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"1300660","2015-09-09T18:00:00","27.74","-44.18",,,"1","3","2","5",,,,"11",,,,,,,,"10165","7","15","0",,,,,,"289",,,,,,,,,,,,"245","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4100635","2015-09-09T18:00:00","22.58","-41.88",,,"1","3","2","5",,,,"11",,,,,,,,"10164","7","13","0",,,,,,"286",,,,,,,,,,,,"245","21","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400546","2015-09-09T18:00:00","26.09","-45.13",,,"1","3","2","5",,,,"11",,,,,,,,"10166","7","15","0",,,,,,"305",,,,,,,,,,,,"245","65","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400868","2015-09-09T18:00:00","28.96","-41.00",,,"1","3","2","5",,,,"11",,,,,,,,"10173","7","25","0",,,,,,"283",,,,,,,,,,,,"245","81","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400891","2015-09-09T18:00:00","25.45","-45.84",,,"1","3","2","5",,,,"11",,,,,,,,"10165","7","14","0",,,,,,"298",,,,,,,,,,,,"245","55","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"4400896","2015-09-09T18:00:00","29.88","-46.02",,,"1","3","2","5",,,,"11",,,,,,,,"10170","7","7","0",,,,,,"278",,,,,,,,,,,,"245","96","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200516","2015-09-09T18:00:00","21.86","-40.86",,,"1","3","2","5",,,,"11",,,,,,,,"10161","7","12","0",,,,,,"283",,,,,,,,,,,,"245","10","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"6200695","2015-09-09T18:00:00","26.32","-43.84",,,"1","3","2","5",,,,"11",,,,,,,,"10170","7","13","0",,,,,,"293",,,,,,,,,,,,"245","63","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,,,
"C6QK","2015-09-09T18:00:00","29.20","-45.70",,,"1","4","0","0","5","4",,"1","0","50","3","62","98","2","0","10170","4","0","3",,"0","270","250",,,"5","4","2","5","A","A","4","2",,,,"245","95","992","114","5","1","2","2","F71111","111111666A11A1",,,"1","0",,,,,,,,,,,"4"
"1300516","2015-09-09T18:43:00","26.08","-49.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","69","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-09T18:43:00","22.30","-48.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","28","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-09T18:43:00","27.00","-47.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","305",,,,,,,,,,,,"245","77","798","172","7","0",,"2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-09T18:44:00","25.88","-47.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"245","57","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300618","2015-09-09T18:44:00","27.53","-49.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T18:45:00","29.08","-45.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T18:46:00","29.08","-45.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"245","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300625","2015-09-09T18:46:00","22.53","-42.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"245","22","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"4100991","2015-09-09T18:46:00","27.60","-43.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"245","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300516","2015-09-09T18:47:00","26.08","-49.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"245","69","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300526","2015-09-09T18:47:00","25.88","-47.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"245","57","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300624","2015-09-09T18:47:00","27.00","-47.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","305",,,,,,,,,,,,"245","77","798","172","7","1","2","2","5FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300565","2015-09-09T18:48:00","22.30","-48.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"245","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300618","2015-09-09T18:48:00","27.53","-49.97",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"245","79","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
"1300521","2015-09-09T18:50:00","29.08","-45.05",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"245","95","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,
