"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4300530","2015-09-17T06:04:00","26.04","-116.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","245",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T06:04:00","28.78","-118.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T07:00:00","28.79","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10142",,,"8",,,,,"9","248",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T07:00:00","24.04","-112.90",,,"1","4","2","5",,,,"11",,,,,,,,"10127",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-17T07:01:00","26.04","-116.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T07:02:00","28.77","-118.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T08:00:00","28.79","-116.45",,,"1","4","2","5",,,,"11",,,,,,,,"10142",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T08:00:00","24.04","-112.90",,,"1","4","2","5",,,,"11",,,,,,,,"10125",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-17T08:01:00","26.05","-116.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T08:03:00","28.77","-118.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T09:00:00","28.79","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T09:00:00","24.06","-112.89",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-17T09:00:00","22.50","-110.70",,,"1","4","0","0","7","4",,"1","0","340","4","41","98","2","1","10100","4","0","0","290","0","270","263","1","280",,,,"A",,,"3","2",,,,"238","20","992","114","5","1","2","1","111111","111111111181A1",,"1","1",,,,"4"
"4300539","2015-09-17T09:01:00","28.77","-118.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-17T09:04:00","26.05","-116.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","243",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T09:17:00","28.79","-116.45",,,"1","4","2","5",,,,"11",,,,,,,,"10142",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T09:18:00","24.06","-112.89",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T10:00:00","28.79","-116.45",,,"1","4","2","5",,,,"11",,,,,,,,"10135",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T10:00:00","24.06","-112.89",,,"1","4","2","5",,,,"11",,,,,,,,"10115",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300539","2015-09-17T10:01:00","28.77","-118.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T10:59:00","28.78","-116.45",,,"1","4","2","5",,,,"11",,,,,,,,"10135",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T11:00:00","28.78","-116.45",,,"1","4","2","5",,,,"11",,,,,,,,"10135",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T11:00:00","24.06","-112.89",,,"1","4","2","5",,,,"11",,,,,,,,"10112",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T12:00:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10134",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T12:00:00","24.08","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10112",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-17T12:00:00","23.00","-111.40",,,"1","4","0","0","7","4",,"1","0","340","4","36","99",,,"10100","4","0","0","271","0","245","235","1","290","1","1","1","3","A","A","1","1",,,,"238","31","992","114","5","1","2","1","111111","111AA1111111A1",,"3",,,,,"4"
"V7FA7","2015-09-17T12:00:00","28.30","-119.80",,,"1","4","0","0","7","3",,"1","0","20","4","46","98","3","2",,"4","0","3","210","0","180","160","1","234",,,,"7",,,"99","1",,,,"238","89","992","114","5","1","2","1","111171","111111111183A1",,"1","2",,,,"4"
"4300539","2015-09-17T12:02:00","28.77","-118.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300520","2015-09-17T12:33:00","24.08","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10112",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T12:35:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10134",,,"8",,,,,"9","247",,,,,,,,,,,,"238","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T13:00:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10134",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T13:00:00","24.09","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10115",,,"8",,,,,"9","257",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300539","2015-09-17T13:01:00","28.76","-118.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-17T13:04:00","28.16","-118.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T13:11:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10134",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T13:11:00","24.09","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","257",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T14:00:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T14:00:00","24.09","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","257",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-17T14:01:00","28.17","-118.45",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T14:01:00","28.76","-118.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T14:14:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10140",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T15:00:00","28.77","-116.46",,,"1","4","2","5",,,,"11",,,,,,,,"10140",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T15:00:00","24.12","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10122",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-17T15:00:00","23.50","-112.20",,,"1","4","0","0","7","4",,"1","0","340","4","57","97","1","1","10110","4","0","0","290","0","285","283","1","280","4","4","4","3","6","2","7","1",,,,"238","32","992","114","5","1","2","2","111111","111111111111A1",,"1","1",,,,"4"
"4300538","2015-09-17T15:01:00","28.17","-118.44",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T15:01:00","28.76","-118.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T16:00:00","28.77","-116.48",,,"1","4","2","5",,,,"11",,,,,,,,"10142",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T16:00:00","24.12","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10125",,,"8",,,,,"9","258",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T16:16:00","28.77","-116.48",,,"1","4","2","5",,,,"11",,,,,,,,"10142",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T16:16:00","24.12","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10127",,,"8",,,,,"9","259",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T17:00:00","28.77","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10145",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T17:00:00","24.12","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10127",,,"8",,,,,"9","259",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T17:08:00","28.77","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10145",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T17:55:00","28.77","-116.48",,,"1","4","2","5",,,,"11",,,,,,,,"10145",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T17:57:00","24.14","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10127",,,"8",,,,,"9","260",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T18:00:00","28.77","-116.48",,,"1","4","2","5",,,,"11",,,,,,,,"10145",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T18:00:00","24.14","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10127",,,"8",,,,,"9","260",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-17T18:00:00","24.00","-112.90",,,"1","4","0","0","7","4",,"1","0","340","4","62","97","1","0","10110","4","0","0","290","0","285","283","1","285","4","4","1","3","4","8","6","2",,,,"238","42","992","114","5","1","2","2","111111","111111111111A1",,"1","0",,,,"4"
"WWMZ","2015-09-17T18:00:00","24.90","-113.50",,,"1","4","0","0","3","4",,"1","0","10","4","103","98","3","1","10110",,,"0","290","0","250","232","1","285","4","4","1","5","3","A","7","2","31","10","3","238","43","992","114","5","1","2","2","111111","1111111111111A",,"1","1",,,,"4"
"4300538","2015-09-17T18:02:00","28.17","-118.42",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T19:00:00","28.77","-116.48",,,"1","4","2","5",,,,"11",,,,,,,,"10142",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T19:00:00","24.14","-112.88",,,"1","4","2","5",,,,"11",,,,,,,,"10124",,,"8",,,,,"9","260",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-17T19:01:00","28.16","-118.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T20:00:00","28.76","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-17T20:02:00","28.16","-118.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T20:03:00","28.72","-118.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T20:38:00","28.76","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10139",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T21:00:00","28.76","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10134",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T21:00:00","24.18","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10114",,,"8",,,,,"9","263",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-17T21:00:00","24.30","-113.40",,,"1","4","0","0","7","4",,"1","0","340","4","77","98","2","1","10100","8","10","0","280","0","250","239","1","270","5","4","4","7","0","2","5","3","33","4","4","238","43","992","114","5","1","2","2","111111","11111111111111",,"1","1",,,,"4"
"H3VS","2015-09-17T21:00:00","23.40","-110.60",,,"1","4","0","0","7","4",,"1","0","270","3","62","99",,,"10099","4","0","0","300","0","280","274","3","310",,,,"A",,,"2","1",,,,"238","30","992","114","5","1","2","2","111111","111AA1111181A1",,"1",,,,,"4"
"4300539","2015-09-17T21:01:00","28.71","-118.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-17T21:03:00","26.07","-116.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T22:00:00","28.76","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10127",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T22:00:00","24.18","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10107",,,"8",,,,,"9","263",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-17T22:01:00","26.07","-116.78",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","242",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-17T22:01:00","28.71","-118.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","232",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-17T22:22:00","28.76","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10124",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T22:23:00","24.18","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10114",,,"8",,,,,"9","263",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-17T23:00:00","28.76","-116.49",,,"1","4","2","5",,,,"11",,,,,,,,"10124",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-17T23:00:00","24.18","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10102",,,"8",,,,,"9","263",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-18T00:00:00","28.75","-116.50",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T00:00:00","24.19","-112.87",,,"1","4","2","5",,,,"11",,,,,,,,"10102",,,"8",,,,,"9","262",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-18T00:00:00","25.10","-114.40",,,"1","4","0","0","7","4",,"1","0","330","4","87","98",,,"10100","4","0","0","245","0","215","202","1","260","2","2","1","2","7","A","3","4","32","4","5","238","54","992","114","5","1","2","2","111111","111AA111111111",,"3",,,,,"4"
"H3VS","2015-09-18T00:00:00","23.90","-111.50",,,"1","4","0","0","7","4",,"1","0","270","3","103","99",,,"10100","4","0","0","300","0","280","274","3","310","0","0","0","9","0","0","2","3","27","2","3","238","31","992","114","5","1","2","2","113111","111AA111111111",,"1",,,,,"4"
"4300538","2015-09-18T00:01:00","28.15","-118.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300520","2015-09-18T00:16:00","24.19","-112.87",,,"1","4","2","5",,,,"11",,,,,,,,"10102",,,"8",,,,,"9","262",,,,,,,,,,,,"238","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-18T00:29:00","28.75","-116.50",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T00:29:00","24.19","-112.87",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","262",,,,,,,,,,,,"238","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-18T01:00:00","28.75","-116.50",,,"1","4","2","5",,,,"11",,,,,,,,"10119",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T01:00:00","24.19","-112.87",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","262",,,,,,,,,,,,"238","42","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-18T01:01:00","28.15","-118.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-18T02:00:00","28.75","-116.50",,,"1","4","2","5",,,,"11",,,,,,,,"10115",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T02:00:00","24.22","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","261",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-18T02:04:00","28.14","-118.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-18T02:32:00","28.76","-116.51",,,"1","4","2","5",,,,"11",,,,,,,,"10115",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T02:32:00","24.22","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10102",,,"8",,,,,"9","261",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-18T03:00:00","28.76","-116.51",,,"1","4","2","5",,,,"11",,,,,,,,"10115",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T03:00:00","24.22","-112.86",,,"1","4","2","5",,,,"11",,,,,,,,"10102",,,"8",,,,,"9","261",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-18T03:01:00","28.14","-118.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-18T03:03:00","26.04","-116.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","241",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-18T04:00:00","28.76","-116.53",,,"1","4","2","5",,,,"11",,,,,,,,"10124",,,"8",,,,,"9","246",,,,,,,,,,,,"238","86","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-18T04:00:00","24.24","-112.85",,,"1","4","2","5",,,,"11",,,,,,,,"10105",,,"8",,,,,"9","261",,,,,,,,,,,,"238","42","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"DNDD","2015-09-18T04:00:00","25.70","-115.60",,,"1","4","0","0","7","4",,"1","0","320","4","103","97","3","1","10100","1","10","0","240","0","240","240","1","260","4","4","4","3","4","6","9","2","35","13","4","238","55","992","114","5","1","2","1","111113","11111111111111",,"1","1",,,,"4"
"H3VS","2015-09-18T04:00:00","24.50","-112.40",,,"1","4","0","0","7","4",,"1","0","330","3","93","98",,"0","10090","4","0","0","280","0","260","253","3","290",,,,"A",,,"1","4",,,,"238","42","992","114","5","1","2","1","111111","111A11111181A1",,"1","0",,,,"4"
