"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","IND_FOR_PRECIP"
"6203631","2022-09-02T06:00:00","21.73","-71.54",,,"1","3","2","5",,,"11",,,,,,,,,"10139",,,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6203635","2022-09-02T06:00:00","25.78","-76.53",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","302",,,,,,,,,,,,,"242","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203636","2022-09-02T06:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10149",,,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"C6DF6","2022-09-02T06:00:00","26.20","-79.20",,,"1","4","0","0","1","4","1",,,,,,,,,"10156","8","10","0","282","0","255",,"245",,,,,,"A",,,,,,,,,"242","69","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,"4"
"C6FA2","2022-09-02T06:00:00","23.50","-73.20",,,"1","5","2","5","7","4","1",,,,,,,,,"10138","8","6","8","266",,"249",,"243",,,,,"A",,"A","A",,,,,,,"242","33","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FN4","2022-09-02T06:00:00","27.00","-76.70",,,"1","5","2","5","9",,"1",,,,,,,,,"10183","8","4","8","286",,"264",,"257",,,,,"A",,"A","A",,,,,,,"242","76","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FV9","2022-09-02T06:00:00","26.20","-78.70",,,"1","4","0","0","2","3","1",,,,,,,,,"10148",,"7","0","284","0","255",,"244",,,,,,"A",,,,,,,,,"242","68","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA7",,,"1",,,,,,"4"
"C6SE4","2022-09-02T06:00:00","20.90","-74.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10148","8","9","8","275",,"256",,"249",,,,,"A",,"A","A",,,,,,,"242","4","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6UZ7","2022-09-02T06:00:00","26.00","-79.50",,,"1","4","0","0","6","4","1",,,,,,,,,"10161","8","8","0","281","0","260",,"253",,,,,,"A",,,,,,,,,"242","69","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,"4"
"C6WW4","2022-09-02T06:00:00","27.50","-79.90",,,"1","4","0","0","7","4","1",,,,,,,,,"10147","8","7","0","275","0","258",,"252",,,,,,"A",,,,,,,,,"242","79","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,"4"
"C6XS7","2022-09-02T06:00:00","27.60","-76.30",,,"1","4","0","0","8","4","1",,,,,,,,,"10165","5","2","0","268","0","240",,"229",,,,,,"A",,,,,,,,,"242","76","992","114","5","0",,"1","F1FF11","1AAAA1111A8AA1",,,"1",,,,,,"4"
"C6YR6","2022-09-02T06:00:00","25.90","-79.70",,,"1","5","2","5","5","2","1",,,,,,,,,"10161","8","9","8","277",,"250",,"239",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6ZL6","2022-09-02T06:00:00","25.40","-76.20",,,"1","5","2","5","7","4","1",,,,,,,,,"10176","8","4","8","276",,"261",,"256",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"EUCDE23","2022-09-02T06:00:00","21.82","-77.10",,,"1","5","2","5","3","4","1",,,,,,,,,"10138","7","13","8","287",,,,"240",,,,,,,,,,,,,,,"242","17","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"HPYE","2022-09-02T06:00:00","28.10","-79.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10162","8","8","8","279",,"265",,"260",,,,,"A",,"A","A",,,,,,,"242","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"KS1078","2022-09-02T06:00:00","28.30","-71.20",,,"1","4","0","0","3","1","1","0","320","4","15",,,,,"10169","8","1","0","287","1","245",,"228",,,,,,"A",,,,,,,"10","2","242","81","992","114","5","0",,"1","F11111","11AAA1111A8A71",,,"3",,,,,,"4"
"SPGF1","2022-09-02T06:00:00","26.70","-79.00",,,"1","4","2","5",,,"5","0","130","4","21",,,,,"10159","8","7","0","283",,,,,,,,,,"A",,,,,,,,,"242","69","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,"4"
"V2BW1","2022-09-02T06:00:00","25.10","-80.00",,,"1","5","2","5","4","3","1",,,,,,,,,"10150","8","8","8","285",,"255",,"244",,,,,"A",,"A","A",,,,,,,"241","50","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"V7TO3","2022-09-02T06:00:00","25.90","-79.50",,,"1","6","2","5","8","4","1",,"50","4","36","1","98","2","0","10140","0","30","8","280",,"280",,"280","7","300","3","2","1","4","8","2",,"3","1","36","6","1","242","59","798","172","5","1","2","1","111113","11111111111111",,"5",,"0",,,,,
"4102636","2022-09-02T06:01:00","26.23","-74.21",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,,"9","300",,,,,,,,,,,,,"242","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4100010","2022-09-02T06:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","104",,"36",,,,,"10158",,,"8","289",,,,"251","9","302",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T06:10:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","332",,"12",,,,,"10152",,,"8","284",,,,"225","9","302",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T06:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","106",,"38",,,,,"10157",,,"8","288",,,,"252","9","302",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T06:20:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","331",,"19",,,,,"10152",,,"8","284",,,,"227","9","302",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T06:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","103",,"38",,,,,"10157",,,"8","288",,,,"255","9","302",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T06:30:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","359",,"24",,,,,"10151",,,"8","285",,,,"226","9","303",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T06:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","97",,"36",,,,,"10157",,,"8","287",,,,"254","9","302",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T06:40:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","11",,"23",,,,,"10150",,,"8","285",,,,"226","9","304",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T06:50:00","28.90","-78.50",,,"1","5","2","5",,,"11",,"110","1","30",,,,,"10157",,,"8","288",,,,"252",,,,,,,,,,,"1","11","12","1","242","88","798","172","6","1","2","1","F11111","11AAA11A1AA33A",,,,,,,,,
"4100047","2022-09-02T06:50:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"360","1","30",,,,,"10150",,,"8","285",,,,"227",,,,,,,,,,,"2","11","10","2","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,
"1301573","2022-09-02T07:00:00","28.66","-75.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1301578","2022-09-02T07:00:00","28.09","-73.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,,"242","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1501723","2022-09-02T07:00:00","26.12","-71.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"3EBL5","2022-09-02T07:00:00","23.60","-73.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10150","5","13","8","277",,"259",,"252",,,,,"A",,"A","A",,,,,,,"242","33","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"3ETA7","2022-09-02T07:00:00","25.50","-79.60",,,"1","5","2","5","5","4","1",,,,,,,,,"10164","8","12","8","287",,"256",,"245",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"3FPQ9","2022-09-02T07:00:00","25.10","-80.00",,,"1","5","2","5","1","4","1",,,,,,,,,"10156","8","8","8","283",,"266",,"260",,,,,"A",,"A","A",,,,,,,"241","50","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"4100010","2022-09-02T07:00:00","28.90","-78.50",,,"1","4","2","0","0","0","11","0","100","1","40",,,,,"10157",,,"0","287",,,,"254","1","302",,,,"A",,,,,,,,,"242","88","993","114","6","1","2","1","111111","11AAA11A118AAA",,,"6",,,,,,"4"
"4100047","2022-09-02T07:00:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","13",,"24",,,,,"10150",,,"8","284",,,,"225","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4101726","2022-09-02T07:00:00","22.90","-70.74",,,"1","4","2","5",,,"11",,,,,,,,,"10140",,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4102636","2022-09-02T07:00:00","26.22","-74.21",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,,"9","300",,,,,,,,,,,,,"242","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4401556","2022-09-02T07:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10129",,,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6202613","2022-09-02T07:00:00","29.64","-78.17",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,,"9","301",,,,,,,,,,,,,"242","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6202614","2022-09-02T07:00:00","21.02","-70.66",,,"1","3","2","5",,,"11",,,,,,,,,"10130",,,,,,,,,,,,,,,,,,,,,,,"242","10","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6203624","2022-09-02T07:00:00","29.60","-75.96",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,,"9","302",,,,,,,,,,,,,"242","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203631","2022-09-02T07:00:00","21.73","-71.54",,,"1","3","2","5",,,"11",,,,,,,,,"10134",,,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6203635","2022-09-02T07:00:00","25.78","-76.54",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,,"9","302",,,,,,,,,,,,,"242","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203636","2022-09-02T07:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10145",,,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"9HA5370","2022-09-02T07:00:00","24.80","-80.00",,,"1","6","2","5","1","4","1",,"90","4","51","1","97",,"2","10170","4","0","8","290",,"260",,"249","7","280","5","5","4","5","7","8",,"10","1",,,,"241","40","798","172","5","1","2","1","111111","111A11111111A1",,"5",,"2",,,,,
"C6DF6","2022-09-02T07:00:00","26.10","-78.90",,,"1","5","2","5","1","3","1",,,,,,,,,"10155","6","9","8","280",,"254",,"245",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FA2","2022-09-02T07:00:00","23.70","-73.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10134","8","16","8","266",,"250",,"244",,,,,"A",,"A","A",,,,,,,"242","33","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FV9","2022-09-02T07:00:00","26.20","-78.50",,,"1","5","2","5","2","3","1",,,,,,,,,"10146",,,"8","283",,"254",,"243",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,
"C6SE4","2022-09-02T07:00:00","21.00","-74.80",,,"1","5","2","5","9",,"1",,,,,,,,,"10143","8","13","8","272",,"250",,"242",,,,,"A",,"A","A",,,,,,,"242","14","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6UZ7","2022-09-02T07:00:00","25.90","-79.70",,,"1","5","2","5","6","4","1",,,,,,,,,"10159","8","9","8","279",,"257",,"250",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6WW4","2022-09-02T07:00:00","27.80","-80.00",,,"1","5","2","5","7","4","1",,,,,,,,,"10144","6","11","8","272",,"254",,"247",,,,,"A",,"A","A",,,,,,,"241","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6XS7","2022-09-02T07:00:00","27.90","-76.30",,,"1","5","2","5","8","4","1",,,,,,,,,"10160","5","10","8","271",,"248",,"240",,,,,"A",,"A","A",,,,,,,"242","76","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6YR6","2022-09-02T07:00:00","25.80","-79.90",,,"1","5","2","5","5","2","1",,,,,,,,,"10159","8","9","8","274",,"254",,"246",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6ZL6","2022-09-02T07:00:00","25.50","-76.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10170","8","9","8","276",,"258",,"251",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"EUCDE23","2022-09-02T07:00:00","21.70","-76.87",,,"1","5","2","5","3","4","1",,,,,,,,,"10130","7","21","8","287",,,,"240",,,,,,,,,,,,,,,"242","16","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"KS1078","2022-09-02T07:00:00","28.30","-71.20",,,"1","4","0","0","3","1","1","0","310","4","26",,,,,"10166","8","5","0","286","1","247",,"233",,,,,,"A",,,,,,,"9","2","242","81","992","114","5","1","2","1","F11111","11AAA1111A8A71",,,"3",,,,,,"4"
"SPGF1","2022-09-02T07:00:00","26.70","-79.00",,,"1","4","2","5",,,"5","0","120","4","21",,,,,"10156","8","10","0","283",,,,,,,,,,"A",,,,,,,,,"242","69","995","114","13","0",,"1","F1111F","11AAA11AAA8AA1","31",,"6",,,,,,"4"
"VREO2","2022-09-02T07:00:00","26.00","-79.80",,,"1","6","2","5","8","1","1",,"50","4","21","1","97",,,"10150","4","0","8","280",,"260",,"252","1","300",,,"A",,"A","A",,,,,,,"242","69","798","172","5","1","2","1","111111","111AA111118AA1",,"5",,,,,,,
"4100010","2022-09-02T07:10:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","124",,"29",,,,,"10157",,,"8","289",,,,"253","9","301",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T07:10:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","357",,"24",,,,,"10149",,,"8","284",,,,"225","9","302",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T07:20:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","121",,"34",,,,,"10156",,,"8","289",,,,"249","9","301",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T07:20:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","9",,"21",,,,,"10148",,,"8","284",,,,"226","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T07:30:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","135",,"28",,,,,"10156",,,"8","289",,,,"249","9","301",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T07:30:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","13",,"27",,,,,"10148",,,"8","283",,,,"225","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T07:40:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","135",,"26",,,,,"10156",,,"8","289",,,,"247","9","301",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T07:40:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","14",,"26",,,,,"10147",,,"8","283",,,,"225","9","300",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100010","2022-09-02T07:50:00","28.88","-78.48",,,"1","4","2","5",,,"11","5","131",,"28",,,,,"10157",,,"8","290",,,,"248",,,,,,,,,,,,,,,"242","88","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,
"4100047","2022-09-02T07:50:00","27.50","-71.50",,,"1","5","2","5",,,"11",,"20","1","30",,,,,"10147",,,"8","283",,,,"226",,,,,,,,,,,"2","10","10","2","242","71","798","172","6","1","2","1","F11111","11AAA11A1AA31A",,,,,,,,,
"1301573","2022-09-02T08:00:00","28.66","-75.50",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","303",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1301578","2022-09-02T08:00:00","28.10","-73.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","297",,,,,,,,,,,,,"242","83","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"1501654","2022-09-02T08:00:00","22.34","-73.96",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"242","23","798","172","7","0",,"1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,
"1501723","2022-09-02T08:00:00","26.13","-71.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,
"3EBL5","2022-09-02T08:00:00","23.80","-73.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10151","5","8","8","276",,"260",,"254",,,,,"A",,"A","A",,,,,,,"242","33","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"3ETA7","2022-09-02T08:00:00","25.30","-79.80",,,"1","5","2","5","5","4","1",,,,,,,,,"10160","6","15","8","286",,"254",,"242",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"3FOC5","2022-09-02T08:00:00","27.60","-80.00",,,"1","5","2","5","4","4","1",,,,,,,,,"10157","5","2","8","274",,"263",,"260",,,,,"A",,"A","A",,,,,,,"241","70","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"3FPQ9","2022-09-02T08:00:00","25.40","-79.90",,,"1","5","2","5","1","4","1",,,,,,,,,"10156","8","5","8","283",,"265",,"259",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"4100010","2022-09-02T08:00:00","28.88","-78.48",,,"1","5","2","5",,,"11","5","131",,"29",,,,,"10156",,,"8","290",,,,"249","9","302",,,,,,,,,,,,,"242","88","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4100047","2022-09-02T08:00:00","27.48","-71.45",,,"1","5","2","5",,,"11","5","1",,"29",,,,,"10148",,,"8","283",,,,"225","9","299",,,,,,,,,,,,,"242","71","798","172","6","1","2","1","111111","11AAA11A11AAAA",,,,,,,,,
"4101726","2022-09-02T08:00:00","22.91","-70.75",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","20","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4102636","2022-09-02T08:00:00","26.20","-74.20",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","300",,,,,,,,,,,,,"242","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"4401556","2022-09-02T08:00:00","21.20","-73.02",,,"1","3","2","5",,,"11",,,,,,,,,"10128",,,,,,,,,,,,,,,,,,,,,,,"242","13","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6202613","2022-09-02T08:00:00","29.65","-78.18",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,,"9","301",,,,,,,,,,,,,"242","98","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6202614","2022-09-02T08:00:00","21.04","-70.61",,,"1","3","2","5",,,"11",,,,,,,,,"10130",,,,,,,,,,,,,,,,,,,,,,,"242","10","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6203624","2022-09-02T08:00:00","29.58","-75.97",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,,"9","301",,,,,,,,,,,,,"242","95","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203631","2022-09-02T08:00:00","21.73","-71.54",,,"1","3","2","5",,,"11",,,,,,,,,"10132",,,,,,,,,,,,,,,,,,,,,,,"242","11","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"6203635","2022-09-02T08:00:00","25.78","-76.54",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,,"9","301",,,,,,,,,,,,,"242","56","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"6203636","2022-09-02T08:00:00","23.18","-75.11",,,"1","3","2","5",,,"11",,,,,,,,,"10143",,,,,,,,,,,,,,,,,,,,,,,"242","35","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,
"9HJD9","2022-09-02T08:00:00","25.10","-79.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10152","8","1","8","287",,"262",,"253",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6DF6","2022-09-02T08:00:00","26.00","-78.70",,,"1","5","2","5","2","3","1",,,,,,,,,"10152","6","10","8","280",,"256",,"247",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FA2","2022-09-02T08:00:00","23.90","-73.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10132","5","14","8","266",,"255",,"251",,,,,"A",,"A","A",,,,,,,"242","33","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6FV9","2022-09-02T08:00:00","26.10","-78.20",,,"1","5","2","5","2","3","1",,,,,,,,,"10144",,,"8","282",,"256",,"246",,,,,"A",,"A","A",,,,,,,"242","68","798","172","5","1","2","1","F1FF11","1AAAA1111A8AAA",,"5",,,,,,,
"C6UZ7","2022-09-02T08:00:00","25.80","-79.90",,,"1","5","2","5","5","3","1",,,,,,,,,"10159","5","7","8","279",,"259",,"252",,,,,"A",,"A","A",,,,,,,"242","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6XS7","2022-09-02T08:00:00","28.20","-76.20",,,"1","5","2","5","8","4","1",,,,,,,,,"10157","5","11","8","274",,"252",,"243",,,,,"A",,"A","A",,,,,,,"242","86","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6YR6","2022-09-02T08:00:00","25.70","-80.00",,,"1","5","2","5","5","2","1",,,,,,,,,"10158","6","10","8","268",,"255",,"250",,,,,"A",,"A","A",,,,,,,"241","50","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"C6ZL6","2022-09-02T08:00:00","25.70","-76.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10166","8","12","8","275",,"259",,"254",,,,,"A",,"A","A",,,,,,,"242","56","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1",,"5",,,,,,,
"EUCDE23","2022-09-02T08:00:00","21.60","-76.64",,,"1","5","2","5","3","3","1",,,,,,,,,"10128","7","17","8","285",,,,"241",,,,,,,,,,,,,,,"242","16","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
