"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","IND_FOR_PRECIP"
"SNDP5","2022-09-01T01:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T01:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"4601705","2022-09-01T02:00:00","26.54","-175.53",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","281",,,,,,,,,,,,,"232","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,
"5102799","2022-09-01T02:00:00","29.10","-176.93",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,,"232","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"5201738","2022-09-01T02:00:00","23.67","-178.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"232","38","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"SNDP5","2022-09-01T02:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T02:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"5201738","2022-09-01T03:00:00","23.67","-178.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"232","38","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"SNDP5","2022-09-01T03:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T03:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"5201738","2022-09-01T04:00:00","23.67","-178.10",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"232","38","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"J8B3605","2022-09-01T04:00:00","28.30","-170.50",,,"1","4","0","0",,,"1","0","80","4","113",,"97","2",,"10190",,,"0","250",,,,,,"6",,,"A",,,,,,,,,"232","80","992","114","5","0",,"2","F1111F","1111A11AAA1AAA",,,"3",,"4"
"SNDP5","2022-09-01T04:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T04:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"5102799","2022-09-01T05:00:00","29.10","-176.95",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"232","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,
"SNDP5","2022-09-01T05:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T05:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T06:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","293",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T07:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"J8B3605","2022-09-01T08:00:00","28.20","-171.30",,,"1","4","0","0",,,"1","0","40","4","62",,"97","2",,"10200",,,"0","240",,,,,,"6",,,"A",,,,,,,,,"232","81","992","114","5","0",,"1","F1111F","1111A11AAA1AAA",,,"3",,"4"
"SNDP5","2022-09-01T08:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T08:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T08:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T08:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T08:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
"SNDP5","2022-09-01T08:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,,"0",,,,,"1","292",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","1FFFFF","1AAAAAAAA18AAA","31",,"6",,"4"
