"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"KSFF","2022-09-16T19:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10020","1","8","8","323",,"218","166",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T20:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10018","0","1","8","308",,"210","160",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T21:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10018","8","2","8","297",,"208","162",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T22:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10016","8","5","8","296",,"202","153",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T23:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10011","8","8","8","296",,"201","150",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T00:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10009","6","9","8","291",,"199","149",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T01:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10008","6","7","8","284",,"193","143",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T02:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10010","5","1","8","274",,"189","141",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T03:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10013","3","4","8","266",,"188","144",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T04:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10015","3","6","8","267",,"187","142",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T05:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10024","3","14","8","281",,"189","136",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T06:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10025","1","13","8","313",,"206","149",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T08:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10019","8","5","8","345",,"230","177",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T09:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10013","8","12","8","360",,"229","167",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T10:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10005","8","20","8","364",,"227","160",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF12","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T11:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"9997","8","22","8","364",,"234","175",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T12:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"9992","6","21","8","370",,"231","166",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F3FF12","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T15:00:00","29.30","48.10",,,"1","5","2","5","2","1","1",,,,,,,,,"9993","3","2","8","324",,"241","207",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T16:00:00","29.10","48.40",,,"1","5","2","5","3","2","1",,,,,,,,,"9998","3","8","8","324",,"239","203",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T17:00:00","29.00","48.70",,,"1","5","2","5","3","4","1",,,,,,,,,"10003","1","15","8","329",,"263","239",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T18:00:00","28.90","49.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10006","1","13","8","306",,"244","220",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T19:00:00","28.80","49.30",,,"1","5","2","5","2","4","1",,,,,,,,,"10006","1","9","8","300",,"244","222",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T20:00:00","28.70","49.60",,,"1","5","2","5","2","4","1",,,,,,,,,"10004","0","2","8","300",,"239","214",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-17T21:00:00","28.60","49.90",,,"1","5","2","5","2","4","1",,,,,,,,,"10004","8","2","8","297",,"245","225",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T12:00:00","28.50","49.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10034","6","7","8",,,"292","247",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F7FF11","1AAAA1666A8AA1","5",,,,
"WDJ4009","2022-09-18T13:00:00","28.70","49.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10034","6","5","8","402",,"281","240",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T14:00:00","28.80","49.40",,,"1","5","2","5","7","4","1",,,,,,,,,"10034","5","1","8","362",,"266","231",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T15:00:00","28.80","49.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10033","8","2","8","326",,"254","227",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T16:00:00","28.90","48.90",,,"1","5","2","5","6","4","1",,,,,,,,,"10035","3","1","8","321",,"248","220",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T17:00:00","29.00","48.60",,,"1","5","2","5","6","4","1",,,,,,,,,"10040","3","6","8","321",,"242","210",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T18:00:00","29.10","48.30",,,"1","5","2","5","7","4","1",,,,,,,,,"10045","3","12","8","323",,"252","224",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T19:00:00","29.30","48.10",,,"1","5","2","5","7","3","1",,,,,,,,,"10045","1","10","8","317",,"256","233",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T20:00:00","29.40","47.90",,,"1","5","2","5","7","3","1",,,,,,,,,"10043","0","2","8","317",,"235","200",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-18T21:00:00","29.30","47.90",,,"1","5","2","5","7","2","1",,,,,,,,,"10042","8","3","8","310",,"226","187",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T01:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10036","8","2","8","288",,"189","131",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T02:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10040","3","3","8","284",,"180","115",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T03:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","3","8","8","277",,"182","125",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T05:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10055","3","15","8","344",,"215","148",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T07:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10062","1","12","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-19T08:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10058","0","3","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-19T09:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10051","8","8","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-19T10:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10044","8","18","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","FEFF1F","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-19T11:00:00","29.40","47.90",,,"1","5","2","5","1","1","1",,,,,,,,,"10038","6","20","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-19T12:00:00","29.30","48.10",,,"1","5","2","5","2","1","1",,,,,,,,,"10037","6","13","8","365",,"255","211",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T15:00:00","28.90","48.90",,,"1","5","2","5","3","4","1",,,,,,,,,"10042","3","5","8","341",,"246","208",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-19T18:00:00","28.60","49.80",,,"1","5","2","5","2","4","1",,,,,,,,,"10056","1","13","8","322",,"258","235",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T01:00:00","28.60","49.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10038","3","7","8","304",,"276","268",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T02:00:00","28.70","49.60",,,"1","5","2","5","7","4","1",,,,,,,,,"10041","3","8","8","305",,"273","263",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T03:00:00","28.80","49.30",,,"1","5","2","5","7","4","1",,,,,,,,,"10044","1","9","8","304",,"273","263",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T04:00:00","28.80","48.90",,,"1","5","2","5","6","4","1",,,,,,,,,"10048","3","11","8","315",,"279","268",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T05:00:00","28.90","48.60",,,"1","5","2","5","6","4","1",,,,,,,,,"10055","3","14","8","329",,"287","274",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T06:00:00","29.00","48.30",,,"1","5","2","5","6","4","1",,,,,,,,,"10059","3","15","8","329",,"291","279",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T07:00:00","29.00","48.20",,,"1","5","2","5","6","3","1",,,,,,,,,"10059","1","11","8","331",,"279","262",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T08:00:00","29.00","48.20",,,"1","5","2","5","6","2","1",,,,,,,,,"10053","8","1","8","342",,"293","277",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T09:00:00","29.00","48.10",,,"1","5","2","5","6","1","1",,,,,,,,,"10045","8","14","8","332",,"298","289",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T10:00:00","29.00","48.10",,,"1","5","2","5","6","1","1",,,,,,,,,"10038","8","21","8","377",,"309","289",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T11:00:00","29.00","48.10",,,"1","5","2","5","6","1","1",,,,,,,,,"10033","6","20","8","392",,"320","300",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T12:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10029","6","16","8","399",,"313","289",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T13:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10029","6","9","8","402",,"315","291",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T14:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10030","5","3","8","379",,"300","276",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T15:00:00","29.00","48.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10032","3","3","8","330",,"269","248",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T16:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10037","3","8","8","310",,"257","237",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T17:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10044","3","14","8","299",,"261","248",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T18:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10047","1","15","8","246",,"181","144",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T19:00:00","29.00","48.20",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","0","8","8","299",,"253","236",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T20:00:00","29.30","48.10",,,"1","5","2","5","8","2","1",,,,,,,,,"10042","8","2","8","299",,"258","243",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T21:00:00","29.40","48.00",,,"1","5","2","5","8","2","1",,,,,,,,,"10038","6","9","8","301",,"263","250",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T22:00:00","29.40","48.00",,,"1","5","2","5","7","2","1",,,,,,,,,"10035","6","10","8","306",,"270","257",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-21T23:00:00","29.40","48.00",,,"1","5","2","5","7","1","1",,,,,,,,,"10034","6","8","8","301",,"275","267",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T00:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10029","8","8","8","295",,"249","232",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T01:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","5","3","8","272",,"220","196",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T02:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10034","5","0","8","282",,"221","194",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T03:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10037","3","7","8","285",,"237","218",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T04:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10041","3","10","8","293",,"230","202",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T05:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","3","12","8","309",,"251","228",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T07:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10051","1","10","8","368",,"282","253",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T15:00:00","29.40","48.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10031","3","3","8","343",,"291","276",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T16:00:00","29.40","48.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10032","1","6","8","332",,"290","277",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T17:00:00","29.40","48.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10037","3","8","8","316",,"277","264",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T19:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","0","7","8","306",,"271","259",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T20:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10038","0","1","8","320",,"260","238",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T21:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10037","5","3","8","336",,"269","245",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T22:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10038","5","1","8","325",,"263","241",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-22T23:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","3","1","8","323",,"260","238",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T00:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10040","3","4","8","310",,"253","231",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T01:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10043","3","5","8","303",,"247","225",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T02:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10049","3","11","8","288",,"244","228",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T03:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10055","3","14","8","272",,"232","215",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T04:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10059","1","16","8","290",,"243","225",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T05:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10059","1","10","8","332",,"261","235",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T07:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10057","8","1","8","373",,"275","241",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T08:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10052","8","6","8","396",,"284","247",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T09:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10046","8","13","8","399",,"308","282",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T10:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","8","18","8","398",,"303","274",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T11:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10036","6","17","8","397",,"302","274",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T13:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10036","5","3","8","370",,"277","245",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T14:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10037","3","1","8","363",,"272","239",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T15:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10040","3","5","8","341",,"263","235",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T16:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","3","10","8","318",,"226","184",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T17:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","3","13","8","332",,"231","185",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T18:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10055","1","16","8","318",,"222","177",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-23T19:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10057","1","11","8","310",,"222","181",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
