"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2300504","2018-09-03T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WDF4929","2018-09-03T12:00:00","26.20","35.00",,,"1","5","2","5","4","3","1",,"320","3","123","1","97","5","0","10049","7","15","8","320",,"270","250",,,"0","0","0","9","0","0",,"4","4","32","6","4","217","65","798","172","5","1","2","2","F11111","111111111A1111",,"5",,"0",,,,,,,,,
"WMMK","2018-09-03T12:00:00","22.30","37.60",,,"1","6","2","5","7","4","1",,"310","4","51","1","96","5","0","10009","7","18","8",,,"320","305","1","320","0","0","0","9","0","0",,"3","1","34","6","3","217","27","798","172","5","1","2","2","171121","11111111111111",,"5",,"0",,,,,,,,,
"2300504","2018-09-03T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMMK","2018-09-03T16:00:00","23.60","36.90",,,"1","6","2","5","7","4","1",,"50","4","51","1","97",,,"10003","7","2","8","330",,"300","290","1","320",,,"A",,"A","A",,,,,,,"217","36","798","172","5","1","2","1","112121","111AA111118AA1",,"5",,,,,,,,,,,
"2300504","2018-09-03T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMMK","2018-09-03T18:00:00","24.00","36.70",,,"1","6","2","5","7","4","1",,"350","4","46","1","97","2","0","10015","2","15","8","300",,"290","287","1","311","0","0","0","9","0","0",,,,,,,"217","46","798","172","5","1","2","1","111121","11111111111AA1",,"5",,"0",,,,,,,,,
"2300504","2018-09-03T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"9HA3553","2018-09-03T21:00:00","24.30","36.30",,,"1","6","2","5","7","4","1",,"40","4","62","1","96","5",,"10070","4","0","8","290",,"280","276","7","330",,,"A",,"A","A",,,,,,,"217","46","798","172","5","1","2","1","312111","1111A111118AA1",,"5",,,,,,,,,,,
"2300504","2018-09-03T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-03T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMMK","2018-09-04T00:00:00","25.60","35.70",,,"1","6","2","5","7","4","1",,"320","4","72","1","96","5","0","10002","7","13","8","290",,"270","262","1","304","0","0","0","9","0","0",,"4","2",,,,"217","55","798","172","5","1","2","1","111141","111111111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-04T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMMK","2018-09-04T05:00:00","26.70","34.70",,,"1","6","2","5","7","4","1",,"320","4","103","1","97",,,"10026","2","19","8","300",,"270","258","1","300","2","2","1","4","A","A",,"2","2","32","6","4","217","64","798","172","5","1","2","2","111111","111AA111111111",,"5",,,,,,,,,,,
"2300504","2018-09-04T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMMK","2018-09-04T06:00:00","26.90","34.60",,,"1","6","2","5","7","4","1",,"290","4","103","1","97","2","0","10032","2","22","8","290",,"270","262","1","292","0","0","0","9","0","0",,"6","5","32","8","6","217","64","798","172","5","1","2","2","113111","11111111111111",,"5",,"0",,,,,,,,,
"ZDNC6","2018-09-04T06:00:00","24.70","36.30",,,"1","6","2","5","7","3","1",,"340","4","10","1","97","5",,"10053","7","15","8","320",,,"261","3","310","5","4","A","6","A","A",,"5","1","32","5","1","217","46","798","172","5","1","2","2","111111","1111A11A111111",,"5",,,,,,,,,,,
"2300504","2018-09-04T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"TBWUK76","2018-09-04T07:00:00","20.10","38.80",,,"1","6","2","5","3","4","1",,"140","4","62","1","97","5","1","10068","1","19","8","322",,,"285","1","331","4","4","0","9","3","0",,"4","1","24","7","1","217","8","798","172","5","1","2","2","111111","1111111A111111",,"5",,"1",,,,,,,,,
"2300504","2018-09-04T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8ZE4","2018-09-04T10:00:00","21.60","38.00",,,"1","6","2","5","2","4","1",,"180",,"57","1","97",,"4","10040","2","130","8","330","0","300","291","3","330","4","4","6","2","7","8","18","0","0","36",,,"217","18","798","172","5","0",,"2","111111","111A1111111171",,"5",,"4","36",,,,,,,,
"2300504","2018-09-04T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","328",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"TBWUK75","2018-09-04T12:00:00","24.00","36.60",,,"1","6","2","5","3","2","1",,,"4",,"1","97",,,"10054","1","31","8","301",,,"288","7","301","4","4","1","2","1","1",,"3","3",,,,"217","46","798","172","5","1","2","2","116111","111AA11A1111A1",,"5",,,,,,,,,,,
"2300504","2018-09-04T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","326",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8ZE4","2018-09-04T15:00:00","21.60","38.00",,,"1","4","0","0","8","4","1","0","130","3","31",,"91","3","2","10040","1",,"0","330","0","330","330","3","340","6","5","6","0","1","5",,,,"0",,,"217","18","992","114","5","1","2","2","311113","11141111111A37",,,"1","2","0",,,,,,,,"4"
"2300504","2018-09-04T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"ZDNC6","2018-09-04T18:00:00","27.20","34.90",,,"1","6","2","5","7","3","1",,"20",,"26","1","96","2","0","10053","2","9","8","300",,,"266","3","300",,,"A",,"A","A","2","5","1","32","5","1","217","74","798","172","5","1","2","1","111111","1114111A118111",,"5",,"0",,,,,,,,,
"2300504","2018-09-04T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-04T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRNF7","2018-09-05T00:00:00","26.90","34.50",,,"1","6","2","5","3","4","1",,"320","3","31","1","98","2",,"10056","4","0","8","280",,"260","252","0","260","3","1","7","2","A","A",,"4","2",,,,"217","64","798","172","5","1","2","1","111111","1111A1111111A1",,"5",,,,,,,,,,,
"WMCS","2018-09-05T00:00:00","27.60","33.90",,,"1","6","2","5","3","3","1",,"340","4","46","1","98","2","2","10057","2","1","8","280",,"260","252","1","270","5","3","1","4","4","2",,"2","1","36","5","2","217","73","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-05T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRMV8","2018-09-05T05:00:00","21.40","38.10",,,"1","6","2","5","7","4","1",,"140","3","31","1","96","5","2","10040","1","20","8","360",,"340","335","7","324","7","5","6","4","1","7",,"10","1","14","10","1","217","18","798","172","5","1","2","2","131111","11111116611111",,"5",,"2",,,,,,,,,
"2300504","2018-09-05T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMCS","2018-09-05T07:00:00","26.50","34.70",,,"1","6","2","5","3","3","1",,"350","4","41","1","97","5","2","10085","2","13","8","290",,"270","262","1","280","8","8","6","2","A","A",,"5","1","15","7","2","217","64","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-05T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRNF7","2018-09-05T09:00:00","24.60","36.20",,,"1","6","2","5","3","4","1",,"180","3","62","1","96","12",,"10066","7","20","8","330",,"310","304","0","300","8","3","6","2","A","A",,"3","2",,,,"217","46","798","172","5","1","2","2","111511","1111A1111111A1",,"5",,,,,,,,,,,
"WMCS","2018-09-05T09:00:00","26.10","35.00",,,"1","6","2","5","3","3","1",,"340","4","15","1","97","5","2","10078","7","4","8","310",,"280","269","1","290","8","8","6","2","A","A",,"3","1","15","5","1","217","65","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-05T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"TBWUK75","2018-09-05T10:00:00","20.20","38.50",,,"1","6","2","5","3","3","1",,,"4",,"1","97",,,"10083","1","31","8","321",,,"308","7","321","4","4","1","2","1","1",,"3","2",,,,"217","8","798","172","5","1","2","2","116111","111AA11A1111A1",,"5",,,,,,,,,,,
"2300504","2018-09-05T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8ZE4","2018-09-05T11:00:00","27.50","34.10",,,"1","6","2","5","2","4","1",,"310",,"41","1","92",,"2","10070","1","240","8","290","0","210","171","3","300","5",,"6","2","4","8","31","0","0","36",,,"217","74","798","172","5","0",,"2","111111","111A1111111175",,"5",,"2","36",,,,,,,,
"2300504","2018-09-05T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRNF7","2018-09-05T12:00:00","23.80","36.90",,,"1","6","2","5","3","4","1",,"210","3","57","1","96","12",,"10056","7","10","8","340",,"310","300","0","310",,,"6",,"A","A",,"4","2",,,,"217","36","798","172","5","1","2","2","111311","1111A1111181A1",,"5",,,,,,,,,,,
"2300504","2018-09-05T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRMV8","2018-09-05T14:00:00","23.50","36.90",,,"1","6","2","5","7","4","1",,"270","3","51","1","96","5","2","10020","7","20","8","360",,"340","335","7","318","8","4","6","4","1","7",,"10","1","27","10","1","217","36","798","172","5","1","2","2","151111","11111116611111",,"5",,"2",,,,,,,,,
"2300504","2018-09-05T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-05T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMCS","2018-09-05T23:00:00","23.20","36.70",,,"1","6","2","5","3","3","1",,"250","4","51","1","97","5","2","10060","7","12","8","290",,"280","276","1","310","9","9","6","A","A","A",,"2","1","14","5","2","217","36","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-06T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DCQP2","2018-09-06T00:00:00","26.90","34.40",,,"1","6","2","5","3","4","1",,"310","4","93","1","98","2","1","10058","8","9","8","280",,,"222","1","291","3","1","1","5","0","7",,"2","3",,,,"217","64","798","172","5","1","2","1","111111","1111111A1111A1",,"5",,"1",,,,,,,,,
"DGXS","2018-09-06T00:00:00","27.40","34.10",,,"1","6","2","5","3","4","1",,"310",,"103","1","97","2","0","10063","8","7","8","295",,,"212","1","290","0","0","0","9","0","0",,,,,,,"217","74","798","172","5","1","2","1","111111","1111111A111AA1",,"5",,"0",,,,,,,,,
"2300504","2018-09-06T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-06T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-06T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRMV8","2018-09-06T03:00:00","26.60","34.80",,,"1","6","2","5","7","4","1",,"310","3","77","1","97","5","2","10020","4","0","8","320",,"300","293","7","296","6","5","6","3","4","7",,"8","1","31","8","1","217","64","798","172","5","1","2","1","111121","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-06T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-06T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMCS","2018-09-06T05:00:00","22.10","37.30",,,"1","6","2","5","3","3","1",,"220","4","46","1","96","5","2","10063","2","4","8","310",,"290","283","1","310","8","8","6","2","A","A",,"6","1","16","8","2","217","27","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-06T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-06T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
