"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"SNDP5","2018-09-21T10:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10170",,,"0","240",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T10:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10169",,,"0","247",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T10:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10168",,,"0","251",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T10:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10168",,,"0","252",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T10:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10167",,,"0","251",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10167","8","5","0","254",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10166",,,"0","254",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10166",,,"0","254",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10165",,,"0","255",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10165",,,"0","253",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","257",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","252",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10162",,,"0","252",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10161",,,"0","249",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T11:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10161",,,"0","250",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10162","8","12","0","250",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10162",,,"0","250",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10161",,,"0","248",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10161",,,"0","251",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10160",,,"0","248",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10159",,,"0","251",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10159",,,"0","251",,,"1","266",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10159",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10159",,,"0","254",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T12:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10159",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10158","6","14","0","251",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10158",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","251",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10158",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10156",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T13:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10156",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10155","6","12","0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10155",,,"0","251",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10155",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10155",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","252",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:30:00","28.21","-177.36",,,"1","3","2","5",,,"5",,,,,,,,,"10154",,,,"251",,,,,,,,,,,,,,,,,"232","87","797","103","16","1","2","1","F1FF1F","1AAAA11AAAAAAA","31",,,,,,,,,,,
"SNDP5","2018-09-21T14:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","249",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T14:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10152","6","10","0","250",,,"1","265",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10152",,,"0","250",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","250",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10152",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10152",,,"0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","251",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","250",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T15:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10153",,,"0","250",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154","6","4","0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","250",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10154",,,"0","251",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:30:00","28.21","-177.36",,,"1","3","2","5",,,"5",,,,,,,,,"10154",,,,"249",,,,,,,,,,,,,,,,,"232","87","797","103","16","1","2","1","F1FF1F","1AAAA11AAAAAAA","31",,,,,,,,,,,
"SNDP5","2018-09-21T16:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10155",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10155",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T16:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10156",,,"0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10156","5","0","0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10156",,,"0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","251",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","249",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10158",,,"0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10158",,,"0","247",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10157",,,"0","248",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10158",,,"0","247",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T17:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10159",,,"0","249",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10160","3","8","0","250",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10160",,,"0","249",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10160",,,"0","250",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10161",,,"0","251",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10161",,,"0","249",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10163",,,"0","252",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","254",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10163",,,"0","254",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","253",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T18:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","254",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164","3","10","0","255",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","255",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10163",,,"0","255",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","254",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10164",,,"0","255",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10166",,,"0","255",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10166",,,"0","256",,,"1","263",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10166",,,"0","256",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10166",,,"0","255",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T19:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10167",,,"0","258",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T20:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10167","1","11","0","256",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T20:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10168",,,"0","257",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T20:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10168",,,"0","256",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
"SNDP5","2018-09-21T20:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,"10168",,,"0","258",,,"1","264",,,,"A",,,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31",,"6",,,,,,,,,"4"
