"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1300001","2018-09-14T20:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","79",,"31",,,,,"10117",,,"8","268",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-14T21:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","76",,"26",,,,,"10119",,,"8","268",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-14T22:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","51",,"37",,,,,"10124",,,"8","268",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-14T23:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","64",,"30",,,,,"10128",,,"8","269",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T00:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","56",,"19",,,,,"10127",,,"8","268",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRET5","2018-09-15T00:00:00","10.50","-28.10",,,"1","6","2","5","1","4","1",,"320","3","77","1","97","2","2","10160","4","0","8","260",,"250","246","1","280","8","8","2","4","A","A",,"2","1","33","5","3","283","8","798","172","5","1","2","1","111111","11111111111111",,"5",,"1",,,,,,,,,
"1300001","2018-09-15T01:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","51",,"29",,,,,"10125",,,"8","267",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T02:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","72",,"31",,,,,"10122",,,"8","267",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T03:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","95",,"37",,,,,"10116",,,"8","266",,,,"9","270",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T04:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","79",,"22",,,,,"10113",,,"8","266",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T05:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","68",,"31",,,,,"10117",,,"8","267",,,,"9","271",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T06:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","55",,"38",,,,,"10117",,,"8","266",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T07:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","64",,"38",,,,,"10121",,,"8","267",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T08:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","65",,"38",,,,,"10122",,,"8","265",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T09:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","81",,"38",,,,,"10127",,,"8","270",,,,"9","270",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T10:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","119",,"21",,,,,"10132",,,"8","270",,,,"9","270",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T11:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","68",,"30",,,,,"10135",,,"8","271",,,,"9","270",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T12:00:00","11.49","-22.98",,,"1","5","2","5",,,"11",,"90",,"29",,,,,"10135",,,"8","273",,,,"9","270",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRET5","2018-09-15T12:00:00","13.90","-27.00",,,"1","6","2","5","1","4","1",,"90","3","77","1","97","2","1","10170","2","10","8","270",,"250","243","1","280","5","5","2","4","9","A",,"2","1","5","5","2","283","37","798","172","5","1","2","2","111111","11111111111111",,"5",,"1",,,,,,,,,
"1300001","2018-09-15T13:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","66",,"42",,,,,"10135",,,"8","272",,,,"9","270",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T14:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","78",,"39",,,,,"10129",,,"8","273",,,,"9","271",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T15:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","65",,"50",,,,,"10125",,,"8","273",,,,"9","271",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T16:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","68",,"50",,,,,"10122",,,"8","273",,,,"9","273",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T17:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","65",,"52",,,,,"10120",,,"8","274",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T18:00:00","11.49","-22.98",,,"1","5","2","5",,,"11",,"60",,"51",,,,,"10123",,,"8","274",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T19:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","55",,"55",,,,,"10128",,,"8","271",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T20:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","44",,"60",,,,,"10131",,,"8","270",,,,"9","273",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T21:00:00","11.49","-22.99",,,"1","5","2","5",,,"11",,"40",,"58",,,,,"10138",,,"8","269",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRET5","2018-09-15T21:00:00","16.60","-26.10",,,"1","5","2","5","8","4","1",,"70","3","62","1","97",,"2","10170",,,"8","270",,"260","256",,,"7","6","4","5","9","A",,,,"6","4","3","283","66","798","172","5","1","2","1","F11111","111A11111A1A1A",,"5",,"2",,,,,,,,,
"1300001","2018-09-15T22:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","52",,"51",,,,,"10142",,,"8","270",,,,"9","273",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-15T23:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","42",,"58",,,,,"10144",,,"8","269",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T00:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","47",,"59",,,,,"10145",,,"8","269",,,,"9","273",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRET5","2018-09-16T00:00:00","17.30","-25.70",,,"1","6","2","5","1","4","1",,"60","3","93","1","97","5","2","10170","4","0","8","270",,"260","256","1","270","8","8","7","4","7","A",,,,,,,"283","75","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,,,,,
"1300001","2018-09-16T01:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","43",,"52",,,,,"10140",,,"8","269",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T02:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","52",,"55",,,,,"10132",,,"8","267",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T03:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","42",,"54",,,,,"10124",,,"8","267",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRET5","2018-09-16T03:00:00","18.20","-25.30",,,"1","6","2","5","1","4","1",,"60","3","98","1","98","3","1","10170",,,"8","270",,"250","243","1","290","3","0","1","6","3","9",,"6","2","6","6","3","283","85","798","172","5","1","2","1","511111","1111111111111A",,"5",,"1",,,,,,,,,
"1300001","2018-09-16T04:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","49",,"55",,,,,"10120",,,"8","266",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T05:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","53",,"56",,,,,"10117",,,"8","266",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T06:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","56",,"50",,,,,"10119",,,"8","267",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T07:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","56",,"47",,,,,"10123",,,"8","268",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T08:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","57",,"44",,,,,"10127",,,"8","269",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T09:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","54",,"43",,,,,"10131",,,"8","269",,,,"9","272",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T10:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","54",,"46",,,,,"10136",,,"8","270",,,,"9","273",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T11:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","52",,"55",,,,,"10136",,,"8","271",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T12:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","55",,"55",,,,,"10136",,,"8","272",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T13:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","69",,"37",,,,,"10131",,,"8","272",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T14:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","103",,"32",,,,,"10124",,,"8","273",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T15:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","99",,"31",,,,,"10119",,,"8","273",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T16:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","95",,"21",,,,,"10116",,,"8","276",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T17:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","68",,"17",,,,,"10116",,,"8","276",,,,"9","276",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T18:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","53",,"25",,,,,"10117",,,"8","276",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T19:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","49",,"28",,,,,"10121",,,"8","275",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T20:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","62",,"28",,,,,"10128",,,"8","274",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T21:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","48",,"31",,,,,"10132",,,"8","274",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T22:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","37",,"30",,,,,"10137",,,"8","274",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-16T23:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","41",,"30",,,,,"10140",,,"8","275",,,,"9","276",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T00:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","24",,"28",,,,,"10137",,,"8","273",,,,"9","276",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T01:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","17",,"42",,,,,"10133",,,"8","271",,,,"9","276",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T02:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","13",,"28",,,,,"10127",,,"8","270",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T03:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","19",,"19",,,,,"10122",,,"8","269",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T04:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","8",,"31",,,,,"10120",,,"8","269",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T05:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","18",,"26",,,,,"10120",,,"8","270",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T06:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","13",,"40",,,,,"10121",,,"8","268",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T07:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","18",,"20",,,,,"10125",,,"8","268",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T08:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","14",,"32",,,,,"10127",,,"8","267",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T09:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","18",,"26",,,,,"10132",,,"8","271",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"A8HY8","2018-09-17T09:00:00","16.30","-23.30",,,"1","6","2","5","1","3","1",,"30","3","77","1","98",,,"10142",,,"8","260",,"250","246","1","250","5",,"A","A","A","A",,,,,,,"283","63","798","172","5","1","2","2","111111","111AA111111AAA",,"5",,,,,,,,,,,
"1300001","2018-09-17T10:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","25",,"31",,,,,"10136",,,"8","271",,,,"9","274",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T11:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","11",,"42",,,,,"10134",,,"8","272",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T12:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","24",,"37",,,,,"10130",,,"8","272",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T13:00:00","11.49","-22.98",,,"1","5","2","5",,,"11",,"30",,"43",,,,,"10126",,,"8","272",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T14:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","43",,"36",,,,,"10118",,,"8","274",,,,"9","275",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T15:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","56",,"31",,,,,"10111",,,"8","276",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T16:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","64",,"26",,,,,"10107",,,"8","277",,,,"9","276",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T17:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","81",,"33",,,,,"10104",,,"8","278",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T18:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","83",,"32",,,,,"10105",,,"8","277",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T19:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","99",,"25",,,,,"10104",,,"8","276",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T20:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","109",,"18",,,,,"10108",,,"8","275",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T21:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","65",,"19",,,,,"10113",,,"8","276",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T22:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","31",,"12",,,,,"10116",,,"8","275",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-17T23:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","13",,"18",,,,,"10121",,,"8","275",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T00:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","353",,"17",,,,,"10120",,,"8","274",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T01:00:00","11.48","-22.98",,,"1","5","2","5",,,"11",,"30",,"24",,,,,"10117",,,"8","273",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T02:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","23",,"29",,,,,"10112",,,"8","272",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T03:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","17",,"42",,,,,"10105",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T04:00:00","11.48","-22.98",,,"1","5","2","5",,,"11",,"20",,"51",,,,,"10103",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T05:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","9",,"54",,,,,"10104",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T06:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","32",,"52",,,,,"10107",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T07:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","19",,"55",,,,,"10107",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T08:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","14",,"62",,,,,"10109",,,"8","269",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T09:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","18",,"63",,,,,"10116",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T10:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","18",,"67",,,,,"10122",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T11:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","23",,"70",,,,,"10125",,,"8","271",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T12:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","18",,"67",,,,,"10125",,,"8","270",,,,"9","277",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T13:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","27",,"57",,,,,"10122",,,"8","271",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T14:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","27",,"73",,,,,"10116",,,"8","270",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T15:00:00","11.48","-22.99",,,"1","5","2","5",,,"11","5","23",,"71",,,,,"10110",,,"8","270",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T16:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","28",,"70",,,,,"10106",,,"8","272",,,,"9","279",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-18T17:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","27",,"66",,,,,"10106",,,"8","272",,,,"9","278",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
