"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1300001","2018-09-04T15:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","22",,"35",,,,,"10072",,,"8","263",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111121","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T15:00:00","17.46","-29.89",,,"1","3","2","5",,,"11",,,,,,,,,"10128",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T15:00:00","15.00","-21.90",,,"1","6","2","5","8","4","1",,"100",,"70",,,,,"10082","8","16","8","255",,,"241","1","282",,,,,,,,,,,,,"283","51","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"OXCQ2","2018-09-04T15:00:00","18.20","-20.20",,,"1","6","2","5","1","3","1",,"40","4","87","1","97","2","0","10106","8","10","8","277",,,"231","1","260",,,"0",,"1","1",,"2","2",,,,"283","80","798","172","5","0",,"2","111111","1111111A1181A1",,"5",,"0",,,,,,,,,
"1300001","2018-09-04T16:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","26",,"28",,,,,"10068",,,"8","264",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111121","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T16:00:00","17.45","-29.90",,,"1","3","2","5",,,"11",,,,,,,,,"10123",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T16:00:00","15.30","-21.80",,,"1","6","2","5","8","4","1",,"60",,"45",,,,,"10074","8","20","8","259",,,"243","1","281",,,,,,,,,,,,,"283","51","798","172","5","1","2","2","111121","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-04T17:00:00","11.49","-22.99",,,"1","5","2","5",,,"11","5","115",,"24",,,,,"10072",,,"8","266",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111121","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T17:00:00","17.44","-29.91",,,"1","3","2","5",,,"11",,,,,,,,,"10121",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T17:00:00","15.50","-21.70",,,"1","6","2","5","8","4","1",,"30",,"45",,,,,"10072","6","17","8","263",,,"242","1","282",,,,,,,,,,,,,"283","51","798","172","5","1","2","2","111121","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRLL2","2018-09-04T17:00:00","17.20","-20.50",,,"1","6","2","5","5","3","1",,"20","4","67","1","96","3","1","10090","6","10","8","275",,,"255","0",,"5",,"A","A","3","8",,"10","2","5",,"2","283","70","798","172","5","1","2","2","611111","1114111A111131",,"5",,"1","37",,,,,,,,
"1300001","2018-09-04T18:00:00","11.49","-22.99",,,"1","5","2","5",,,"11",,"90",,"19",,,,,"10072",,,"8","266",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111121","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T18:00:00","17.43","-29.91",,,"1","3","2","5",,,"11",,,,,,,,,"10123",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"1300001","2018-09-04T19:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","114",,"25",,,,,"10074",,,"8","267",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111121","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T19:00:00","17.41","-29.92",,,"1","3","2","5",,,"11",,,,,,,,,"10123",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T19:00:00","15.90","-21.50",,,"1","6","2","5","8","4","1",,"20",,"85",,,,,"10076","3","2","8","268",,,"246","1","274",,,,,,,,,,,,,"283","51","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-04T20:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","132",,"27",,,,,"10079",,,"8","265",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T20:00:00","17.40","-29.94",,,"1","3","2","5",,,"11",,,,,,,,,"10123",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T20:00:00","16.10","-21.40",,,"1","6","2","5","8","4","1",,"30",,"100",,,,,"10084","3","12","8","268",,,"243","1","275",,,,,,,,,,,,,"283","61","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRLL2","2018-09-04T20:00:00","16.60","-20.80",,,"1","6","2","5","5","3","1",,"50","4","72",,,,,"10110","4","0","8",,,,,"0","220",,,"3","6","A","A",,,,"5",,,"283","60","798","172","5","1","2","1","4F111F","11AAA1AAA18A71",,"5",,,,,,,,,,,
"1300001","2018-09-04T21:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","141",,"42",,,,,"10086",,,"8","267",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T21:00:00","17.38","-29.95",,,"1","3","2","5",,,"11",,,,,,,,,"10129",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T21:00:00","16.30","-21.30",,,"1","6","2","5","8","4","1",,"40",,"80",,,,,"10090","3","15","8","266",,,"248","1","277",,,,,,,,,,,,,"283","61","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-04T22:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","145",,"48",,,,,"10091",,,"8","267",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T22:00:00","17.37","-29.96",,,"1","3","2","5",,,"11",,,,,,,,,"10141",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T22:00:00","16.50","-21.20",,,"1","6","2","5","8","4","1",,"40",,"80",,,,,"10100","3","24","8","264",,,"244","1","276",,,,,,,,,,,,,"283","61","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-04T23:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","156",,"49",,,,,"10095",,,"8","267",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-04T23:00:00","17.35","-29.98",,,"1","3","2","5",,,"11",,,,,,,,,"10145",,,,,,,,,,,,,,,,,,,,,,"283","79","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-04T23:00:00","16.70","-21.20",,,"1","6","2","5","8","4","1",,"40",,"95",,,,,"10109","3","25","8","264",,,"244","1","275",,,,,,,,,,,,,"283","61","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-05T00:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","157",,"54",,,,,"10097",,,"8","268",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"4101709","2018-09-05T00:00:00","17.33","-30.00",,,"1","3","2","5",,,"11",,,,,,,,,"10144",,,,,,,,,,,,,,,,,,,,,,"282","70","798","172","7","0",,"1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,,,
"BATFR28","2018-09-05T00:00:00","16.90","-21.10",,,"1","6","2","5","8","4","1",,"40",,"100",,,,,"10112","1","22","8","263",,,"242","1","277",,,,,,,,,,,,,"283","61","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T00:00:00","17.70","-25.60",,,"1","6","2","5","1","3","1",,"40","3","180","1","98","2","1","10070",,,"8","250",,"190","158","7","230","7","7","4","6","3","8",,"10","6",,,,"283","75","798","172","5","1","2","1","412442","111111111111AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T01:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","158",,"48",,,,,"10095",,,"8","267",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T01:00:00","17.10","-21.00",,,"1","6","2","5","8","4","1",,"40",,"95",,,,,"10109","0","9","8","262",,,"241","1","276",,,,,,,,,,,,,"283","71","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-05T02:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","163",,"31",,,,,"10088",,,"8","266",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T02:00:00","17.30","-20.90",,,"1","6","2","5","8","4","1",,"40",,"80",,,,,"10109","0",,"8","257",,,"234","1","275",,,,,,,,,,,,,"283","70","798","172","5","1","2","1","111111","11AAA11A11AAA7",,"5",,,,,,,,,,,
"1300001","2018-09-05T03:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","143",,"43",,,,,"10079",,,"8","263",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T03:00:00","17.50","-20.80",,,"1","6","2","5","8","4","1",,"50",,"95",,,,,"10108","6","4","8","255",,,"232","1","273",,,,,,,,,,,,,"283","70","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T03:00:00","18.20","-25.40",,,"1","5","2","5","1","3","1",,"40","3","123","1","96",,,"10070",,,"8","250",,"190","158",,,,,"7",,"7","8",,,,,,,"283","85","798","172","5","1","2","1","F11142","111AA1111A8AAA",,"5",,,,,,,,,,,
"1300001","2018-09-05T04:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","137",,"40",,,,,"10078",,,"8","264",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T04:00:00","17.70","-20.70",,,"1","6","2","5","8","4","1",,"60",,"125",,,,,"10107","8","2","8","252",,,"225","1","273",,,,,,,,,,,,,"283","70","798","172","5","1","2","1","114111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-05T05:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","138",,"41",,,,,"10083",,,"8","264",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T05:00:00","17.90","-20.70",,,"1","6","2","5","8","4","1",,"70",,"65",,,,,"10105","8","4","8","253",,,"230","1","270",,,,,,,,,,,,,"283","70","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-05T06:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","166",,"46",,,,,"10090",,,"8","264",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T06:00:00","18.10","-20.60",,,"1","6","2","5","8","4","1",,"40",,"65",,,,,"10108","5",,"8","253",,,"232","1","267",,,,,,,,,,,,,"283","80","798","172","5","1","2","1","111111","11AAA11A11AAA7",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T06:00:00","18.80","-25.10",,,"1","5","2","5","8","3","1",,,"3",,"1","97","2","1","10090",,,"8","250",,,,,,"9","9","7","A","7","8",,"7","6",,,,"283","85","798","172","5","1","2","1","F16124","111111119A41AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T07:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","109",,"53",,,,,"10094",,,"8","259",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T07:00:00","18.30","-20.50",,,"1","6","2","5","8","4","1",,"20",,"45",,,,,"10109","3","2","8","251",,,"230","1","268",,,,,,,,,,,,,"283","80","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T07:00:00","19.00","-25.00",,,"1","5","2","5","8","3","1",,,"3",,"1","97","2","1","10090",,,"8","250",,,,,,"9","9","7","A","7","8",,"7","6",,,,"283","95","798","172","5","1","2","1","F16124","111111119A41AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T08:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","185",,"23",,,,,"10101",,,"8","246",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T08:00:00","18.50","-20.40",,,"1","6","2","5","8","4","1",,"10",,"100",,,,,"10111","1","6","8","250",,,"231","1","267",,,,,,,,,,,,,"283","80","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T08:00:00","19.10","-24.90",,,"1","5","2","5","8","3","1",,"10","3","15","1","97","2","1","10100",,,"8","250",,"180","140",,,"9","9","7","A","7","8",,"7","6",,,,"283","94","798","172","5","1","2","2","F11114","111111116A41AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T09:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","159",,"19",,,,,"10108",,,"8","254",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T09:00:00","18.70","-20.30",,,"1","6","2","5","8","4","1",,"20",,"75",,,,,"10122","3","14","8","246",,,"225","1","264",,,,,,,,,,,,,"283","80","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T09:00:00","19.30","-24.80",,,"1","5","2","5","8","3","1",,,"3",,"1","97","2","1","10100",,,"8","250",,"180","140",,,"9","9","7","A","7","8",,"7","6",,,,"283","94","798","172","5","1","2","2","F16114","111111116A41AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T10:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","225",,"34",,,,,"10114",,,"8","259",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T10:00:00","18.90","-20.20",,,"1","6","2","5","8","4","1",,"20",,"70",,,,,"10129","3","20","8","245",,,"224","1","259",,,,,,,,,,,,,"283","80","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRUR7","2018-09-05T10:00:00","19.60","-24.70",,,"1","6","2","5","1","3","1",,"40","3","154","1","98","3","1","10090",,,"8","250",,"190","158","7","220","7","7","6","3","5","8",,"10","6",,,,"283","94","798","172","5","1","2","2","411222","111111111111AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T11:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","183",,"20",,,,,"10117",,,"8","267",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T11:00:00","19.10","-20.10",,,"1","6","2","5","8","4","1",,"30",,"50",,,,,"10138","1","27","8","245",,,"222","1","257",,,,,,,,,,,,,"283","90","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"1300001","2018-09-05T12:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","163",,"60",,,,,"10117",,,"8","264",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"BATFR28","2018-09-05T12:00:00","19.30","-20.10",,,"1","6","2","5","8","4","1",,"30",,"50",,,,,"10137","0","15","8","247",,,"220","1","254",,,,,,,,,,,,,"283","90","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,
"VRLL2","2018-09-05T12:00:00","13.60","-22.30",,,"1","4","0","0","5","3","1","0","140","3","67",,"96","50","2","10090","5","10","0","300",,,"274","0",,"6","5","2","6","9","9",,"10","2",,,,"283","32","992","114","5","1","2","2","611111","1111111A1111A1",,,"3","0",,,,,,,,,"4"
"VRUR7","2018-09-05T12:00:00","19.80","-24.60",,,"1","6","2","5","1","3","1",,"40","3","154","1","98","2","1","10090",,,"8","250",,"190","158","7","230","7","7","7","3","7","8",,"10","6",,,,"283","94","798","172","5","1","2","2","211222","111111111111AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T13:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","156",,"42",,,,,"10113",,,"8","263",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRUR7","2018-09-05T13:00:00","19.90","-24.50",,,"1","6","2","5","1","3","1",,"40","3","154","1","98","1","1","10090",,,"8","250",,"190","158","7","230","8","8","7","3","2","9",,"10","6",,,,"283","94","798","172","5","1","2","2","211222","111111111111AA",,"5",,"1",,,,,,,,,
"1300001","2018-09-05T14:00:00","11.48","-22.98",,,"1","5","2","5",,,"11",,"160",,"39",,,,,"10106",,,"8","264",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T15:00:00","11.48","-22.98",,,"1","5","2","5",,,"11",,"170",,"52",,,,,"10101",,,"8","269",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T16:00:00","11.48","-22.98",,,"1","5","2","5",,,"11",,"180",,"50",,,,,"10097",,,"8","269",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T17:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","183",,"51",,,,,"10098",,,"8","270",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T18:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","193",,"54",,,,,"10095",,,"8","271",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T19:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","191",,"52",,,,,"10099",,,"8","269",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRLL2","2018-09-05T19:00:00","12.40","-22.80",,,"1","4","0","0","5","3","1","0","190","4","67",,,,,"10100","4","0",,,,,,,,"1",,"4","7","A","A",,,,"23",,"1","283","22","992","114","5","1","2","2","FF111F","11AAA1AAAA1A31",,,"1",,,,,"0","A","0","A","A","4"
"1300001","2018-09-05T20:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","192",,"49",,,,,"10104",,,"8","268",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T21:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","191",,"41",,,,,"10112",,,"8","269",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T22:00:00","11.49","-22.98",,,"1","5","2","5",,,"11",,"190",,"36",,,,,"10121",,,"8","269",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-05T23:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","194",,"36",,,,,"10128",,,"8","269",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T00:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","191",,"33",,,,,"10127",,,"8","268",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRLL2","2018-09-06T00:00:00","11.50","-23.30",,,"1","4","0","0","5","3","1","0","190","3","46",,"96","1","2","10100","4","0","0","270",,,"243","0",,,,,"A",,,,"99",,"38","99",,"283","13","992","114","5","1","2","1","611111","1114111A168771",,,"3","0","38",,,,,,,,"4"
"1300001","2018-09-06T01:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","178",,"39",,,,,"10124",,,"8","267",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T02:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","174",,"28",,,,,"10119",,,"8","267",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T03:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","187",,"32",,,,,"10113",,,"8","266",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T04:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","188",,"30",,,,,"10111",,,"8","266",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T05:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","217",,"41",,,,,"10111",,,"8","266",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRLL2","2018-09-06T05:00:00","10.90","-23.60",,,"1","4","0","0","1","3","1","0","110","4","26",,"98","2","1","10180","4","0","0","250",,,"222",,,"5","5","1","4","8","9",,,,"38","8","2","283","3","992","114","5","1","2","1","F11111","1111111A1A1A11",,,"1","1",,,,,,,,,"4"
"1300001","2018-09-06T06:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","221",,"48",,,,,"10114",,,"8","266",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T07:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","225",,"47",,,,,"10116",,,"8","267",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T08:00:00","11.48","-22.98",,,"1","5","2","5",,,"11","5","219",,"36",,,,,"10121",,,"8","269",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T09:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","199",,"31",,,,,"10129",,,"8","271",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T10:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","227",,"47",,,,,"10135",,,"8","272",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T11:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","222",,"38",,,,,"10141",,,"8","272",,,,"9","266",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T12:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","233",,"58",,,,,"10137",,,"8","260",,,,"9","267",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"VRCC8","2018-09-06T12:00:00","19.10","-24.90",,,"1","5","2","5","5","3","1",,"70","4","93","1","97","2",,"10130","4","0","8","250",,,,,,"2","2","3","4","7","6",,"5","2",,"6","1","283","94","798","172","5","1","2","2","F1111F","1111A11AAA1171",,"5",,,,,,,,,,,
"1300001","2018-09-06T13:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","233",,"61",,,,,"10132",,,"8","269",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T14:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","227",,"53",,,,,"10124",,,"8","271",,,,"9","268",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T15:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","234",,"50",,,,,"10117",,,"8","271",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
"1300001","2018-09-06T16:00:00","11.49","-22.98",,,"1","5","2","5",,,"11","5","246",,"52",,,,,"10115",,,"8","269",,,,"9","269",,,,,,,,,,,,,"283","12","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,,
