"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2201555","2018-09-07T23:00:00","21.60","142.69",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","287",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T00:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T00:00:00","26.43","142.31",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T00:00:00","21.60","142.69",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T00:00:00","27.20","140.80",,,"1","6","2","5","0","0","1",,"110","4","51","1","98","2","0","10148","2","12","8","285",,,"236","1","286","2","2","2","A","0","1",,"3","1","17","8","2","228","70","798","172","5","1","2","2","111111","1111111A111111",,"5",,"0",,,,,,,,
"WAPU","2018-09-08T00:00:00","27.80","141.60",,,"1","5","2","5","4","4","1",,"130","4","36","1","98","3","0","10143",,,"8","280",,"260","252",,,"4",,"A","A","A","A",,,,,,,"228","71","798","172","5","0",,"2","F11111","111111111A1AAA",,"5",,"0",,,,,,,,
"2101594","2018-09-08T01:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T01:00:00","26.43","142.33",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T01:00:00","21.60","142.70",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T02:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T02:00:00","26.43","142.35",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T02:00:00","21.60","142.70",,,"1","4","2","5",,,"11",,,,,,,,,"10131",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T03:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T03:00:00","26.42","142.37",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T03:00:00","21.59","142.70",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T03:00:00","27.20","140.80",,,"1","6","2","5","0","0","1",,"100","4","46","1","98","2","1","10143","8","5","8","286",,,"242","1","285","6","3","2","A","3","1",,"3","1","15","8","2","228","70","798","172","5","1","2","2","111111","1111111A111111",,"5",,"1",,,,,,,,
"2101594","2018-09-08T04:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T04:00:00","26.41","142.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T04:00:00","21.59","142.71",,,"1","4","2","5",,,"11",,,,,,,,,"10122",,,"8",,,,,"9","290",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T05:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T05:00:00","26.40","142.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T05:02:00","21.59","142.71",,,"1","4","2","5",,,"11",,,,,,,,,"10118",,,"8",,,,,"9","290",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T06:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T06:00:00","26.39","142.38",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T06:00:00","21.58","142.71",,,"1","4","2","5",,,"11",,,,,,,,,"10117",,,"8",,,,,"9","290",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T06:00:00","27.20","140.80",,,"1","6","2","5","0","0","1",,"100","4","36","1","98","2","1","10137","7","6","8","286",,,"242","1","289","6","5","2","A","3","1",,"3","1","15","8","2","228","70","798","172","5","1","2","2","111111","1111111A111111",,"5",,"1",,,,,,,,
"2101594","2018-09-08T07:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T07:00:00","26.38","142.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T07:00:00","21.58","142.72",,,"1","4","2","5",,,"11",,,,,,,,,"10119",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T08:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T08:00:00","26.38","142.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T08:00:00","21.57","142.71",,,"1","4","2","5",,,"11",,,,,,,,,"10124",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T09:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T09:00:00","26.37","142.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T09:00:00","21.57","142.71",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T09:00:00","27.20","140.90",,,"1","6","2","5","0","0","1",,"80","4","67","1","98","2","8","10142","1","5","8","280",,,"233","1","287","7","5","2","A","3","1",,"3","1","15","8","2","228","70","798","172","5","1","2","1","111111","1111111A111111",,"5",,"2",,,,,,,,
"2101594","2018-09-08T10:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T10:00:00","26.37","142.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T10:00:00","21.56","142.70",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T11:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T11:00:00","26.37","142.40",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T11:00:00","21.55","142.69",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T12:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T12:00:00","26.37","142.40",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T12:00:00","21.55","142.68",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T12:00:00","27.20","140.90",,,"1","6","2","5","0","0","1",,"110","4","51","1","98","1","8","10153","1","11","8","283",,,"257","1","285","1","1","2","A","0","1",,"3","1","36",,"2","228","70","798","172","5","1","2","1","111111","1111111A111131",,"5",,"1",,,,,,,,
"WAPU","2018-09-08T12:00:00","24.70","142.20",,,"1","5","2","5","4","3","1",,"140","4","31","1","98","1","0","10143",,,"8","270",,"260","256",,,"0","0","0","9","0","0",,,,,,,"228","42","798","172","5","0",,"1","F11111","111111111A1AAA",,"5",,"0",,,,,,,,
"2101594","2018-09-08T13:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T13:00:00","26.37","142.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T13:00:00","21.55","142.67",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T14:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T14:00:00","26.37","142.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T14:00:00","21.55","142.65",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2100898","2018-09-08T15:00:00","21.56","142.97",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","291",,,,,,,,,,,,,"228","12","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T15:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T15:00:00","26.36","142.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T15:00:00","21.56","142.64",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T15:00:00","27.20","140.90",,,"1","6","2","5","0","0","1",,"110","4","67","1","98","17","8","10149","8","4","8","283",,,"243","1","288","2","1","3","A","3","0",,"3","1","36",,"2","228","70","798","172","5","1","2","1","111111","1111111A111131",,"5",,"0",,,,,,,,
"2100898","2018-09-08T16:00:00","21.56","142.97",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","291",,,,,,,,,,,,,"228","12","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T16:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T16:00:00","26.36","142.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T16:00:00","21.57","142.63",,,"1","4","2","5",,,"11",,,,,,,,,"10139",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2100898","2018-09-08T17:00:00","21.56","142.97",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","291",,,,,,,,,,,,,"228","12","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T17:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T17:00:00","26.36","142.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T17:00:00","21.57","142.63",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2100898","2018-09-08T18:00:00","21.56","142.97",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","291",,,,,,,,,,,,,"228","12","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T18:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T18:00:00","26.36","142.41",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T18:00:00","21.58","142.62",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T18:00:00","27.20","140.90",,,"1","6","2","5","0","0","1",,"110","4","57","1","98","17","8","10146","5","3","8","279",,,"239","1","286","3","2","3","A","3","0",,"3","1","36",,"2","228","70","798","172","5","1","2","1","111111","1111111A111131",,"5",,"0",,,,,,,,
"WAPU","2018-09-08T18:00:00","23.50","142.50",,,"1","5","2","5","4","3","1",,"170","4","41","1","98",,,"10138","7","3","8","278",,"256","247",,,,,"A",,"A","A",,,,,,,"228","32","798","172","5","0",,"1","F11111","111AA1111A8AA1",,"5",,,,,,,,,,
"2101594","2018-09-08T19:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T19:00:00","26.37","142.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T19:00:00","21.60","142.61",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T20:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T20:00:00","26.38","142.43",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T20:00:00","21.61","142.61",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-08T21:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T21:00:00","26.39","142.44",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T21:00:00","21.62","142.60",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-08T21:00:00","27.10","140.90",,,"1","6","2","5","0","0","1",,"150","4","41","1","98","17","8","10147","2","1","8","269",,,"265","1","284","7","6","3","A","3","1",,"2","1","14","8","2","228","70","798","172","5","1","2","2","111113","1111111A111111",,"5",,"1",,,,,,,,
"2101594","2018-09-08T23:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-08T23:00:00","26.40","142.49",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-08T23:00:00","21.63","142.61",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-09T00:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-09T00:00:00","26.40","142.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-09T00:00:00","21.64","142.61",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-09T01:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-09T01:00:00","26.39","142.54",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-09T01:00:00","21.64","142.61",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","288",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-09T02:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-09T02:00:00","26.39","142.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-09T02:00:00","21.65","142.60",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-09T03:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2101597","2018-09-09T03:00:00","26.37","142.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"228","62","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"2201555","2018-09-09T03:00:00","21.65","142.61",,,"1","4","2","5",,,"11",,,,,,,,,"10140",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"JPBN","2018-09-09T03:00:00","27.20","140.80",,,"1","6","2","5","6","1","1",,"130","4","57","1","98","2","2","10142","8","10","8","283",,,"259","1","283","7","6","2","A","3","2",,"3","1","14","7","2","228","70","798","172","5","1","2","2","111111","1111111A111111",,"5",,"2",,,,,,,,
"2201555","2018-09-09T03:59:00","21.70","142.24",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","289",,,,,,,,,,,,,"228","12","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2100898","2018-09-09T04:00:00","21.56","142.97",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","292",,,,,,,,,,,,,"228","12","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"2101594","2018-09-09T04:00:00","26.94","144.09",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,,"228","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
