"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"VRBH9","2018-09-24T12:00:00","24.40","119.10",,,"1","5","2","5","1","3","1",,"50","4","144","1","97","2","1","10107","5","1","8","280",,,,,,,"5","3","5","6","7","5",,"10","7","4","10","7","225","49","798","172","5","1","2","1","F11116","111111111A1111",,"5",,"1",,,,,
"VROB9","2018-09-24T12:00:00","23.30","117.90",,,"1","6","2","5","1","4","1",,"70","4","123","1","97","1","0","10110","4","0","8","280",,"250",,"237","1","280","1","1","1","4","A","A",,,,,,,"225","37","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"0",,,,,
"2201566","2018-09-24T13:00:00","22.66","118.93",,,"1","4","2","5",,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T14:00:00","22.66","118.93",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T15:00:00","22.66","118.93",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,,"9","279",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T16:00:00","22.66","118.93",,,"1","4","2","5",,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T17:00:00","22.67","118.93",,,"1","4","2","5",,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","278",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T18:00:00","22.65","118.94",,,"1","4","2","5",,,"11",,,,,,,,,"10066",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"C6AV5","2018-09-24T18:00:00","21.90","114.60",,,"1","6","2","5","0","0","1",,"90",,"90","1","97","3","2","10080",,,"8","280",,,,,,"270","6","6","7","8","6","6",,,,,,,"225","14","798","172","5","1","2","1","11111F","1111111AA11AAA",,"5",,"2",,,,,
"C6LG5","2018-09-24T18:00:00","24.20","118.50",,,"1","6","2","5","2","3","1",,"20","1","220","1","97","59","9","10100",,,"8","260",,"260",,"260","1","280","8","7","7","2","1","7",,"3","8",,,,"225","48","798","172","5","1","2","1","111413","111311111111AA",,"5",,"9",,,,,
"2201566","2018-09-24T19:00:00","22.65","118.94",,,"1","4","2","5",,,"11",,,,,,,,,"10061",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T20:00:00","22.65","118.94",,,"1","4","2","5",,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T21:00:00","22.58","118.89",,,"1","4","2","5",,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-24T23:00:00","22.57","118.85",,,"1","4","2","5",,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KM8","2018-09-25T00:00:00","23.00","117.20",,,"1","6","2","5","5","3","1",,"360",,"103","1","98","3","2","10120","4","0","8","250",,,,"250","3","270","8","8","A","5","A","A","36","9","4","36","9","5","225","37","798","172","5","0",,"2","111113","1111111A111111",,"5",,"2",,,,,
"VRDU8","2018-09-25T00:00:00","22.40","116.10",,,"1","6","2","5","6","3","1",,"60","1","87","1","97","2","2","10067","1","10","8","270",,"230",,"210",,"265","6","2","4","5","7","6",,"4","4",,,,"225","26","798","172","5","1","2","2","111111","111111111111A1",,"5",,"2",,,,,
"2201566","2018-09-25T01:00:00","22.57","118.85",,,"1","4","2","5",,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T02:00:00","22.60","118.80",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T03:00:00","22.60","118.80",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T04:00:00","22.60","118.80",,,"1","4","2","5",,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T05:00:00","22.58","118.78",,,"1","4","2","5",,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T06:00:00","22.58","118.78",,,"1","4","2","5",,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","277",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"CQIH4","2018-09-25T06:00:00","22.10","114.30",,,"1","6","2","5","9","0","1",,"100","4","72","1","97","0","0","10090","8","18","8","300",,"230",,"200","1","280","2","1","1","6","4","0",,"3","2","9","6","3","225","24","798","172","5","1","2","2","111114","11111111111111",,"5",,"0",,,,,
"2201566","2018-09-25T07:00:00","22.58","118.78",,,"1","4","2","5",,,"11",,,,,,,,,"10055",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T08:00:00","22.53","118.74",,,"1","4","2","5",,,"11",,,,,,,,,"10054",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2ICH9","2018-09-25T08:00:00","20.40","113.20",,,"1","6","2","5","4","3","1",,"50","4","46","1","98","2","2","10108","6","20","8","271",,"246",,"235","3","276","7",,"7","6","A","A",,"5","2","9","5","4","225","3","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,
"2201566","2018-09-25T09:00:00","22.52","118.71",,,"1","4","2","5",,,"11",,,,,,,,,"10055",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T10:00:00","22.52","118.69",,,"1","4","2","5",,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T11:00:00","22.52","118.69",,,"1","4","2","5",,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","276",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T12:00:00","22.52","118.69",,,"1","4","2","5",,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KM8","2018-09-25T12:00:00","22.10","114.80",,,"1","6","2","5","6","2","1",,"90",,"93","1","98","3","2","10100","4","0","8","270","0","250",,"241","3","280",,,"A",,"A","A","9","9","4",,,,"225","24","798","172","5","1","2","1","111111","111111111181A1",,"5",,"2",,,,,
"VRDJ3","2018-09-25T12:00:00","20.50","114.80",,,"1","6","2","5","4","3","1",,"90",,"103","1","98","2","1","10079","0","0","8","270",,"250",,"243",,"275",,,,,,,,,,,,,"225","4","798","172","5","1","2","1","111111","1111111111AAA1",,"5",,"1",,,,,
"VREM6","2018-09-25T12:00:00","20.20","119.70",,,"1","6","2","5","1","2","1",,"40",,"98","1","98","2","2","10082","2","12","8","280",,"270",,"267",,"282",,,,,,,,,,,,,"225","9","798","172","5","1","2","1","111111","1111111111AAA1",,"5",,"2",,,,,
"2201566","2018-09-25T13:00:00","22.52","118.69",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T14:00:00","22.52","118.69",,,"1","4","2","5",,,"11",,,,,,,,,"10079",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T15:00:00","22.56","118.58",,,"1","4","2","5",,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","275",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T16:00:00","22.56","118.58",,,"1","4","2","5",,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","274",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T17:00:00","22.56","118.58",,,"1","4","2","5",,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","274",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T18:00:00","22.56","118.58",,,"1","4","2","5",,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","274",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KY3","2018-09-25T18:00:00","22.70","116.40",,,"1","6","2","5","1","4","1",,"50","3","118","1","97","2","1","10094","8","11","8","263",,"225",,"209","1","269","6","3","4","4","9","6",,,,,,,"225","26","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,
"C6AV5","2018-09-25T18:00:00","21.90","114.50",,,"1","6","2","5","0","0","1",,"90",,"90","1","97","3","2","10080",,,"8","280",,,,,,"270","6","6","7","7","7","6",,,,,,,"225","14","798","172","5","1","2","1","11111F","1111111AA11AAA",,"5",,"2",,,,,
"C6LG5","2018-09-25T18:00:00","23.00","117.30",,,"1","6","2","5","5","2","1",,"30","1","150","1","97","59","9","10100",,,"8","260",,"260",,"260","1","280","8","7","3","5","9","5",,"3","8",,,,"225","37","798","172","5","1","2","1","111113","111311111111AA",,"5",,"9",,,,,
"CQHW","2018-09-25T18:00:00","23.30","117.80",,,"1","6","2","5","5","3","1",,"50","4","123","1","98","2","0","10060","1","10","8","250",,"210",,"191","3","275","4","3","4","5","3","3",,"6","7","3","6","4","225","37","798","172","5","1","2","1","111111","11111111111111",,"5",,"0",,,,,
"DJDS2","2018-09-25T18:00:00","22.30","114.50",,,"1","6","2","5","0","0","1",,"100",,"72","1","98","2","1","10093","8","5","8","266",,,,"222","1","275","6","5","7","2","1","8",,,,,,,"225","24","798","172","5","1","2","1","111111","1111111A111AA1",,"5",,"1",,,,,
"VREM6","2018-09-25T18:00:00","21.30","119.80",,,"1","6","2","5","1","2","1",,"80",,"36","1","98","2","2","10079","5","3","8","280",,"272",,"269",,"284",,,,,,,,,,,,,"225","19","798","172","5","1","2","1","111111","1111111111AAA1",,"5",,"2",,,,,
"2201566","2018-09-25T19:00:00","22.49","118.51",,,"1","4","2","5",,,"11",,,,,,,,,"10065",,,"8",,,,,,"9","274",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T20:00:00","22.46","118.49",,,"1","4","2","5",,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","273",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T21:00:00","22.46","118.49",,,"1","4","2","5",,,"11",,,,,,,,,"10060",,,"8",,,,,,"9","273",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T22:00:00","22.46","118.49",,,"1","4","2","5",,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","273",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-25T23:00:00","22.43","118.39",,,"1","4","2","5",,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T00:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10078",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DJDS2","2018-09-26T00:00:00","22.30","114.50",,,"1","6","2","5","0","0","1",,"110",,"51","1","98","2",,"10103","2","15","8","266",,,,"218","1","275","8","1","1","4","9","A","11","6","2",,,,"225","24","798","172","5","1","2","2","111111","1111A11A1111A1",,"5",,,,,,,
"2201566","2018-09-26T01:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T02:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T03:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DJDS2","2018-09-26T03:00:00","22.30","114.50",,,"1","6","2","5","0","0","1",,"120",,"31","1","97","10","5","10105","0","1","8","306",,,,"219","1","273","8","8","7","2","A","A","12","3","1","9","7","4","225","24","798","172","5","1","2","2","111112","1111111A111111",,"5",,"5",,,,,
"2201566","2018-09-26T04:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T05:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10072",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T06:00:00","22.44","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"CQIH4","2018-09-26T06:00:00","22.10","114.30",,,"1","6","2","5","9","0","1",,"120","4","41","1","97","2","2","10086","8","16","8","280",,"230",,"209","1","280","8","8","0","5","A","A",,"3","2","10","7","4","225","24","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,
"DJDS2","2018-09-26T06:00:00","22.30","114.50",,,"1","6","2","5","0","0","1",,"170",,"51","1","98","3","2","10087","8","18","8","312",,,,"208","1","275","7","6","7","2","1","8","17","5","1",,,,"225","24","798","172","5","1","2","2","111114","1111111A1111A1",,"5",,"2",,,,,
"VREM6","2018-09-26T06:00:00","23.20","119.90",,,"1","6","2","5","8","2","1",,"350",,"190","1","97","40","2","10070","7","19","8","265",,"255",,"251",,"275","4","4","1","4","0","0",,"5","3","1","7","7","225","39","798","172","5","1","2","2","111211","11111111111111",,"5",,"2",,,,,
"2201566","2018-09-26T07:00:00","22.43","118.24",,,"1","4","2","5",,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T08:00:00","22.43","118.24",,,"1","4","2","5",,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-26T09:00:00","22.40","118.21",,,"1","4","2","5",,,"11",,,,,,,,,"10066",,,"8",,,,,,"9","272",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T09:00:00","20.09","117.14",,,"1","5","2","5","1","4","1",,,,,,,,,"10058","7","4","8","275",,,,"221",,,,,,,,,,,,,,,"225","7","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-26T10:00:00","22.38","118.19",,,"1","4","2","5",,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T10:00:00","20.30","117.32",,,"1","5","2","5","1","4","1",,,,,,,,,"10059","2","3","8","273",,,,"222",,,,,,,,,,,,,,,"225","7","798","172","5","1","2","2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-26T11:00:00","22.38","118.19",,,"1","4","2","5",,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T11:00:00","20.51","117.50",,,"1","5","2","5","1","4","1",,,,,,,,,"10061","2","6","8","271",,,,"220",,,,,,,,,,,,,,,"225","7","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-26T12:00:00","22.37","118.13",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DJDS2","2018-09-26T12:00:00","22.30","114.50",,,"1","6","2","5","0","0","1",,,,,"1","97","2",,"10096","2","12","8","265",,,,"210","1","278","8","9","A","A","A","A",,,,,,,"225","24","798","172","5","1","2","1","11FF11","1211A11A113AA1",,"5",,,,,,,
"EUCDE24","2018-09-26T12:00:00","20.71","117.68",,,"1","5","2","5","1","4","1",,,,,,,,,"10069","2","11","8","270",,,,"224",,,,,,,,,,,,,,,"225","7","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-26T13:00:00","22.37","118.13",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T13:00:00","20.92","117.86",,,"1","5","2","5","1","4","1",,,,,,,,,"10073","2","14","8","268",,,,"214",,,,,,,,,,,,,,,"225","7","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"TBWUK74","2018-09-26T13:00:00","22.58","119.73",,,"1","6","2","5","8","4","1",,"20",,"154",,,,,"10060","2","6","8","271",,"241",,"227","1","300",,,,,,,,,,,,,"225","29","798","172","5","1","2","1","111111","11AAA11111AAA1",,"5",,,,,,,
"2201566","2018-09-26T14:00:00","22.39","118.08",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T14:00:00","21.14","118.05",,,"1","5","2","5","1","4","1",,,,,,,,,"10073","2","12","8","268",,,,"220",,,,,,,,,,,,,,,"225","18","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-26T15:00:00","22.39","118.08",,,"1","4","2","5",,,"11",,,,,,,,,"10084",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"CQIM6","2018-09-26T15:00:00","24.30","118.20",,,"1","6","2","5","9","0","1",,"20","4","87","1","97","2","0","10080","4","0","8","250",,"230",,"220","3","260","0","0","0","9","0","0",,"4","2","5","8","4","225","48","798","172","5","0",,"1","111111","11111111111111",,"5",,"0",,,,,
"DJDS2","2018-09-26T15:00:00","22.30","114.50",,,"1","6","2","5","0","0","1",,,,"0","1","98","3","0","10108","1","12","8","260",,,,"217","1","278","8","7","7","2","7","A","36","0","0",,,,"225","24","798","172","5","1","2","1","111111","1211111A1111A1",,"5",,"0",,,,,
"EUCDE24","2018-09-26T15:00:00","21.37","118.23",,,"1","5","2","5","1","4","1",,,,,,,,,"10069","2","0","8","268",,,,"213",,,,,,,,,,,,,,,"225","18","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA7",,"5",,,,,,,
"2201566","2018-09-26T16:00:00","22.40","118.05",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T16:00:00","21.58","118.41",,,"1","5","2","5","1","4","1",,,,,,,,,"10072","7","1","8","268",,,,"217",,,,,,,,,,,,,,,"225","18","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"2201566","2018-09-26T17:00:00","22.40","118.04",,,"1","4","2","5",,,"11",,,,,,,,,"10081",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T17:00:00","21.78","118.60",,,"1","5","2","5","1","4","1",,,,,,,,,"10065","7","8","8","269",,,,"220",,,,,,,,,,,,,,,"225","18","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"VRRI5","2018-09-26T17:00:00","20.10","119.90",,,"1","6","2","5","8","3","1",,"350","4","51","1","98","2","2","10106","4","0","8","260",,"240",,"231","3","270","8","7","7","2","7","A",,"6","4","2","12","8","225","9","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,
"2201566","2018-09-26T18:00:00","22.40","118.04",,,"1","4","2","5",,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KY3","2018-09-26T18:00:00","24.30","118.70",,,"1","6","2","5","1","4","1",,"30","3","149","1","97","2","1","10088","8","10","8","255",,"226",,"214","1","262","4","2","2","4","4","4",,,,,,,"225","48","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,
"C6AV5","2018-09-26T18:00:00","21.90","114.60",,,"1","6","2","5","0","0","1",,"110",,"20","1","98","3","2","10080",,,"8","270",,,,,,"270","7","7","8","7","7","7",,,,,,,"225","14","798","172","5","1","2","1","11111F","1111111AA11AAA",,"5",,"2",,,,,
"C6LG5","2018-09-26T18:00:00","22.20","116.90",,,"1","6","2","5","1","2","1",,"40","1","140","1","97","0","1","10100",,,"8","260",,"260",,"260","1","280","8","6","7","3","7","6",,"2","6",,,,"225","26","798","172","5","1","2","1","111113","111111111111AA",,"5",,"1",,,,,
"DJDS2","2018-09-26T18:00:00","22.30","114.50",,,"1","4","0","0","0","0","1","0",,"3",,,"97","60","8","10098","8","11","0","254",,,,"215","1","278","8",,"7","2","A","A",,,,,,,"225","24","992","114","5","1","2","1","11FF11","1111111A111AA1",,,"1","6",,,,,"4"
"EUCDE24","2018-09-26T18:00:00","22.00","118.79",,,"1","5","2","5","1","4","1",,,,,,,,,"10059","7","10","8","267",,,,"224",,,,,,,,,,,,,,,"225","28","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"VRRI5","2018-09-26T18:00:00","20.30","119.90",,,"1","6","2","5","8","3","1",,"350","4","51","1","98","2","2","10106","4","0","8","260",,"240",,"231","3","270","8","7","7","2","7","A",,"6","4","2","12","8","225","9","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,
"ZCBU6","2018-09-26T18:00:00","23.90","119.00",,,"1","4","0","0","5","5","1","0","20","4","180",,"97","2","2","10081","7","13","0","275","0","255",,"247","1","268","7","4","8","4","5","A",,"4","4","6","6","8","225","39","992","114","5","1","2","1","111211","11111111111111",,,"1","2",,,,,"4"
"2201566","2018-09-26T19:00:00","22.37","118.02",,,"1","4","2","5",,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"EUCDE24","2018-09-26T19:00:00","22.22","118.98",,,"1","5","2","5","1","4","1",,,,,,,,,"10048","7","23","8","267",,,,"219",,,,,,,,,,,,,,,"225","28","798","172","5","1","2","1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,
"VRRI5","2018-09-26T19:00:00","20.50","119.90",,,"1","6","2","5","8","3","1",,"350","4","51","1","98","2","2","10106","4","0","8","260",,"240",,"231","3","270","8","7","7","2","7","A",,"6","4","2","12","8","225","9","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,
"2201566","2018-09-26T20:00:00","22.36","118.01",,,"1","4","2","5",,,"11",,,,,,,,,"10069",,,"8",,,,,,"9","271",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
