"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"VREM6","2018-09-08T06:00:00","23.70","119.80",,,"1","6","2","5","3","4","1",,"20",,"67","1","98","2","3","10096","7","25","8","300",,"281",,"275",,"290","6","2","4","6","3","5",,"5","3","3","10","4","225","39","798","172","5","1","2","2","111111","11111111111111",,"5",,"3",,,,,
"2201566","2018-09-08T07:00:00","21.99","118.14",,,"1","4","2","5",,,"11",,,,,,,,,"10057",,,"8",,,,,,"9","314",,,,,,,,,,,,,"225","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T08:00:00","21.99","118.16",,,"1","4","2","5",,,"11",,,,,,,,,"10054",,,"8",,,,,,"9","313",,,,,,,,,,,,,"225","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T09:00:00","21.99","118.18",,,"1","4","2","5",,,"11",,,,,,,,,"10058",,,"8",,,,,,"9","308",,,,,,,,,,,,,"225","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T10:00:00","21.99","118.19",,,"1","4","2","5",,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","307",,,,,,,,,,,,,"225","18","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T11:00:00","21.99","118.19",,,"1","4","2","5",,,"11",,,,,,,,,"10071",,,"8",,,,,,"9","305",,,,,,,,,,,,,"225","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T12:00:00","21.99","118.20",,,"1","4","2","5",,,"11",,,,,,,,,"10078",,,"8",,,,,,"9","302",,,,,,,,,,,,,"225","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8SO7","2018-09-08T12:00:00","20.00","119.60",,,"1","6","2","5","4","3","1",,"280","3","62","1","97","2","0","10080","0","0","8","280",,"270",,"266","7","290","2",,"1","2","0","1",,"7","2",,,,"225","9","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,
"VREM6","2018-09-08T12:00:00","21.90","119.80",,,"1","6","2","5","4","4","1",,"330",,"72","1","98","21","2","10101","2","13","8","290",,"285",,"285",,"290","6",,,"A",,,,,,,,,"225","19","798","172","5","1","2","1","111113","11111111111AA1",,"5",,"5",,,,,
"2201566","2018-09-08T13:00:00","21.99","118.20",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","300",,,,,,,,,,,,,"225","18","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T14:00:00","22.00","118.20",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,,"9","301",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T15:00:00","22.00","118.20",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,,"9","298",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T16:00:00","22.01","118.19",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,,"9","297",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T17:00:00","22.03","118.20",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","295",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T18:00:00","22.04","118.21",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","292",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KY3","2018-09-08T18:00:00","23.30","119.90",,,"1","6","2","5","4","3","1",,"30","3","113","1","97","3","2","10092","2","2","8","270",,"251",,"244","1","287","8",,"6","3","A","A",,,,,,,"225","39","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",,,,,
"2201566","2018-09-08T19:00:00","22.06","118.22",,,"1","4","2","5",,,"11",,,,,,,,,"10072",,,"8",,,,,,"9","291",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T20:00:00","22.07","118.23",,,"1","4","2","5",,,"11",,,,,,,,,"10077",,,"8",,,,,,"9","290",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T21:00:00","22.08","118.25",,,"1","4","2","5",,,"11",,,,,,,,,"10078",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-08T23:00:00","22.09","118.29",,,"1","4","2","5",,,"11",,,,,,,,,"10087",,,"8",,,,,,"9","289",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T00:00:00","22.10","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,,"9","288",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T01:00:00","22.11","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T02:00:00","22.11","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"DGWD2","2018-09-09T02:00:00","20.60","113.50",,,"1","6","2","5","1","4","1",,"50",,"77","1","98","3","1","10109","1",,"8","300",,,,"232","3","290","6","5","7","2","7","8","5","6","2","36",,,"225","3","798","172","5","0",,"2","111111","1111111A111177",,"5",,"1","36",,,,
"2201566","2018-09-09T03:00:00","22.13","118.35",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"D5CJ4","2018-09-09T03:00:00","25.10","119.80",,,"1","6","2","5","5","4","1",,"360","3","103","1","98","3","1","10130","4","0","8","230",,,,,"3","230","8","5","7","2","2","A",,"5","5",,,,"225","59","798","172","5","0",,"2","21111F","1111111AA111A1",,"5",,"1",,,,,
"2201566","2018-09-09T04:00:00","22.13","118.37",,,"1","4","2","5",,,"11",,,,,,,,,"10096",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T05:00:00","22.13","118.37",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T06:00:00","22.11","118.40",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,,"9","287",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T07:00:00","22.10","118.41",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T08:00:00","22.09","118.42",,,"1","4","2","5",,,"11",,,,,,,,,"10089",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T09:00:00","22.09","118.42",,,"1","4","2","5",,,"11",,,,,,,,,"10091",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T10:00:00","22.09","118.42",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T11:00:00","22.09","118.42",,,"1","4","2","5",,,"11",,,,,,,,,"10098",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T12:00:00","22.10","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KY3","2018-09-09T12:00:00","22.40","119.10",,,"1","6","2","5","6","5","1",,"350","3","134","1","97","51","5","10100","3","15","8","270",,"252",,"245","1","282","8","7","7","2","7","A",,"8","7",,,,"225","29","798","172","5","1","2","1","111111","111111111111A1",,"5",,"2",,,,,
"2201566","2018-09-09T13:00:00","22.10","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10112",,,"8",,,,,,"9","286",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T14:00:00","22.13","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10115",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T15:00:00","22.15","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10113",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"D5CJ4","2018-09-09T15:00:00","22.30","116.90",,,"1","6","2","5","5","4","1",,"20","3","123","1","98","3","1","10140","1","10","8","265",,,,,"3","260","8","5","7","2","1","A",,"6","6",,,,"225","26","798","172","5","0",,"1","11111F","1111111AA111A1",,"5",,"1",,,,,
"2201566","2018-09-09T16:00:00","22.17","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10110",,,"8",,,,,,"9","285",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T17:00:00","22.19","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10105",,,"8",,,,,,"9","284",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T18:00:00","22.20","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10099",,,"8",,,,,,"9","284",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KY3","2018-09-09T18:00:00","22.20","116.90",,,"1","6","2","5","6","5","1",,"50","3","103","1","97","2","1","10130","7","2","8","255",,"226",,"214","1","280","5","3","4","5","6","4",,,,,,,"225","26","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,
"C6AV5","2018-09-09T18:00:00","21.90","114.50",,,"1","6","2","5","6","2","1",,"50",,"100","1","96","2","2","10100",,"0","8","290",,,,,,"300","5","5","2","6","1","4",,"1","2","35","1","2","225","14","798","172","5","1","2","1","11111F","1114111AA11117",,"5",,"2",,,,,
"2201566","2018-09-09T19:00:00","22.20","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T20:00:00","22.20","118.33",,,"1","4","2","5",,,"11",,,,,,,,,"10088",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T21:00:00","22.21","118.33",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T22:00:00","22.21","118.33",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-09T23:00:00","22.22","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10094",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T00:00:00","22.23","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10101",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"A8KY3","2018-09-10T00:00:00","22.10","114.60",,,"1","6","2","5","6","5","1",,"30","3","77","1","98","2","2","10135","3","3","8","276",,"246",,"235","1","282","7","6","6","2","7","A",,"4","2",,,,"225","24","798","172","5","1","2","2","111111","111111111111A1",,"5",,"2",,,,,
"D5OB2","2018-09-10T00:00:00","23.40","117.90",,,"1","6","2","5","1","3","1",,"10","1","140","1","97","3","2","10108","2","5","8","260",,,,"190","3","267","7","7","7","3","A","A",,,"6","38",,,"225","37","798","172","5","0",,"2","111111","1111111A111371",,"5",,"2",,,,,
"2201566","2018-09-10T01:00:00","22.24","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10106",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T02:00:00","22.25","118.33",,,"1","4","2","5",,,"11",,,,,,,,,"10103",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"D5OB2","2018-09-10T02:00:00","23.80","118.40",,,"1","6","2","5","1","3","1",,"30",,"154","1","97","3","2","10110","1","5","8","270","0","230",,"210","3","270","6","5","5","5","7","0","3","5","8","3","4","4","225","38","798","172","5","0",,"2","111111","11111111111111",,"5",,"2",,,,,
"2201566","2018-09-10T03:00:00","22.25","118.33",,,"1","4","2","5",,,"11",,,,,,,,,"10097",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T04:00:00","22.26","118.34",,,"1","4","2","5",,,"11",,,,,,,,,"10095",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"S6LT6","2018-09-10T04:00:00","24.60","119.50",,,"1","6","2","5","5","3","1",,"50","3","180","1","97","3","1","10110","7","30","8","270",,"220",,"198","1","270","5","5","7","2","7","0",,"4","5",,,,"225","49","798","172","5","0",,"2","111111","111111111111A1",,"5",,"1",,,,,
"S6NQ","2018-09-10T04:00:00","24.70","119.50",,,"1","6","2","5","1","4","1",,"30","4","154","1","98",,"1","10150","7","20","8","270",,"250",,"241","1","270","7","7","4","5","6","2",,"8","5","11","8","5","225","49","798","172","5","0",,"2","111111","111A1111111111",,"5",,"1",,,,,
"2201566","2018-09-10T05:00:00","22.25","118.35",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T06:00:00","22.25","118.35",,,"1","4","2","5",,,"11",,,,,,,,,"10085",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"D5OB2","2018-09-10T06:00:00","24.20","119.00",,,"1","6","2","5","1","2","1",,"10","4","180",,,"5",,"10090","7","12","8","280",,"250",,"237","3","260",,,"A",,"A","A",,"8","10","1","8","10","225","49","798","172","5","1","2","2","111211","11A1A111118111",,"5",,,,,,,
"S6LT6","2018-09-10T06:00:00","24.30","119.10",,,"1","6","2","5","5","3","1",,"50","3","113","1","97","3","2","10110","4","0","8","270",,"240",,"228","1","280","6","4","4","5","6","6",,"7","8","37","8","9","225","49","798","172","5","0",,"2","111111","11111111111171",,"5",,"2",,,,,
"2201566","2018-09-10T07:00:00","22.24","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10079",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T08:00:00","22.23","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","283",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T09:00:00","22.22","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10081",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T10:00:00","22.22","118.36",,,"1","4","2","5",,,"11",,,,,,,,,"10082",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T11:00:00","22.22","118.34",,,"1","4","2","5",,,"11",,,,,,,,,"10080",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"S6LT6","2018-09-10T11:00:00","23.50","118.20",,,"1","5","2","5","5","3","1",,"50","3","129","1","97","2","2","10140","4","0","8","250",,"220",,"207",,,"5","3","7","2","1","A",,"5","6",,,,"225","38","798","172","5","0",,"1","F11111","111111111A11A1",,"5",,"2",,,,,
"2201566","2018-09-10T12:00:00","22.23","118.32",,,"1","4","2","5",,,"11",,,,,,,,,"10081",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T13:00:00","22.26","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10090",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T14:00:00","22.27","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10093",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T15:00:00","22.28","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10086",,,"8",,,,,,"9","282",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T16:00:00","22.28","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10083",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"S6LT6","2018-09-10T16:00:00","23.10","117.40",,,"1","6","2","5","5","3","1",,"50","3","129","1","97","3","2","10100","7","10","8","260",,"230",,"218","1","270","6","6","9","5","6","0",,"4","5",,,,"225","37","798","172","5","0",,"1","111111","111111111111A1",,"5",,"2",,,,,
"2201566","2018-09-10T17:00:00","22.30","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T18:00:00","22.29","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"9HA3490","2018-09-10T18:00:00","22.70","116.60",,,"1","6","2","5","5","4","1",,"50",,"62","1","98","2","1","10088","7","16","8","241",,,,"161","3","270","2","1","1","6","4","8","5","8","2",,,,"225","26","798","172","5","0",,"1","111111","1111111A1111A1",,"5",,"1",,,,,
"VRFT7","2018-09-10T18:00:00","21.30","114.50",,,"1","6","2","5","7","3","1",,"360",,"26","1","98","1","1","10053","7","17","8","264",,"252",,"248",,"280","2","2",,"5",,,,,,,,,"225","14","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"1",,,,,
"2201566","2018-09-10T19:00:00","22.28","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10067",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"S6LT6","2018-09-10T19:00:00","22.70","116.80",,,"1","6","2","5","5","3","1",,"50","3","82","1","97","3","2","10100","4","0","8","250",,"240",,"236","1","270","6","4","4","5","6","6",,"2","2","5","5","4","225","26","798","172","5","0",,"1","111111","11111111111111",,"5",,"2",,,,,
"2201566","2018-09-10T20:00:00","22.28","118.31",,,"1","4","2","5",,,"11",,,,,,,,,"10065",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T21:00:00","22.27","118.30",,,"1","4","2","5",,,"11",,,,,,,,,"10063",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T22:00:00","22.27","118.29",,,"1","4","2","5",,,"11",,,,,,,,,"10066",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-10T23:00:00","22.27","118.28",,,"1","4","2","5",,,"11",,,,,,,,,"10068",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T00:00:00","22.27","118.27",,,"1","4","2","5",,,"11",,,,,,,,,"10073",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"S6LT6","2018-09-11T00:00:00","22.40","115.80",,,"1","5","2","5","6","3","1",,"350","3","77","1","97","2","2","10110","4","0","8","260",,"250",,"246",,,"5","3","7","2","8","7",,"2","2",,,,"225","25","798","172","5","1","2","2","F11111","111111111A11A1",,"5",,"2",,,,,
"2201566","2018-09-11T01:00:00","22.28","118.26",,,"1","4","2","5",,,"11",,,,,,,,,"10076",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T02:00:00","22.29","118.26",,,"1","4","2","5",,,"11",,,,,,,,,"10075",,,"8",,,,,,"9","281",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T03:00:00","22.30","118.26",,,"1","4","2","5",,,"11",,,,,,,,,"10074",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T04:00:00","22.30","118.26",,,"1","4","2","5",,,"11",,,,,,,,,"10070",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"3EXV3","2018-09-11T04:00:00","21.70","119.30",,,"1","6","2","5","9",,"1",,"230","3","118",,,"2",,"10080",,,"8","310",,,,,"3","300","8",,"A","A","A","A",,,"5",,,,"225","19","798","172","5","1","2","2","11111F","11A1A11AA113AA",,"5",,,,,,,
"2201566","2018-09-11T05:00:00","22.30","118.26",,,"1","4","2","5",,,"11",,,,,,,,,"10064",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T07:00:00","22.29","118.26",,,"1","4","2","5",,,"11",,,,,,,,,"10056",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T08:00:00","22.28","118.25",,,"1","4","2","5",,,"11",,,,,,,,,"10051",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T09:00:00","22.28","118.25",,,"1","4","2","5",,,"11",,,,,,,,,"10055",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T10:00:00","22.28","118.24",,,"1","4","2","5",,,"11",,,,,,,,,"10055",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T11:00:00","22.29","118.23",,,"1","4","2","5",,,"11",,,,,,,,,"10062",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
"2201566","2018-09-11T12:00:00","22.30","118.22",,,"1","4","2","5",,,"11",,,,,,,,,"10065",,,"8",,,,,,"9","280",,,,,,,,,,,,,"225","28","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,
