"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"SNDP5","2016-09-08T01:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,"0","240",,,,,"1","275",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FFFF","1AAAAA1AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T01:38:00","24.80","-177.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T01:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,"0","242",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FFFF","1AAAAA1AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T01:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,"0","243",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FFFF","1AAAAA1AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-08T01:50:00","27.90","-175.90",,,"1","4","2","0","2","1","1","0","120","4","41",,,,"10188",,,"0","291",,,,,,,,,,"A",,,,,,,,"232","75","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-08T01:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10183",,,"0","238",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T02:00:00","23.39","-171.01",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","31","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T02:00:00","27.38","-175.12",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T02:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10183","6","6","0","241",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-08T02:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10181",,,"0","240",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T02:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10178",,,"0","238",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T02:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10178",,,"0","239",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T02:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10177",,,"0",,,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","1FFF1F","1AAAA1AAA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T02:30:00","28.21","-177.36",,,"1","3","2","5",,,"5",,,,,,,,"10175",,,,"241",,,,,,,,,,,,,,,,,,"232","87","797","103","16","1","2","2","F1FF1F","1AAAA11AAAAAAA","31",,,,,,
"SNDP5","2016-09-08T02:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","241",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T02:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","243",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T02:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","241",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-08T02:49:00","27.90","-175.90",,,"1","4","2","0","1","1","1","0","120","4","36",,,,"10185",,,"0","291",,,,,,,,,,"A",,,,,,,,"232","75","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-08T02:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10173",,,"0","240",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T03:00:00","23.38","-171.04",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","31","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T03:00:00","27.39","-175.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T03:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10171","8","12","0","240",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-08T03:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10170",,,"0","237",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T03:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","238",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T03:14:00","23.38","-171.04",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","31","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T03:14:00","24.79","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T03:14:00","27.39","-175.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T03:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","237",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T03:20:00","24.79","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T03:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","241",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T03:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","243",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T03:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","244",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T03:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","244",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T03:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","246",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-08T03:48:00","27.90","-175.90",,,"1","4","2","0","7","1","1","0","110","4","26",,,,"10184",,,"0","308",,,,,,,,,,"A",,,,,,,,"232","75","992","114","5","1","2","2","F3111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-08T03:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10169",,,"0","247",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T04:00:00","23.40","-171.05",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","31","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T04:00:00","27.39","-175.11",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T04:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10170","7","13","0","249",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"4600761","2016-09-08T04:05:00","23.40","-171.05",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","31","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T04:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10171",,,"0","249",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T04:07:00","24.78","-177.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T04:09:00","24.78","-177.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T04:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10171",,,"0","250",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T04:17:00","24.77","-177.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T04:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10171",,,"0","251",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T04:21:00","24.77","-177.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T04:23:00","24.77","-177.61",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T04:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10172",,,"0","252",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T04:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10173",,,"0","252",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T04:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10173",,,"0","253",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100677","2016-09-08T04:41:00","27.40","-175.10",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","75","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T04:42:00","24.77","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T04:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","253",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T04:43:00","23.41","-171.06",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","31","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T04:46:00","24.77","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"WTEY","2016-09-08T04:47:00","28.00","-176.00",,,"1","4","2","0","7","1","1","0","150","4","41",,,,"10184",,,"0","303",,,,,,,,,,"A",,,,,,,,"232","86","992","114","5","1","2","2","F3111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-08T04:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","251",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T04:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","252",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T05:00:00","23.41","-171.06",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","31","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T05:00:00","27.40","-175.10",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T05:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174","5","9","0","254",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-08T05:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","253",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T05:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10174",,,"0","254",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T05:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","254",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T05:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10176",,,"0","255",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T05:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10176",,,"0","256",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T05:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","256",,,,,"1","274",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T05:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10176",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T05:44:00","23.41","-171.07",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","31","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T05:44:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T05:45:00","27.39","-175.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"232","75","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"WTEY","2016-09-08T05:46:00","28.10","-176.00",,,"1","4","2","0","7","1","1","0","160","4","15",,,,"10189",,,"0","279",,,,,,,,,,"A",,,,,,,,"232","86","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"5100628","2016-09-08T05:48:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T05:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T05:53:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T05:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","253",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T05:57:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600761","2016-09-08T06:00:00","23.41","-171.07",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","31","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T06:00:00","27.39","-175.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"232","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T06:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175","2","4","0","256",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"5100628","2016-09-08T06:04:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T06:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T06:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10175",,,"0","253",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T06:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10176",,,"0","252",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100677","2016-09-08T06:20:00","27.39","-175.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"232","75","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T06:21:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T06:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10176",,,"0","252",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-08T06:25:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-08T06:28:00","24.75","-177.62",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","279",,,,,,,,,,,,"232","47","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T06:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10177",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T06:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10177",,,"0",,,,,,"1","272",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","1FFF1F","1AAAA1AAA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T06:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10178",,,"0",,,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","1FFF1F","1AAAA1AAA18AAA","31","6",,,,,"4"
"WTEY","2016-09-08T06:45:00","28.00","-176.10",,,"1","4","2","0","7","1","1","0","80","4","31",,,,"10194",,,"0","277",,,,,,,,,,"A",,,,,,,,"232","86","992","114","5","1","2","1","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-08T06:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10179",,,"0",,,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","1FFF1F","1AAAA1AAA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T06:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10180",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-08T07:00:00","23.41","-171.07",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"232","31","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-08T07:00:00","27.39","-175.09",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","276",,,,,,,,,,,,"232","75","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-08T07:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10181","3","11","0","253",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-08T07:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10182",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T07:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10183",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T07:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10184",,,"0","254",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-08T07:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10185",,,"0","255",,,,,"1","273",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
