"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"SNDP5","2016-09-12T00:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10200",,,"0","281",,,,,"1","277",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T00:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10199",,,"0","281",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T00:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10199",,,"0","277",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T00:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10198",,,"0","281",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T00:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10197",,,"0","279",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-12T00:48:00","22.99","-171.56",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-12T00:48:00","24.78","-178.26",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","48","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T00:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10197",,,"0","279",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100677","2016-09-12T00:49:00","27.73","-175.18",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-12T00:52:00","24.78","-178.26",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T00:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10197",,,"0","281",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-12T00:55:00","27.80","-176.00",,,"1","4","2","0","7","1","1","0","90","4","26",,,,"10209",,,"0","291",,,,,,,,,,"A",,,,,,,,"232","76","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"4600761","2016-09-12T01:00:00","22.99","-171.56",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","21","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T01:00:00","27.73","-175.18",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","282",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T01:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10196","8","11","0","278",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-12T01:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","278",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","283",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","283",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","280",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","282",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","283",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","283",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0",,,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","1FFF1F","1AAAA1AAA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T01:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","282",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-12T01:54:00","27.80","-176.00",,,"1","4","2","0","1","1","1","0","80","4","31",,,,"10205",,,"0","292",,,,,,,,,,"A",,,,,,,,"232","76","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"4600761","2016-09-12T02:00:00","22.97","-171.58",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","277",,,,,,,,,,,,"232","21","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T02:00:00","27.73","-175.19",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T02:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194","6","11","0","278",,,,,"1","278",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-12T02:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","280",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T02:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T02:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","281",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T02:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,,,,"0","279",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FFFF","1AAAAA1AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T02:26:00","24.80","-178.28",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","48","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600761","2016-09-12T02:27:00","22.97","-171.58",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T02:27:00","27.73","-175.19",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-12T02:30:00","24.78","-178.26",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T02:30:00","28.21","-177.36",,,"1","3","2","5",,,"5",,,,,,,,"10194",,,,"279",,,,,,,,,,,,,,,,,,"232","87","797","103","16","1","2","2","F1FF1F","1AAAA11AAAAAAA","31",,,,,,
"5100628","2016-09-12T02:32:00","24.80","-178.28",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T02:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T02:37:00","24.80","-178.28",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T02:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10193",,,"0","282",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T02:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10193",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-12T02:53:00","27.80","-176.00",,,"1","4","2","0","8","1","1","0","60","4","31",,,,"10205",,,"0","293",,,,,,,,,,"A",,,,,,,,"232","76","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-12T02:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10193",,,"0","281",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-12T03:00:00","22.97","-171.58",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T03:00:00","27.73","-175.19",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T03:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194","6","6","0","279",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-12T03:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","279",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","277",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","280",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T03:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10193",,,"0","276",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-12T03:52:00","27.80","-176.00",,,"1","4","2","0","5","1","1","0","80","4","46",,,,"10207",,,"0","294",,,,,,,,,,"A",,,,,,,,"232","76","992","114","5","1","2","2","F1111F","11AAA11AAA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-12T03:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10193",,,"0","277",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"4600761","2016-09-12T04:00:00","22.97","-171.58",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T04:00:00","27.73","-175.19",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","283",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T04:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194","4","0","0","279",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"SNDP5","2016-09-12T04:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10194",,,"0","276",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T04:10:00","24.80","-178.29",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T04:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","278",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T04:13:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T04:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","277",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T04:19:00","24.80","-178.29",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-12T04:24:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T04:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10195",,,"0","275",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T04:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10196",,,"0","275",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T04:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10196",,,"0","274",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T04:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10196",,,"0","276",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T04:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10197",,,"0","276",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-12T04:51:00","27.80","-176.20",,,"1","4","2","0","6","1","1","0","80","4","41",,,,"10209",,,"0","298","0",,,,,,,,,"A",,,,,,,,"232","76","992","114","5","1","2","2","F1111F","11AAA119AA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-12T04:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10197",,,"0","274",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T04:58:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600761","2016-09-12T04:59:00","22.95","-171.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T04:59:00","27.74","-175.22",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","75","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600761","2016-09-12T05:00:00","22.95","-171.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T05:00:00","27.74","-175.22",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","75","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T05:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10198","3","4","0","274",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"5100628","2016-09-12T05:03:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T05:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10199",,,"0","274",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T05:07:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T05:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10199",,,"0","274",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T05:18:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10200",,,"0","275",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T05:24:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10201",,,"0","272",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T05:30:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10200",,,"0","273",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T05:36:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10201",,,"0","272",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T05:42:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10201",,,"0","271",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T05:48:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10201",,,"0","271",,,,,"1","280",,,,"A",,,,,,,,"232","87","995","114","16","0",,"2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"WTEY","2016-09-12T05:51:00","27.80","-176.40",,,"1","4","2","0","6","2","1","0","70","4","41",,,,"10214",,,"0","285","0",,,,,,,,,"A",,,,,,,,"232","76","992","114","5","1","2","2","F1111F","11AAA119AA8AAA",,"3",,,,,"4"
"SNDP5","2016-09-12T05:54:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10202",,,"0","270",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","2","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"5100628","2016-09-12T05:55:00","24.81","-178.31",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600761","2016-09-12T05:57:00","22.94","-171.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100628","2016-09-12T05:57:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T05:58:00","27.74","-175.22",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","75","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4600761","2016-09-12T06:00:00","22.94","-171.60",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","278",,,,,,,,,,,,"232","21","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"5100677","2016-09-12T06:00:00","27.74","-175.22",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","281",,,,,,,,,,,,"232","75","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T06:00:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10202","3","8","0","270",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","1","2","1","11FF1F","1AAAA11AA18AA1","31","6",,,,,"4"
"WTEY","2016-09-12T06:00:00","27.80","-176.30",,,"1","4","0","0","6","2","1","0","70","4","46","97",,"0","10214","2","4","0","270","0","250",,"243","1",,"1","1","8","3","8","0","2","1","32","10","4","232","76","992","114","5","1","2","1","E11111","111A1111191111",,"1","0",,,,"4"
"5100628","2016-09-12T06:05:00","24.81","-178.30",,,"1","4","2","5",,,"11",,,,,,,,,,,"8",,,,,,"9","280",,,,,,,,,,,,"232","48","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"SNDP5","2016-09-12T06:06:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10202",,,"0","272",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
"SNDP5","2016-09-12T06:12:00","28.22","-177.36",,,"1","4","2","5",,,"5",,,,,,,,"10203",,,"0","271",,,,,"1","279",,,,"A",,,,,,,,"232","87","995","114","16","0",,"1","11FF1F","1AAAA11AA18AAA","31","6",,,,,"4"
