"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4101702","2017-09-24T07:00:00","27.18","-56.42",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-24T07:00:00","25.78","-57.39",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-24T07:00:00","28.49","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","84","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-24T07:00:00","23.29","-58.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-24T07:00:00","29.89","-58.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-24T07:00:00","21.70","-55.00",,,"1","6","2","5","5","4",,"1",,"110",,"30",,,,,"10172","8","10","8","270",,,"241","1","286",,,,,,,,,,,,,"244","15","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-24T07:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"100","1","60",,,,,"10155",,,"8","278",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T07:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"100","1","60",,,,,"10156",,,"8","278",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T07:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","60",,,,,"10155",,,"8","277",,,"231",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T07:40:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","100","1","60",,,,,"10155",,,,"278",,,"231",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-24T07:45:00","24.48","-54.98",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T07:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","60",,,,,"10156",,,,"277",,,"229",,,,,,,,,,"5","1","0","11","3","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA17A",,,"6",,,,,,,,,,,,,"4"
"1300516","2017-09-24T07:56:00","29.42","-53.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","280",,,,,,,,,,,,,"244","93","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"3201558","2017-09-24T08:00:00","28.94","-56.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T08:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","60",,,,,"10156","6","10",,"277",,,"229",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-24T08:00:00","27.17","-56.42",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-24T08:00:00","25.77","-57.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","282",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-24T08:00:00","28.49","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10175",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","84","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-24T08:00:00","23.29","-58.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-24T08:00:00","29.89","-58.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-24T08:00:00","21.50","-55.20",,,"1","6","2","5","5","4",,"1",,"110",,"30",,,,,"10168","6","13","8","269",,,"240","1","286",,,,,,,,,,,,,"244","15","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-24T08:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","60",,,,,"10157",,,"8","277",,,"226",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-24T08:13:00","29.42","-53.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-24T08:15:00","24.48","-54.99",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T08:15:00","22.35","-58.86",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T08:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","50",,,,,"10157",,,"8","278",,,"229",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-24T08:25:00","29.41","-53.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T08:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","50",,,,,"10157",,,"8","277",,,"231",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T08:40:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","60",,,,,"10158",,,,"277",,,"230",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-24T08:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","60",,,,,"10159",,,,"278",,,"232",,,,,,,,,,"4","1","4","11","3","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-24T09:00:00","28.94","-56.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","86","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T09:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","50",,,,,"10160","5","0",,"278",,,"234",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-24T09:00:00","27.17","-56.42",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-24T09:00:00","25.77","-57.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10176",,,"8",,,,,"9","282",,,,,,,,,,,,,"244","57","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-24T09:00:00","28.49","-54.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","84","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-24T09:00:00","23.28","-58.22",,,"1","4","2","5",,,,"11",,,,,,,,,"10169",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-24T09:00:00","29.89","-58.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-24T09:00:00","21.20","-55.50",,,"1","6","2","5","5","4",,"1",,"120",,"30",,,,,"10169","5","5","8","272",,,"230","1","286",,,,,,,,,,,,,"244","15","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-24T09:10:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","50",,,,,"10160",,,,"277",,,"229",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-24T09:15:00","24.48","-54.97",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T09:15:00","22.32","-58.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T09:20:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","120","1","50",,,,,"10160",,,,"278",,,"231",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"1300516","2017-09-24T09:28:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T09:30:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","50",,,,,"10160",,,,"278",,,"236",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-24T09:30:00","24.48","-54.97",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T09:30:00","22.33","-58.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-24T09:37:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T09:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"100","1","50",,,,,"10160",,,"8","277",,,"234",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-24T09:43:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-24T09:45:00","24.48","-54.98",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T09:45:00","22.33","-58.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-24T09:46:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-24T09:49:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T09:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","100","1","50",,,,,"10161",,,,"278",,,"232",,,,,,,,,,"4","1","1","11","3","244","18","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"2ICJ5","2017-09-24T10:00:00","28.50","-59.40",,,"1","6","2","5","6","3",,"1",,"90","4","36","1","98","2","2","10211","7","10","8","250",,"230","220","1","280","4","4","2","4","0","0",,"2","1","5","6","4","244","89","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,,,,,
"3201558","2017-09-24T10:00:00","28.94","-56.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T10:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","50",,,,,"10162","3","7","8","279",,,"235",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4101702","2017-09-24T10:00:00","27.17","-56.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10178",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-24T10:00:00","25.76","-57.40",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","282",,,,,,,,,,,,,"244","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-24T10:00:00","28.49","-54.63",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","84","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-24T10:00:00","23.28","-58.22",,,"1","4","2","5",,,,"11",,,,,,,,,"10171",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-24T10:00:00","29.89","-58.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-24T10:00:00","21.00","-55.70",,,"1","6","2","5","5","4",,"1",,"100",,"45",,,,,"10166","6","6","8","272",,,"239","1","286",,,,,,,,,,,,,"244","15","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-24T10:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","50",,,,,"10162",,,"8","276",,,"237",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T10:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"90","1","50",,,,,"10165",,,"8","275",,,"238",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T10:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"120","1","50",,,,,"10165",,,"8","277",,,"231",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T10:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"120","1","50",,,,,"10165",,,"8","279",,,"228",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-24T10:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","120","1","50",,,,,"10166",,,,"280",,,"231",,,,,,,,,,"4","1","1","11","3","244","18","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-24T11:00:00","28.95","-56.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T11:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","40",,,,,"10167","3","10","8","280",,,"230",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4100606","2017-09-24T11:00:00","24.48","-54.98",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-24T11:00:00","27.18","-56.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-24T11:00:00","25.76","-57.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","282",,,,,,,,,,,,,"244","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-24T11:00:00","28.48","-54.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","84","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-24T11:00:00","23.27","-58.23",,,"1","4","2","5",,,,"11",,,,,,,,,"10174",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4201512","2017-09-24T11:00:00","29.89","-58.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T11:00:00","22.31","-58.89",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-24T11:00:00","20.80","-56.00",,,"1","6","2","5","5","4",,"1",,"130",,"40",,,,,"10173","3","5","8","281",,,"235","1","285",,,,,,,,,,,,,"244","6","798","172","5","1","2","2","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-24T11:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","40",,,,,"10170",,,"8","281",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-24T11:13:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-24T11:15:00","24.48","-54.98",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T11:15:00","22.32","-58.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T11:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","40",,,,,"10170",,,"8","281",,,"233",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-24T11:25:00","29.41","-53.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-24T11:28:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T11:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"120","1","40",,,,,"10170",,,"8","281",,,"232",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-24T11:30:00","24.48","-54.98",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","44","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-24T11:30:00","22.32","-58.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,,"244","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-24T11:40:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T11:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","40",,,,,"10172",,,"8","281",,,"232",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-24T11:44:00","29.41","-53.61",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"244","93","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T11:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","110","1","40",,,,,"10172",,,,"281",,,"235",,,,,,,,,,"4","1","1","11","3","244","18","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"3201558","2017-09-24T12:00:00","28.95","-56.16",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"244","86","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-24T12:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"110","1","40",,,,,"10171","3","11","8","281",,,"236",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4101702","2017-09-24T12:00:00","27.18","-56.43",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-24T12:00:00","25.76","-57.41",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","283",,,,,,,,,,,,,"244","57","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
