"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","ICE_ACCR_ON_SHIP","THICKNESS_OF_I","RATE_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"4101702","2017-09-04T07:00:00","26.77","-54.89",,,"1","4","2","5",,,,"11",,,,,,,,,"10179",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-04T07:00:00","25.40","-58.03",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-04T07:00:00","28.73","-57.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-04T07:00:00","23.44","-58.93",,,"1","4","2","5",,,,"11",,,,,,,,,"10155",,,"8",,,,,"9","284",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T07:00:00","21.19","-54.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-04T07:00:00","27.30","-56.17",,,"1","4","2","5",,,,"11",,,,,,,,,"10186",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","76","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-04T07:00:00","23.10","-54.40",,,"1","6","2","5","1","4",,"1",,"100",,"115",,,,,"10139","7","10","8","278",,,"246","1","285",,,,,,,,,,,,,"244","34","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"1300528","2017-09-04T07:07:00","25.97","-58.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T07:08:00","28.71","-51.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T07:09:00","22.68","-52.84",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T07:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"50","1","100",,,,,"10135",,,"8","285",,,"241",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11211","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300528","2017-09-04T07:11:00","25.94","-58.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T07:13:00","28.71","-51.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-04T07:15:00","24.79","-51.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T07:15:00","21.15","-54.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T07:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"50","1","90",,,,,"10135",,,"8","286",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-04T07:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"60","1","90",,,,,"10134",,,"8","285",,,"244",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-04T07:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"50","1","90",,,,,"10135",,,"8","285",,,"243",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-04T07:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","90",,,,,"10134",,,,"285",,,"243",,,,,,,,,,"7","3","8","12","3","244","18","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300869","2017-09-04T08:00:00","24.79","-59.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10158",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"3201558","2017-09-04T08:00:00","29.68","-57.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"244","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T08:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","80",,,,,"10135","6","15",,"285",,,"243",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-04T08:00:00","24.79","-51.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-04T08:00:00","26.77","-54.90",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-04T08:00:00","25.39","-58.04",,,"1","4","2","5",,,,"11",,,,,,,,,"10167",,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-04T08:00:00","28.74","-57.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-04T08:00:00","23.44","-58.94",,,"1","4","2","5",,,,"11",,,,,,,,,"10153",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T08:00:00","21.14","-54.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-04T08:00:00","27.31","-56.19",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","76","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-04T08:00:00","23.30","-54.10",,,"1","6","2","5","1","4",,"1",,"110",,"120",,,,,"10140","5","7","8","260",,,"239","1","284",,,,,,,,,,,,,"244","34","798","172","5","1","2","1","111111","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-04T08:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"50","1","90",,,,,"10133",,,"8","284",,,"245",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100606","2017-09-04T08:15:00","24.79","-51.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T08:15:00","21.14","-54.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T08:18:00","22.69","-52.83",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T08:20:00","28.72","-51.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-04T08:20:00","25.94","-58.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T08:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"50","1","90",,,,,"10133",,,"8","284",,,"242",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100044","2017-09-04T08:30:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","80",,,,,"10133",,,,"284",,,"243",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-04T08:40:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","40","1","90",,,,,"10134",,,,"284",,,"245",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11211","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-04T08:45:00","24.79","-51.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T08:45:00","21.14","-54.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T08:46:00","28.72","-51.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T08:50:00","28.72","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T08:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","40","1","90",,,,,"10135",,,,"284",,,"244",,,,,,,,,,"6","3","9","13","3","244","18","793","103","6","1","2","1","F11211","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"4100954","2017-09-04T08:50:00","22.70","-52.83",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-04T08:51:00","25.94","-58.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T08:53:00","28.72","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T08:53:00","22.70","-52.83",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300869","2017-09-04T09:00:00","24.79","-59.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10160",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","49","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"3201558","2017-09-04T09:00:00","29.67","-57.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"244","97","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T09:00:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","90",,,,,"10136","6","4",,"284",,,"244",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,,,,,,,,,,,"4"
"4101702","2017-09-04T09:00:00","26.77","-54.90",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-04T09:00:00","25.39","-58.05",,,"1","4","2","5",,,,"11",,,,,,,,,"10169",,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-04T09:00:00","28.75","-57.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-04T09:00:00","23.43","-58.95",,,"1","4","2","5",,,,"11",,,,,,,,,"10155",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","38","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-04T09:00:00","27.32","-56.20",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","76","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-04T09:00:00","23.50","-53.90",,,"1","6","2","5","1","4",,"1",,"110",,"120","1","97","2","2","10145","3","4","8","269",,,"244","1","283","6","4","5","6","4","6",,"6","4","30","6","4","244","33","798","172","5","1","2","1","111111","1111111A111111",,"5",,"2",,,,,,,,,,,,
"4100044","2017-09-04T09:10:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","80",,,,,"10136",,,,"284",,,"244",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-04T09:20:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","50","1","80",,,,,"10136",,,,"285",,,"247",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100044","2017-09-04T09:30:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","40","1","80",,,,,"10135",,,,"285",,,"247",,,,,,,,,,,,,,,"244","18","793","103","6","1","2","1","F11211","11AAA11A1AAAAA",,,"6",,,,,,,,,,,,,"4"
"4100606","2017-09-04T09:30:00","24.79","-51.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T09:30:00","21.13","-54.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T09:40:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"40","1","80",,,,,"10135",,,"8","285",,,"249",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","1","F11211","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300528","2017-09-04T09:45:00","25.94","-58.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-04T09:45:00","24.78","-51.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T09:45:00","21.14","-54.68",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T09:46:00","28.73","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T09:47:00","22.71","-52.82",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T09:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","40","1","90",,,,,"10136",,,,"285",,,"247",,,,,,,,,,"7","3","8","13","3","244","18","793","103","6","1","2","2","F11211","11AAA11A1AA11A",,,"6",,,,,,,,,,,,,"4"
"1300516","2017-09-04T09:53:00","28.72","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-04T09:53:00","25.94","-58.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T09:53:00","22.71","-52.81",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-04T09:57:00","25.94","-58.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T09:57:00","22.71","-52.82",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T09:58:00","28.73","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300869","2017-09-04T10:00:00","24.79","-59.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10162",,,"8",,,,,"9","289",,,,,,,,,,,,,"244","49","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"3201558","2017-09-04T10:00:00","29.67","-57.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,,"244","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T10:00:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"50","1","90",,,,,"10136","4","0","8","285",,,"248",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAA1",,,,,,,,,,,,,,,,
"4100606","2017-09-04T10:00:00","24.78","-51.75",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4101702","2017-09-04T10:00:00","26.77","-54.91",,,"1","4","2","5",,,,"11",,,,,,,,,"10181",,,"8",,,,,"9","285",,,,,,,,,,,,,"244","64","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101703","2017-09-04T10:00:00","25.38","-58.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10172",,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101713","2017-09-04T10:00:00","28.75","-57.07",,,"1","4","2","5",,,,"11",,,,,,,,,"10189",,,"8",,,,,"9","290",,,,,,,,,,,,,"244","87","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4101741","2017-09-04T10:00:00","23.43","-58.96",,,"1","4","2","5",,,,"11",,,,,,,,,"10157",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","38","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T10:00:00","21.13","-54.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4400768","2017-09-04T10:00:00","27.32","-56.22",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","286",,,,,,,,,,,,,"244","76","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,,,,
"BATFR15","2017-09-04T10:00:00","23.80","-53.70",,,"1","6","2","5","1","4",,"1",,"120",,"140",,,,,"10147","3","8","8","276",,,"250","1","283",,,,,,,,,,,,,"244","33","798","172","5","1","2","2","111311","11AAA11A11AAA1",,"5",,,,,,,,,,,,,,
"4100044","2017-09-04T10:10:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"70","1","80",,,,,"10137",,,"8","278",,,"251",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"1300516","2017-09-04T10:13:00","28.73","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100606","2017-09-04T10:15:00","24.78","-51.74",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","41","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4300577","2017-09-04T10:15:00","21.13","-54.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","14","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T10:20:00","28.74","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"1300528","2017-09-04T10:20:00","25.94","-58.31",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,,"244","58","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T10:20:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"40","1","90",,,,,"10139",,,"8","278",,,"250",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11211","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
"4100954","2017-09-04T10:20:00","22.71","-52.81",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"1300516","2017-09-04T10:25:00","28.74","-51.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"244","81","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,,,,
"4100954","2017-09-04T10:25:00","22.71","-52.81",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"244","22","798","172","7","1","2","2","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,,,,,,,,,
"4100044","2017-09-04T10:30:00","21.60","-58.60",,,"1","4","2","5",,,,"11",,"40","1","90",,,,,"10138",,,"8","279",,,"253",,,,,,,,,,,,,,,"244","18","798","172","6","1","2","2","F11211","11AAA11A1AAAAA",,,,,,,,,,,,,,,,
