"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1300603","2017-09-11T17:01:00","26.37","-32.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"246","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T17:12:00","26.37","-32.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"246","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T17:40:00","29.93","-34.46",,,"1","3","2","5",,,,"11",,,,,,,,,"10194",,,"0",,,,,,"261",,,,,,,,,,,,,"246","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T17:55:00","22.35","-36.90",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"246","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-11T18:00:00","22.00","-38.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"246","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-11T18:00:00","22.04","-31.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-11T18:00:00","20.78","-34.92",,,"1","4","2","5",,,,"11",,,,,,,,,"10154",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","4","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-11T18:00:00","23.75","-32.67",,,"1","4","2","5",,,,"11",,,,,,,,,"10174",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-11T18:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","74",,"83",,,,,"10147",,,"8","270",,,,"9","271",,,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-11T18:00:00","25.63","-35.05",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-11T18:00:00","27.62","-33.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"246","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-11T18:00:00","28.49","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10197",,,"8",,,,,"9","263",,,,,,,,,,,,,"246","84","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-11T18:00:00","26.50","-33.75",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","261",,,,,,,,,,,,,"246","63","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-11T18:00:00","27.17","-39.83",,,"1","4","2","5",,,,"11",,,,,,,,,"10182",,,"8",,,,,"9","273",,,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T18:40:00","29.94","-34.47",,,"1","3","2","5",,,,"11",,,,,,,,,"10195",,,"0",,,,,,"260",,,,,,,,,,,,,"246","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T18:47:00","26.37","-32.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"246","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T18:51:00","26.37","-32.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"246","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T18:56:00","22.36","-36.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","269",,,,,,,,,,,,,"246","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-11T19:00:00","22.00","-38.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"246","28","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-11T19:00:00","22.04","-31.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-11T19:00:00","20.79","-34.92",,,"1","4","2","5",,,,"11",,,,,,,,,"10158",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","4","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-11T19:00:00","23.75","-32.67",,,"1","4","2","5",,,,"11",,,,,,,,,"10173",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-11T19:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11",,"80",,"85",,,,,"10152",,,"8","271",,,,"9","271",,,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-11T19:00:00","25.63","-35.05",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","264",,,,,,,,,,,,,"246","55","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-11T19:00:00","27.62","-33.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"246","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-11T19:00:00","28.49","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10198",,,"8",,,,,"9","263",,,,,,,,,,,,,"246","84","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-11T19:00:00","26.51","-33.80",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","63","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-11T19:00:00","27.18","-39.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10184",,,"8",,,,,"9","272",,,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T19:40:00","29.94","-34.46",,,"1","3","2","5",,,,"11",,,,,,,,,"10197",,,"0",,,,,,"260",,,,,,,,,,,,,"246","94","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T19:43:00","26.37","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"246","62","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T19:55:00","22.36","-36.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","268",,,,,,,,,,,,,"246","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-11T20:00:00","21.99","-38.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","18","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-11T20:00:00","22.05","-31.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"246","21","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-11T20:00:00","20.79","-34.92",,,"1","4","2","5",,,,"11",,,,,,,,,"10163",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","4","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-11T20:00:00","23.75","-32.68",,,"1","4","2","5",,,,"11",,,,,,,,,"10174",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","32","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-11T20:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","82",,"92",,,,,"10154",,,"8","268",,,,"9","270",,,,,,,,,,,,,"246","7","798","172","6","0",,"2","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-11T20:00:00","25.63","-35.05",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","263",,,,,,,,,,,,,"246","55","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-11T20:00:00","27.63","-33.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-11T20:00:00","28.49","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10196",,,"8",,,,,"9","263",,,,,,,,,,,,,"246","84","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-11T20:00:00","26.51","-33.80",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","63","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-11T20:00:00","27.18","-39.83",,,"1","4","2","5",,,,"11",,,,,,,,,"10187",,,"8",,,,,"9","270",,,,,,,,,,,,,"246","79","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T20:19:00","26.37","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T20:40:00","29.95","-34.48",,,"1","3","2","5",,,,"11",,,,,,,,,"10199",,,"0",,,,,,"260",,,,,,,,,,,,,"246","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T20:55:00","22.37","-36.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-11T21:00:00","22.00","-38.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-11T21:00:00","22.05","-31.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-11T21:00:00","20.79","-34.93",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-11T21:00:00","23.75","-32.68",,,"1","4","2","5",,,,"11",,,,,,,,,"10177",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-11T21:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","86",,"82",,,,,"10159",,,"8","269",,,,"9","270",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-11T21:00:00","25.63","-35.05",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","263",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-11T21:00:00","27.63","-33.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-11T21:00:00","28.49","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10201",,,"8",,,,,"9","263",,,,,,,,,,,,,"246","84","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-11T21:00:00","26.47","-33.75",,,"1","4","2","5",,,,"11",,,,,,,,,"10192",,,"8",,,,,"9","260",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-11T21:00:00","27.18","-39.83",,,"1","4","2","5",,,,"11",,,,,,,,,"10188",,,"8",,,,,"9","268",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T21:17:00","26.36","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T21:20:00","26.36","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T21:40:00","29.96","-34.50",,,"1","3","2","5",,,,"11",,,,,,,,,"10199",,,"0",,,,,,"260",,,,,,,,,,,,,"246","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T21:53:00","26.36","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T21:55:00","22.37","-36.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T21:56:00","26.36","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-11T22:00:00","22.00","-38.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T22:00:00","26.38","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-11T22:00:00","22.06","-31.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-11T22:00:00","20.78","-34.93",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-11T22:00:00","23.75","-32.68",,,"1","4","2","5",,,,"11",,,,,,,,,"10183",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-11T22:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","68",,"83",,,,,"10162",,,"8","268",,,,"9","270",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-11T22:00:00","25.63","-35.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10196",,,"8",,,,,"9","262",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-11T22:00:00","27.63","-33.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-11T22:00:00","28.49","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10206",,,"8",,,,,"9","262",,,,,,,,,,,,,"246","84","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-11T22:00:00","26.47","-33.75",,,"1","4","2","5",,,,"11",,,,,,,,,"10196",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-11T22:00:00","27.18","-39.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10190",,,"8",,,,,"9","268",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"TBWUK35","2017-09-11T22:00:00","27.00","-38.70",,,"1","6","2","5","5","1",,"1",,"140","4","57","1","98","3","2","10200","4","0","8","270",,"270","270","1","280","3",,"2","4","0","0",,"10","2",,,,"246","78","798","172","5","1","2","1","111113","111111111111A1",,"5",,"2",,,,,,,,
"1300603","2017-09-11T22:27:00","26.37","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T22:32:00","26.37","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T22:40:00","29.96","-34.50",,,"1","3","2","5",,,,"11",,,,,,,,,"10205",,,"0",,,,,,"260",,,,,,,,,,,,,"246","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T22:56:00","22.38","-36.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-11T23:00:00","22.00","-38.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-11T23:00:00","22.07","-31.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-11T23:00:00","20.78","-34.93",,,"1","4","2","5",,,,"11",,,,,,,,,"10167",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-11T23:00:00","23.75","-32.69",,,"1","4","2","5",,,,"11",,,,,,,,,"10192",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-11T23:00:00","20.02","-37.85",,,"1","5","2","5",,,,"11","5","72",,"72",,,,,"10164",,,"8","269",,,,"9","270",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-11T23:00:00","25.63","-35.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10203",,,"8",,,,,"9","262",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-11T23:00:00","27.63","-33.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-11T23:00:00","28.49","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10211",,,"8",,,,,"9","262",,,,,,,,,,,,,"246","84","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-11T23:00:00","26.47","-33.80",,,"1","4","2","5",,,,"11",,,,,,,,,"10201",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-11T23:00:00","27.18","-39.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10195",,,"8",,,,,"9","267",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-11T23:19:00","26.37","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"4400521","2017-09-11T23:40:00","29.97","-34.51",,,"1","3","2","5",,,,"11",,,,,,,,,"10207",,,"0",,,,,,"260",,,,,,,,,,,,,"246","94","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1301522","2017-09-11T23:55:00","22.39","-36.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","26","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1300597","2017-09-12T00:00:00","22.02","-38.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","267",,,,,,,,,,,,,"246","28","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1301506","2017-09-12T00:00:00","22.08","-31.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"246","21","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"1501531","2017-09-12T00:00:00","20.78","-34.94",,,"1","4","2","5",,,,"11",,,,,,,,,"10168",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","4","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1501534","2017-09-12T00:00:00","23.75","-32.69",,,"1","4","2","5",,,,"11",,,,,,,,,"10195",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","32","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4100139","2017-09-12T00:00:00","20.02","-37.86",,,"1","5","2","5",,,,"11","5","61",,"74",,,,,"10163",,,"8","268",,,,"9","270",,,,,,,,,,,,,"246","7","798","172","6","0",,"1","111111","11AAA11AA1AAAA",,,,,,,,,,,,
"4400517","2017-09-12T00:00:00","25.63","-35.06",,,"1","4","2","5",,,,"11",,,,,,,,,"10205",,,"8",,,,,"9","262",,,,,,,,,,,,,"246","55","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"4400745","2017-09-12T00:00:00","27.62","-33.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"246","73","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
"6200940","2017-09-12T00:00:00","28.50","-34.26",,,"1","4","2","5",,,,"11",,,,,,,,,"10213",,,"8",,,,,"9","262",,,,,,,,,,,,,"246","84","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203503","2017-09-12T00:00:00","26.47","-33.80",,,"1","4","2","5",,,,"11",,,,,,,,,"10205",,,"8",,,,,"9","259",,,,,,,,,,,,,"246","63","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"6203504","2017-09-12T00:00:00","27.18","-39.82",,,"1","4","2","5",,,,"11",,,,,,,,,"10198",,,"8",,,,,"9","266",,,,,,,,,,,,,"246","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,
"1300603","2017-09-12T00:04:00","26.37","-32.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"246","62","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,
