"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","IND_FOR_PRECIP"
"CQCU","2017-09-15T21:00:00","21.60","-114.90",,,"1","6","2","5","3","4",,"1",,"350","4","82","1","98","2","2","10116","7","26","8","260",,"230","218","3","250","4","3","1","3","4","5",,"4","2","16","12","5","238","14","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,
"CQCU","2017-09-16T00:00:00","20.90","-114.30",,,"1","6","2","5","3","4",,"1",,"350","4","98","1","98","1","2","10100","6","18","8","260",,"230","218","3","260","3","2","1","2","6","A",,"5","2","16","8","5","238","4","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,
"CQIB5","2017-09-16T00:00:00","21.50","-113.10",,,"1","6","2","5","7","3",,"1",,"360","4","98","1","97",,"0","10100",,,"8","250",,,,"1","260","2","2","1","A","1","5",,"8","4",,,,"238","13","798","172","5","1","2","2","11111F","111A111AA111AA","5",,"0",,,,,,
"CQCU","2017-09-16T03:00:00","20.20","-113.60",,,"1","6","2","5","3","4",,"1",,"350","4","93","1","98","3","1","10102","0","2","8","260",,"242","235","3","250","7","6","A","5","A","A",,,,,,,"238","3","798","172","5","1","2","1","111111","11111111111AA1","5",,"1",,,,,,
"TBWUK89","2017-09-16T05:00:00","28.00","-117.20",,,"1","5","2","5","4","3",,"1",,"330","4","82","1","98","0","2","10151","2","14","8","208",,"178","158",,,"8","9","A","A","A","A",,"8","3","25","10","2","238","87","798","172","5","1","2","1","F11111","111111111A3111","5",,"2",,,,,,
"2ILJ7","2017-09-16T06:00:00","26.70","-116.60",,,"1","6","2","5","7","3",,"1",,"350","4","62","1","97","3","0","10130","4","0","8","219",,"189","171","1","230","5","5","5","4","7","A",,,,,,,"238","66","798","172","5","1","2","1","111111","11111111111AA1","5",,"0",,,,,,
"CQIB5","2017-09-16T06:00:00","23.00","-114.30",,,"1","4","0","0","7","3",,"1","0","360","4","93",,"98","2","1","10120","1","10","0","235","0","220","212","1","260",,,,"A",,,,"5","2",,,,"238","34","992","114","5","1","2","1","111111","111111111181A1",,"1","1",,,,,,"4"
"CQIB5","2017-09-16T12:00:00","23.50","-115.70",,,"1","4","0","0","6","3",,"1","0","30","4","93",,"97",,"2","10130","0",,"0","220",,,,"1","230","8",,,"6",,,,"7","4",,,,"238","35","992","114","5","1","2","1","11111F","111A111AA111A7",,"1","2",,,,,,"4"
"2ILJ7","2017-09-16T18:00:00","28.60","-119.30",,,"1","6","2","5","7","3",,"1",,"360","4","77","1","97","3","2","10160","2","20","8","220",,"183","159","1","220","4","3","4","4","6","8",,"10","4",,,,"238","89","798","172","5","1","2","2","111111","111111111111A1","5",,"2",,,,,,
"CQIB5","2017-09-16T18:00:00","23.80","-116.70",,,"1","6","2","5","7","3",,"1",,"10","4","72","1","98","2","2","10140",,,"8","240",,"210","194","1","250","7","5","2","8","7","A",,"3","1","18","4","4","238","36","798","172","5","1","2","2","111111","1111111111111A","5",,"2",,,,,,
"TBWUK89","2017-09-16T18:00:00","25.00","-117.00",,,"1","4","0","0","4","3",,"1","0","350","4","67",,"98","2","2","10158","1","11","0","240","0","198","173",,,"8","8","7","2","7","A",,"8","4","38","12","2","238","57","992","114","5","1","2","2","F11111","111111111A1111",,"1","2",,,,,,"4"
"VRHE3","2017-09-17T00:00:00","25.00","-119.30",,,"1","6","2","5","3","4",,"1",,"320","4","87","1","97",,"0","10160",,,"8","270",,"210","176","1","240","8","8","7","3","5","8",,"5","3","34","5","3","238","59","798","172","5","1","2","2","111111","111A111111111A","5",,"0","35","4","3",,,
"CQIB5","2017-09-17T06:00:00","24.60","-119.10",,,"1","4","0","0","7","3",,"1","0","50","4","62",,"98","2","2","10150","3",,"0","210","0","180","160","1","230",,,,"A",,,,"2","1",,,,"238","49","992","114","5","1","2","1","111111","111111111181A7",,"1","2",,,,,,"4"
"VRHE3","2017-09-17T06:00:00","23.80","-118.00",,,"1","6","2","5","3","4",,"1",,"20","4","87","1","98","3","2","10145","7","20","8","210",,"160","122","1","246","5","5","4","5","6","2",,"6","2","36","12","3","238","38","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,,
"VRHE3","2017-09-17T12:00:00","22.50","-116.60",,,"1","6","2","5","3","4",,"1",,"10","4","98","1","98","2","1","10110","7","20","8","220",,"180","154","1","268","8","8","A","5","A","A",,"8","3","32","8","3","238","26","798","172","5","1","2","1","111111","11111111111111","5",,"1",,,,,,
"H3VS","2017-09-17T16:00:00","29.00","-116.20",,,"1","6","2","5","4","5",,"1",,"340","3","82","1","98","3","0","10170","1","20","8","230",,"190","169","3","210","3","2","1","5","0","0",,"7","2","34","10","4","238","96","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"TBWUK89","2017-09-17T17:00:00","20.40","-116.20",,,"1","5","2","5","3","3",,"1",,"310","4","77","1","98","2","2","10143","1","9","8","261",,"255","253",,,"8","8","7","3","7","0",,"7","4","4","10","4","238","6","798","172","5","1","2","2","F11111","111111111A1111","5",,"2",,,,,,
"VRHE3","2017-09-17T18:00:00","21.30","-115.30",,,"1","6","2","5","3","4",,"1",,"340","4","93","1","98","3","2","10130","4","0","8","250",,"220","205","1","270","6","6","4","5","6","4",,"6","2","34","12","4","238","15","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,
"H3VS","2017-09-17T21:00:00","27.40","-115.10",,,"1","6","2","5","3","4",,"1",,"350","3","108","1","98","0",,"10150","6","20","8","210",,"190","180","3","220","2","1","4","4","A","A",,"10","5","36","10","5","238","75","798","172","5","1","2","2","111111","1111A111111111","5",,,"34","11","4",,,
"H9LA","2017-09-18T00:00:00","23.40","-119.20",,,"1","6","2","5","3","4",,"1",,"30","4","103","1","97","3",,"10127","6","9","8","230","0","200","186","1","210","7","7","3","5","4","2",,"2","2","20","3","3","238","39","798","172","5","1","2","2","111111","1111A111111111","5",,,,,,,,
"VRHE3","2017-09-18T00:00:00","20.40","-113.70",,,"1","6","2","5","3","4",,"1",,"320","4","82","1","98","3","2","10110","4","0","8","310",,"250","223","1","300","7","5","7","6","7","A",,"7","3","33","8","3","238","3","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,
"H3VS","2017-09-18T01:00:00","26.50","-114.20",,,"1","6","2","5","3","4",,"1",,"320","3","103","1","98",,"0","10130","7","30","8","230",,"210","201","3","230","2","2","0","7","4","0",,"12","4",,,,"238","64","798","172","5","1","2","2","111111","111A11111111A1","5",,"0",,,,,,
"A8NQ7","2017-09-18T04:00:00","20.90","-111.50",,,"1","5","2","5","7","4",,"1",,"270",,"144","1","97","63",,,"7","35","8","240",,,,,,"8","6","9","5","2","A",,,"5",,,,"238","1","798","172","5","0",,"1","F1516F","1113A11AAA13A1","5",,,,,,,,
"H3VS","2017-09-18T04:00:00","25.80","-113.60",,,"1","6","2","5","3","4",,"1",,"310","3","93","1","97","3","0","10130","6","10","8","230",,"220","216","3","230","1","1","A","5","A","A",,"11","4","31","10","4","238","53","798","172","5","1","2","1","111111","11111111111111","5",,"0",,,,,,
"H9LA","2017-09-18T06:00:00","22.00","-117.00",,,"1","6","2","5","3","4",,"1",,"30","4","67","1","97","2","1","10143","3","5","8","220","0","200","190","1","230","3","2","A","5","A","A",,,,,,,"238","27","798","172","5","1","2","1","111111","11111111111AA1","5",,"1",,,,,,
"H3VS","2017-09-18T07:00:00","25.10","-112.90",,,"1","6","2","5","3","4",,"1",,"350","3","82","1","97","2","0","10130","6","0","8","250",,"230","222","3","230","1","1","A","A","A","A",,"10","4","35","10","5","238","52","798","172","5","1","2","1","111111","11111111111117","5",,"0",,,,,,
"H3VS","2017-09-18T09:00:00","24.60","-112.60",,,"1","6","2","5","3","4",,"1",,"10","3","87","1","98","0","0","10120","6","10","8","250",,"230","222","3","250","9","9","A","A","A","A",,"10","4",,,,"238","42","798","172","5","1","2","1","111111","111111111141A1","5",,"0",,,,,,
"H3VS","2017-09-18T12:00:00","24.00","-111.70",,,"1","6","2","5","3","4",,"1",,"70","3","41","1","98",,,"10100",,,"8","210",,"170","147","3",,,,"A",,"A","A",,"8","3",,,,"238","41","798","172","5","1","2","1","611111","111AA1111181AA","5",,,,,,,,
"H9LA","2017-09-18T12:00:00","20.70","-116.60",,,"1","6","2","5","3","4",,"1",,"360","4","113","1","98","3","1","10118","7","10","8","220","0","200","191","1","240","4","2","1","6","7","1",,"2","3","4","2","2","238","6","798","172","5","1","2","1","111111","11111111111111","5",,"1",,,,,,
"V7IK7","2017-09-18T12:00:00","21.10","-117.00",,,"1","4","0","0",,,,"1","0","30","3","103",,"97","2",,"10100",,,"0","230",,,,"3","230","8",,,"A",,,,,"4","36",,"4","238","17","992","114","5","1","2","1","11111F","1111A11AA1133A",,"1",,,,,,,"4"
"H3VS","2017-09-18T15:00:00","23.50","-110.90",,,"1","6","2","5","3","4",,"1",,"130","3","93","1","97","3","1","10130","4","0","8","290",,"260","250","3","290","5","5","A","A","A","8",,"10","5","14","10","5","238","30","798","172","5","1","2","2","112111","11111111111111","5",,"1",,,,,,
"A8NQ7","2017-09-18T16:00:00","22.20","-114.40",,,"1","5","2","5","8","4",,"1",,,,,"1","98",,,"10105","2","35","8","245",,,,,,"5","2","1","A","1","3",,,"6",,,,"238","24","798","172","5","0",,"2","F1711F","111AA11AAA13A1","5",,,,,,,,
"H3VS","2017-09-18T18:00:00","23.00","-110.20",,,"1","6","2","5","3","4",,"1",,"130","3","113","1","97","3","1","10130","6","0","8","290",,"260","250","3","290","6","6","2","4","0","8",,"11","6","18","11","6","238","30","798","172","5","1","2","2","114311","11111111111117","5",,"1",,,,,,
"V7IK7","2017-09-18T20:00:00","22.60","-119.20",,,"1","4","0","0",,,,"1","0","50","3","108",,"97","2",,"10140",,,"0","260",,,,"3","220","3",,,"A",,,,,"4","36",,"3","238","29","992","114","5","1","2","2","11211F","1111A11AA1133A",,"1",,,,,,,"4"
"A8NQ7","2017-09-18T22:00:00","23.80","-115.00",,,"1","6","2","5","6","4",,"1",,"360",,"139","1","98","2","1","10120","4","0","8","240","0","230","226","7","270","4","4","1","2","7","0","36","5","4","36","10","5","238","35","798","172","5","0",,"2","111411","11111111111111","5",,"1",,,,,,
"V7MF7","2017-09-18T23:00:00","25.60","-119.50",,,"1","6","2","5","3","3",,"1",,"30","3","67","1","98","1","2","10160","4","0","8","230",,"210","200","1","250","6","4","5","5","3","8",,"4","4","33","4","4","238","59","798","172","5","1","2","2","111111","11111111111111","5",,"1",,,,,,
"2HDG2","2017-09-19T00:00:00","23.50","-119.10",,,"1","6","2","5","3","4",,"1",,"20","4","72",,,,"2","10198","6","25","8","230",,"185","161","1","260","6","6","7","2","7","A",,,,,,,"238","39","798","172","5","1","2","2","111131","11AA1111111AA1","5",,"2",,,,,,
"A8NQ7","2017-09-19T04:00:00","25.50","-115.50",,,"1","5","2","5","8","4",,"1",,"360",,"129","1","98",,,"10120","3","20","8","200",,,,,,,,"1",,"A","6",,,"5",,,,"238","55","798","172","5","0",,"1","F1121F","111AA11AAA83A1","5",,,,,,,,
"C6QM8","2017-09-19T08:00:00","29.10","-116.00",,,"1","6","2","5","4","5",,"1",,"320","4","87","1","98",,,"10140",,,"8","195",,"170","153","3","213","1","1","1","4","0","0",,,,,,,"238","96","798","172","5","1","2","1","111111","111AA111111AAA","5",,,,,,,,
"V7MF7","2017-09-19T08:00:00","23.30","-117.90",,,"1","4","0","0","3","3",,"1","0","361","3","67",,,,,"10130","6","20","3","210","0","190","180","1","230","8","8","7","1","4","A",,,,"32","8","4","238","37","992","114","5","1","2","1","111111","12AAA111111A11",,"1",,,,,,,"4"
"C6QM8","2017-09-19T17:00:00","27.00","-114.60",,,"1","6","2","5","3","4",,"1",,"320","4","62","1","98",,"0","10130","4","0","8","200",,"190","184","3","190","0","0","0","9","0","0",,,,,,,"238","74","798","172","5","1","2","2","111111","111A1111111AA1","5",,"0",,,,,,
"2HDG2","2017-09-19T18:00:00","20.40","-114.00",,,"1","6","2","5","2","4",,"1",,"260","4","103","1","97",,"8","10163","0","0","8","250",,"240","236","1","270",,,"A",,"A","A",,"5","3",,,,"238","4","798","172","5","1","2","2","115111","111A11111181A1","5",,"2",,,,,,
"C6QM8","2017-09-19T19:00:00","26.30","-114.00",,,"1","6","2","5","3","5",,"1",,"330","4","67","1","98",,,"10140",,,"8","223",,"200","187","3","225","0","0","0","9","0","0",,"4","4","33","4","4","238","64","798","172","5","1","2","2","111111","111AA11111111A","5",,,"13","2","2",,,
"9VKU8","2017-09-20T00:00:00","20.40","-110.20",,,"1","5","2","5","6","3",,"1",,"150","4","129","1","98","3",,"10101",,,"8","270",,"250","243",,,"2","1","1","9","4","4","0",,"0",,,,"238","0","798","172","5","1","2","2","F11511","1111A1111A13AA","5",,,,,,,,
"C6QM8","2017-09-20T01:00:00","25.20","-113.00",,,"1","5","2","5","3","4",,"1",,"330","4","62","1","98",,"0","10130","4","0","8","260",,,,,,"2",,"A","A","A","A",,,,,,,"238","53","798","172","5","1","2","2","F1111F","111A111AAA1AA1","5",,"0",,,,,,
"C6QM8","2017-09-20T04:00:00","24.10","-112.00",,,"1","6","2","5","3","4",,"1",,"220","4","77","1","98","1","0","10120","4","0","8","250",,"240","235","3","220","0","0","0","9","0","0",,,,,,,"238","42","798","172","5","1","2","1","111311","11111111111AA1","5",,"0",,,,,,
"9VKU8","2017-09-20T06:00:00","21.10","-111.70",,,"1","6","2","5","6","3",,"1",,"150","4","77","1","98","3","0","10125",,,"8","270",,"210","182","1","270","2","1","A","9","A","A",,,,,,,"238","11","798","172","5","1","2","1","111312","11111111111AAA","5",,"0",,,,,,
"V7MF7","2017-09-20T08:00:00","20.30","-113.70",,,"1","6","2","5","2","3",,"1",,"180","3","72",,,,,"10110",,,"8","250",,"240","240","1","210","5","5","1","3","3","A",,,,"32","6","5","238","3","798","172","5","1","2","1","411311","11AAA111111A1A","5",,,,,,,,
"C6QM8","2017-09-20T09:00:00","23.20","-110.80",,,"1","6","2","5","3","4",,"1",,"260","4","41","1","98",,,"10125",,,"8","252",,"240","235","3","280","4","4","0","6","4","0",,,,,,,"238","30","798","172","5","1","2","1","111111","111AA111111AAA","5",,,,,,,,
"2FRE8","2017-09-20T11:00:00","26.70","-116.30",,,"1","6","2","5","2","4",,"1",,,"4",,,,"1","2","10130",,,"8","200",,"180","167","1","263","1",,"A","A","A","A",,"12","2",,,,"238","66","798","172","5","1","2","1","316111","11A111111111AA","5",,"1",,,,,,
"9VKU8","2017-09-20T18:00:00","22.40","-114.70",,,"1","4","0","0","7","3",,"1","0","130","4","103",,"98","2",,"10125","4","0","0","260","0","220","203","1","250","2","1","A","8","0","0",,"1","1","0",,,"238","24","992","114","5","1","2","2","112311","1111A111111131",,"1",,"0",,,,,"4"
"DGAF","2017-09-20T18:00:00","22.90","-111.20",,,"1","6","2","5","7","4",,"1",,"10","4","26","1","98","2","0","10123","0","3","8","277",,,"217","3","270","3","3","1","5","0","0",,,,"27","10","2","238","21","798","172","5","1","2","2","111111","1111111A111A11","5",,"0",,,,,,
"V7MF7","2017-09-20T19:00:00","20.10","-111.90",,,"1","5","2","5","2","3",,"1",,"30","3","26","1","97","3","2","10120","4","0","8","250",,"240","240",,,"7","5","6","5","4","A",,"4","4","16","4","4","238","1","798","172","5","1","2","2","F11111","111111111A1111","5",,"2",,,,,,
"2FRE8","2017-09-20T23:00:00","24.60","-113.40",,,"1","4","0","0","3","4",,"1","0","90","4","41",,"98","1","2","10110",,,"0","310","0","270","254","1","290","1","1","1","5","0","0",,"6","0","0",,,"238","43","992","114","5","1","2","2","131111","1111111111113A",,"1","2","0",,,,,"4"
"C6QM8","2017-09-21T04:00:00","23.60","-111.50",,,"1","6","2","5","7","4",,"1",,"290","4","62","1","98","1","0","10100","6","10","8","240",,"220","210","3","230","1",,"1","4","A","2",,,,,,,"238","31","798","172","5","1","2","1","111111","11111111111AA1","5",,"0",,,,,,
"DGAF","2017-09-21T06:00:00","25.90","-114.00",,,"1","6","2","5","7","4",,"1",,"310","4","41","1","98","1","1","10116","1","7","8","230",,,"198","3","260","0","0","0","9","0","0",,,,,,,"238","54","798","172","5","1","2","1","111111","1111111A111AA1","5",,"1",,,,,,
"C6QM8","2017-09-21T07:00:00","24.50","-112.30",,,"1","6","2","5","7","5",,"1",,"320","4","36","1","98",,,"10110",,,"8","243",,"220","208","3","270","4","4","A","5","7","0",,,,,,,"238","42","798","172","5","1","2","1","111111","111AA111111AAA","5",,,,,,,,
"2FRE8","2017-09-21T10:00:00","22.90","-110.80",,,"1","6","2","5","3","4",,"1",,"170","4","51",,,"1","2","10110",,,"8","240",,"220","210","1","310","1","1","A","A","A","A",,,,,,,"238","20","798","172","5","1","2","1","111111","11A11111111AAA","5",,"2",,,,,,
"C6QM8","2017-09-21T11:00:00","25.90","-113.40",,,"1","5","2","5","7","4",,"1",,"320","4","36",,,,"0","10110","4","0","8","240",,,,,,"2",,"A","A","A","A",,,,,,,"238","53","798","172","5","1","2","1","F1111F","11AA111AAA1AA1","5",,"0",,,,,,
"9VKU8","2017-09-21T12:00:00","24.20","-119.10",,,"1","6","2","5","7","4",,"1",,"10","4","87","1","97","2","2","10113","7","3","8","210",,"200","195","1","240","6","6","8","6","5","6","0","1","0",,,,"238","49","798","172","5","1","2","1","111111","111111111113A1","5",,"2",,,,,,
"A8HZ4","2017-09-21T12:00:00","29.30","-120.00",,,"1","6","2","5","3","4",,"1",,"320","4","62","1","98",,,"10150","4","0","8","200",,"180","167","1","230","8","8","7","A","A","A",,,,,,,"237","90","798","172","5","1","2","1","111111","111AA111111AA1","5",,,,,,,,
"C6QM8","2017-09-21T16:00:00","26.80","-114.40",,,"1","6","2","5","7","4",,"1",,"20","4","26","1","98","3","2","10120","1","10","8","200",,"180","167","3","220","7",,"7","2","7","A",,,,,,,"238","64","798","172","5","1","2","2","111111","11111111111AA1","5",,"2",,,,,,
"A8HZ4","2017-09-21T18:00:00","28.30","-118.20",,,"1","6","2","5","3","4",,"1",,"300","4","93",,,,,"10150",,,"8","230",,"200","183","1","200","6",,"7","2","7","A",,,,,,,"238","88","798","172","5","1","2","2","111111","11AAA111111AAA","5",,,,,,,,
"DGAF","2017-09-21T18:00:00","29.00","-116.50",,,"1","6","2","5","7","4",,"1",,"320","4","57","1","98","3","1","10131","0","4","8","225",,,"141","3","220","7","7","7","A","7","A",,,"2","31","12","5","238","96","798","172","5","1","2","2","111111","1111111A111311","5",,"1",,,,,,
"C6QM8","2017-09-21T19:00:00","27.60","-115.20",,,"1","6","2","5","7","4",,"1",,"340","4","62","1","98",,,"10110",,,"8","202",,"180","166","3","200","2","2","0","7","4","0",,"8","4","31","8","4","238","75","798","172","5","1","2","2","111111","111AA11111111A","5",,,,,,,,
"C6QM8","2017-09-21T20:00:00","27.90","-115.40",,,"1","6","2","5","7","5",,"1",,"330","4","41","1","98",,,"10120",,,"8","200",,"180","167","3","200","0","0","0","9","0","0",,"9","7","31","8","7","238","75","798","172","5","1","2","2","111111","111AA11111111A","5",,,,,,,,
"A8HZ4","2017-09-22T00:00:00","27.20","-116.40",,,"1","6","2","5","3","4",,"1",,"320","4","62","1","98",,,"10130","7","20","8","220",,"180","154","1","250","5","5","5","5","A","A",,"7","4","32","7","4","238","76","798","172","5","1","2","2","111111","111AA111111111","5",,,,,,,,
"D5KA4","2017-09-22T00:00:00","28.80","-118.40",,,"1","6","2","5","3","4",,"1",,"350","3","77","1","98","2","0","10125","5","11","8","201",,,"161","3","210","3",,"4","5","A","A",,"5","2","32","10","5","238","88","798","172","5","1","2","2","111111","1111111A111111","5",,"0",,,,,,
"VRME7","2017-09-22T00:00:00","28.70","-119.90",,,"1","6","2","5","3","4",,"1",,"350","4","82","1","97","3","2","10080","6","10","8","190",,"180","174","3","213","7","6","6","2","7","0",,"4","3","34","6","6","238","89","798","172","5","1","2","2","111111","11111111111111","5",,"2",,,,,,
"VROQ8","2017-09-22T03:00:00","23.50","-116.10",,,"1","4","0","0","3","3",,"1","0","20","4","108",,"98","58",,"10070","0",,"0","240","0","230","225",,"220","8",,"8","5","A","A",,,,"38","3","4","238","36","992","114","5","1","2","1","111111","1111A111111A17",,"1",,,,,,,"4"
"A8HZ4","2017-09-22T06:00:00","26.20","-114.60",,,"1","6","2","5","3","4",,"1",,"300","4","93",,,,,"10120","6","10","8","210",,"200","194","1","200","5",,"4","5","A","A",,,,,,,"238","64","798","172","5","1","2","1","111111","11AAA111111AA1","5",,,,,,,,
"D5KA4","2017-09-22T06:00:00","27.60","-116.80",,,"1","6","2","5","3","4",,"1",,"290","3","72","1","98","2","2","10129","0","4","8","208",,,"156","3","220","8","8","7","2","A","A",,"5","2",,,,"238","76","798","172","5","1","2","1","111111","1111111A1111A1","5",,"2",,,,,,
"H3VS","2017-09-22T09:00:00","25.30","-113.10",,,"1","6","2","5","7","5",,"1",,"340","3","87","1","98","2","1","10120","4","0","8","250",,"230","222","3","260","9","9","A","A","A","A",,"7","4",,,,"238","53","798","172","5","1","2","1","111111","111111111141A1","5",,"1",,,,,,
"D5KA4","2017-09-22T12:00:00","26.50","-115.20",,,"1","6","2","5","3","4",,"1",,"360","3","77","1","98","3","1","10109","6","10","8","210",,,"172","3","223",,,"A",,"A","A",,"5","2","34","10","4","238","65","798","172","5","1","2","1","111111","1111111A118111","5",,"1",,,,,,
"H3VS","2017-09-22T12:00:00","26.00","-113.70",,,"1","5","2","5","7","4",,"1",,"20","3","77","1","98",,,"10120",,,,,,,,,,,,"A",,"A","A",,"8","2",,,,"238","63","798","172","5","1","2","1","FF111F","111AA1AAAA81AA","5",,,,,,,,
"VRME7","2017-09-22T12:00:00","26.40","-116.10",,,"1","6","2","5","3","4",,"1",,"350","4","87","1","98","22","2","10090","4","5","8","205",,"180","167","3","229",,,"A",,"A","A",,,,,,,"238","66","798","172","5","1","2","1","111111","11111111118AA7","5",,"2",,,,,,
"A8SI7","2017-09-22T15:00:00","27.30","-119.70",,,"1","6","2","5","3","4",,"1",,"20","4","72","1","98","2","2","10160","6","10","8","207",,"159","122","1","223","8","8","8","5","A","A",,"6","2",,,,"238","79","798","172","5","1","2","2","111111","111111111111A1","5",,"2",,,,,,
"A8HZ4","2017-09-22T18:00:00","23.30","-112.00",,,"1","6","2","5","3","4",,"1",,"300","4","93",,,,,"10130","4","0","8","210",,"190","178","1","200","6",,"2","4","A","A",,,,,,,"238","32","798","172","5","1","2","2","211111","11AAA111111AA1","5",,,,,,,,
"D5KA4","2017-09-22T18:00:00","25.20","-113.80",,,"1","6","2","5","3","4",,"1",,"10","3","62","1","98","2","2","10114","7","3","8","280",,,"175","3","242","8","8","A","6","2","A",,"3","1","34","14","5","238","53","798","172","5","1","2","2","111112","1111111A111111","5",,"2",,,,,,
"A8SI7","2017-09-22T21:00:00","26.20","-118.10",,,"1","6","2","5","3","4",,"1",,"360","4","103","1","98","3","2","10150","8","10","8","226",,"171","131","1","230","8","6","7","3","1","A",,"9","4","36","10","4","238","68","798","172","5","1","2","2","111112","11111111111111","5",,"2",,,,,,
"D5KA4","2017-09-23T00:00:00","24.00","-112.60",,,"1","6","2","5","3","4",,"1",,"330","3","77","1","98","3","1","10086","7","17","8","242",,,"199","3","250","5",,"4","5","A","A",,"5","2","35","10","5","238","42","798","172","5","1","2","2","111111","1111111A111111","5",,"1",,,,,,
"A8SI7","2017-09-23T03:00:00","25.00","-116.50",,,"1","6","2","5","3","4",,"1",,"360","4","77","1","98","2","0","10130","6","10","8","223",,"177","146","1","243","3","3","1","5","0","0",,"7","3",,,,"238","56","798","172","5","1","2","1","111111","111111111111A1","5",,"0",,,,,,
"VRGM7","2017-09-23T03:00:00","26.90","-117.70",,,"1","6","2","5","3","4",,"1",,"350","3","82","1","97","2","2","10130","0","0","8","210",,"170","142","7","240","6","6","3","6","4","A",,"6","1","32","8","3","238","67","798","172","5","1","2","1","111111","11111111111111","5",,"2",,,,,,
"D5KA4","2017-09-23T06:00:00","22.90","-111.10",,,"1","6","2","5","3","4",,"1",,"330","3","77","1","98","1","1","10089","0","1","8","246",,,"197","3","266","6","6","8","5","A","A",,"4","2",,,,"238","21","798","172","5","1","2","1","111111","1111111A1111A1","5",,"1",,,,,,
"VRGM7","2017-09-23T06:00:00","26.30","-116.90",,,"1","6","2","5","3","4",,"1",,"320","3","77","1","98","1","0","10120","8","10","8","210",,"170","142","7","240","2","2","1","5","0","0",,"5","2","32","6","3","238","66","798","172","5","1","2","1","111111","11111111111111","5",,"0",,,,,,
"A8SI7","2017-09-23T07:00:00","24.30","-115.60",,,"1","6","2","5","3","4",,"1",,"10","4","72","1","98","3","2","10130","8","10","8","240",,"184","147","1","230","8","8","7","4","A","A",,"6","2","36","9","2","238","45","798","172","5","1","2","1","111112","11111111111111","5",,"2",,,,,,
"VRGM7","2017-09-23T13:00:00","24.60","-115.10",,,"1","6","2","5","3","4",,"1",,"320","3","77","1","97","3","2","10110","5","10","8","220",,"180","154","7","230","6","6","4","6","6","A","0","10","0","36","8","2","238","45","798","172","5","1","2","1","111111","11111111111811","5",,"2",,,,,,
"A8SI7","2017-09-23T15:00:00","22.50","-113.40",,,"1","4","0","0","3","4",,"1","0","340","4","93",,"98","3","1","10125","1","5","0","247","0","193","159","1","264","7","7","5","5","A","A",,"8","4","0",,,"238","23","992","114","5","1","2","2","111111","11111111111131",,"1","1","0",,,,,"4"
"A8SI7","2017-09-23T18:00:00","22.00","-112.70",,,"1","6","2","5","3","4",,"1",,"360","4","103","1","98","3","2","10125","8","5","8","275",,"193","139","1","280","6","3","7","3","4","4",,"10","4","36","10","4","238","22","798","172","5","1","2","2","111114","11111111111111","5",,"2",,,,,,
"VRGM7","2017-09-23T18:00:00","23.40","-113.90",,,"1","6","2","5","3","4",,"1",,"320","3","87","1","98","3","1","10120","3","10","8","250",,"200","170","7","260","6","5","4","5","4","0",,"5","2","32","6","2","238","33","798","172","5","1","2","2","111111","11111111111111","5",,"1",,,,,,
"VRGM7","2017-09-24T01:00:00","21.70","-112.20",,,"1","6","2","5","3","4",,"1",,"350","3","77","1","98","2","0","10090","6","20","8","250",,"220","205","7","280","6","6","A","6","6","A",,"3","1","35","6","3","238","12","798","172","5","1","2","2","111111","11111111111111","5",,"0",,,,,,
"A8SI7","2017-09-24T03:00:00","20.00","-110.30",,,"1","4","0","0","3","4",,"1","0","330","4","98",,"98","2","1","10100","4","0","0","246","0","213","195","1","219","4","4","4","6","A","A",,"9","4","0",,,"238","0","992","114","5","1","2","1","411111","11111111111131",,"1","1","0",,,,,"4"
