"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","ICE_OF_LAND_ORIGIN","IND_FOR_PRECIP"
"2100911","2017-09-03T00:00:00","23.69","-146.27",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","263",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T00:00:00","26.73","-145.30",,,"1","4","2","5",,,"11",,,,,,,,,"10140",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T00:00:00","28.82","-145.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","266",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KRGB","2017-09-03T00:00:00","26.40","-149.50",,,"1","4","0","0","1","4","1","0","100","3","62",,"99","1","1","10138","7","18",,,,,,,,,,"1","A","6","8",,"1","0","9","3","1","235","69","992","114","5","1","2","2","FF111F","111111AAAA8111",,,"1","1",,,,,,"4"
"2100915","2017-09-03T00:10:00","26.30","-144.30",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T00:30:00","26.73","-145.31",,,"1","4","2","5",,,"11",,,,,,,,,"10137",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T01:00:00","23.67","-146.29",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T01:00:00","26.73","-145.31",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T01:00:00","28.81","-145.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T01:10:00","26.29","-144.30",,,"1","4","2","5",,,"11",,,,,,,,,"10129",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T01:30:00","26.73","-145.31",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T02:00:00","23.67","-146.29",,,"1","4","2","5",,,"11",,,,,,,,,"10129",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T02:00:00","28.81","-145.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","265",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T02:03:00","26.73","-145.32",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","259",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T02:10:00","26.27","-144.30",,,"1","4","2","5",,,"11",,,,,,,,,"10128",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T02:30:00","26.73","-145.32",,,"1","4","2","5",,,"11",,,,,,,,,"10133",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T03:00:00","23.65","-146.31",,,"1","4","2","5",,,"11",,,,,,,,,"10132",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T03:00:00","26.74","-145.32",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T03:00:00","28.80","-145.57",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","264",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KRGB","2017-09-03T03:00:00","26.90","-148.70",,,"1","6","2","5","1","4","1",,"60","3","67","1","98","25","8","10131","3","6","8","256",,"233","222","1","267","6","3","3","5","6","3",,"3","2","9","7","3","235","68","798","172","5","1","2","2","111111","11111111111111",,"5",,"2","18","14","4",,,
"2100915","2017-09-03T03:10:00","26.27","-144.30",,,"1","4","2","5",,,"11",,,,,,,,,"10130",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T03:30:00","26.74","-145.33",,,"1","4","2","5",,,"11",,,,,,,,,"10135",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T04:00:00","23.64","-146.34",,,"1","4","2","5",,,"11",,,,,,,,,"10136",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T04:00:00","26.74","-145.33",,,"1","4","2","5",,,"11",,,,,,,,,"10138",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T04:00:00","28.79","-145.56",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","263",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T04:10:00","26.26","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10134",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T04:30:00","26.74","-145.33",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T05:00:00","23.63","-146.35",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T05:10:00","26.25","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T05:30:00","26.75","-145.33",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T06:00:00","23.62","-146.38",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T06:00:00","26.75","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T06:00:00","28.78","-145.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T06:10:00","26.24","-144.30",,,"1","4","2","5",,,"11",,,,,,,,,"10145",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T06:30:00","26.76","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10151",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T07:00:00","23.61","-146.39",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T07:00:00","26.76","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T07:00:00","28.78","-145.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KRGB","2017-09-03T07:00:00","27.50","-147.50",,,"1","5","2","5","1","4","1",,,,,"1","97","2","2","10150","2","13","8","239",,"222","213",,,,,"7",,"6","6",,,,,,,"235","77","798","172","5","1","2","1","F1FF11","1A1111111A8AA1",,"5",,"2",,,,,,
"2100915","2017-09-03T07:10:00","26.22","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T07:30:00","26.76","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T08:00:00","23.60","-146.44",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T08:00:00","26.76","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T08:00:00","28.78","-145.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T08:10:00","26.22","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T08:30:00","26.76","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T09:00:00","23.60","-146.44",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T09:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T09:00:00","28.78","-145.55",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T09:10:00","26.22","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T09:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T10:00:00","23.60","-146.44",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T10:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T10:10:00","26.22","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10144",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T10:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T11:00:00","23.61","-146.51",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T11:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10149",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T11:00:00","28.74","-145.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T11:10:00","26.22","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T11:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T12:00:00","23.61","-146.51",,,"1","4","2","5",,,"11",,,,,,,,,"10142",,,"8",,,,,"9","254",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T12:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T12:00:00","28.74","-145.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KRGB","2017-09-03T12:00:00","28.50","-145.70",,,"1","6","2","5","1","4","1",,"10","3","41","1","99","2",,"10145","4","0","8","233",,"200","181","1","261","4","4","2","5","A","1",,,,,,,"235","85","798","172","5","1","2","1","111111","1111A111111AA1",,"5",,,,,,,,
"WNRD","2017-09-03T12:00:00","25.00","-148.80",,,"1","6","2","5","1","5","1",,"70","4","51","1","98","25","8","10138","7","7","8","244",,"217","203","7","261","5",,"A","A","A","A",,,,,,,"235","58","798","172","5","1","2","1","111111","11111111111AA1",,"5",,"2",,,,,,
"2100915","2017-09-03T12:10:00","26.22","-144.29",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T12:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T13:00:00","23.61","-146.51",,,"1","4","2","5",,,"11",,,,,,,,,"10141",,,"8",,,,,"9","254",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T13:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T13:00:00","28.74","-145.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T13:10:00","26.19","-144.28",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T13:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10148",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T14:00:00","23.61","-146.54",,,"1","4","2","5",,,"11",,,,,,,,,"10143",,,"8",,,,,"9","254",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T14:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T14:00:00","28.74","-145.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T14:10:00","26.19","-144.27",,,"1","4","2","5",,,"11",,,,,,,,,"10147",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T14:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T15:00:00","23.61","-146.54",,,"1","4","2","5",,,"11",,,,,,,,,"10146",,,"8",,,,,"9","253",,,,,,,,,,,,,"235","36","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T15:00:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10152",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T15:00:00","28.74","-145.53",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,,"235","85","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T15:10:00","26.18","-144.26",,,"1","4","2","5",,,"11",,,,,,,,,"10150",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T15:30:00","26.77","-145.34",,,"1","4","2","5",,,"11",,,,,,,,,"10157",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T16:00:00","23.61","-146.56",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","253",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T16:00:00","26.77","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10160",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T16:00:00","28.73","-145.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KRGB","2017-09-03T16:00:00","29.20","-144.40",,,"1","6","2","5","1","4","1",,"70","3","36","1","98","2","0","10152","2","10","8","233",,"183","150","1","261","2","2","5","5","A","A",,"2","1","18","14","4","235","94","798","172","5","1","2","2","111111","11111111111111",,"5",,"0","10","7","3",,,
"2100915","2017-09-03T16:10:00","26.16","-144.26",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T16:30:00","26.77","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T17:00:00","23.62","-146.59",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","253",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T17:00:00","26.76","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T17:00:00","28.73","-145.52",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-03T17:10:00","26.16","-144.26",,,"1","4","2","5",,,"11",,,,,,,,,"10163",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T17:30:00","26.76","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10166",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T18:00:00","23.63","-146.62",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","254",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T18:00:00","26.76","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10169",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-03T18:00:00","28.73","-145.51",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","262",,,,,,,,,,,,,"235","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"KRGB","2017-09-03T18:00:00","29.60","-143.60",,,"1","5","2","5","1","4","1",,"30","3","15","1","98",,,"10166","0","6","8","250",,"200","170",,,"1",,"A","A","1","2",,,"2",,,,"235","93","798","172","5","1","2","2","F11111","111AA1111A13A1",,"5",,,,,,,,
"2100915","2017-09-03T18:10:00","26.16","-144.26",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","64","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T18:30:00","26.76","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-03T19:00:00","23.64","-146.64",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","36","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-03T19:00:00","26.77","-145.35",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
