"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","ICE_OF_LAND_ORIGIN","IND_FOR_PRECIP"
"3201529","2017-09-14T23:00:00","27.44","-146.94",,,"1","4","2","5",,,"11",,,,,,,,,"10177",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-14T23:00:00","24.92","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10159",,,"8",,,,,"9","274",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-14T23:00:00","28.65","-143.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"235","83","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-14T23:10:00","26.56","-145.55",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-14T23:30:00","27.45","-146.95",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T00:00:00","25.86","-146.91",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","263",,,,,,,,,,,,,"235","56","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T00:00:00","27.45","-146.95",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T00:00:00","24.92","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10155",,,"8",,,,,"9","275",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-15T00:00:00","28.65","-143.89",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","259",,,,,,,,,,,,,"235","83","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T00:10:00","26.58","-145.57",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T00:30:00","27.45","-146.96",,,"1","4","2","5",,,"11",,,,,,,,,"10173",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T01:00:00","25.90","-146.90",,,"1","4","2","5",,,"11",,,,,,,,,"10164",,,"8",,,,,"9","263",,,,,,,,,,,,,"235","56","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T01:00:00","27.46","-146.96",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T01:00:00","24.93","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10153",,,"8",,,,,"9","276",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T01:10:00","26.59","-145.56",,,"1","4","2","5",,,"11",,,,,,,,,"10168",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T01:30:00","27.46","-146.97",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T02:00:00","25.90","-146.90",,,"1","4","2","5",,,"11",,,,,,,,,"10165",,,"8",,,,,"9","263",,,,,,,,,,,,,"235","56","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T02:00:00","27.46","-146.97",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T02:00:00","24.93","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10154",,,"8",,,,,"9","276",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T02:10:00","26.59","-145.56",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T02:30:00","27.47","-146.98",,,"1","4","2","5",,,"11",,,,,,,,,"10176",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T03:00:00","25.92","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,"10170",,,"8",,,,,"9","262",,,,,,,,,,,,,"235","56","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T03:01:00","27.47","-146.98",,,"1","4","2","5",,,"11",,,,,,,,,"10178",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T03:01:00","24.94","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10158",,,"8",,,,,"9","275",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T03:10:00","26.59","-145.58",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T04:00:00","25.92","-146.93",,,"1","4","2","5",,,"11",,,,,,,,,"10175",,,"8",,,,,"9","262",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T04:00:00","27.48","-146.99",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T04:00:00","24.94","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10162",,,"8",,,,,"9","274",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T04:10:00","26.59","-145.59",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","259",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T04:30:00","27.48","-146.99",,,"1","4","2","5",,,"11",,,,,,,,,"10184",,,"8",,,,,"9","257",,,,,,,,,,,,,"235","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T05:00:00","25.93","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T05:00:00","27.48","-146.99",,,"1","4","2","5",,,"11",,,,,,,,,"10187",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","76","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T05:00:00","24.94","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10167",,,"8",,,,,"9","274",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T05:10:00","26.59","-145.59",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","259",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T05:30:00","27.48","-147.00",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T06:00:00","25.92","-146.91",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"WFLH","2017-09-15T06:00:00","28.10","-140.80",,,"1","6","2","5","2","3","1",,"120","4","62","1","98","2","6","10205","2","5","8","239",,"217","207","1","239","8","8","8","3","A","A",,"4","2","8","7","3","235","80","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,,,
"3201529","2017-09-15T06:02:00","27.48","-147.00",,,"1","4","2","5",,,"11",,,,,,,,,"10193",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T06:02:00","24.95","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","273",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T06:10:00","26.59","-145.60",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T06:30:00","27.49","-147.00",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T07:00:00","25.92","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T07:00:00","27.49","-147.01",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T07:00:00","24.95","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","273",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T07:10:00","26.59","-145.62",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","259",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T07:30:00","27.49","-147.01",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T08:00:00","27.49","-147.02",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T08:00:00","24.95","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10181",,,"8",,,,,"9","273",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T08:30:00","27.50","-147.02",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T09:00:00","27.50","-147.02",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T09:00:00","24.95","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","273",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T09:10:00","26.59","-145.62",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T10:00:00","25.92","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","261",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T10:00:00","24.95","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10179",,,"8",,,,,"9","273",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-15T10:00:00","28.65","-143.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"235","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T10:10:00","26.59","-145.62",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T10:33:00","27.50","-147.03",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T11:00:00","25.92","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T11:00:00","27.51","-147.03",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","256",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-15T11:00:00","28.65","-143.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"235","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T11:10:00","26.61","-145.67",,,"1","4","2","5",,,"11",,,,,,,,,"10189",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T11:31:00","27.51","-147.03",,,"1","4","2","5",,,"11",,,,,,,,,"10192",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T12:00:00","25.94","-146.98",,,"1","4","2","5",,,"11",,,,,,,,,"10183",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-15T12:00:00","28.65","-143.87",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","258",,,,,,,,,,,,,"235","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T12:01:00","27.51","-147.04",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T12:01:00","24.96","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10172",,,"8",,,,,"9","272",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T12:10:00","26.59","-145.62",,,"1","4","2","5",,,"11",,,,,,,,,"10186",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T12:30:00","27.51","-147.04",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T13:00:00","25.92","-146.92",,,"1","4","2","5",,,"11",,,,,,,,,"10180",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T13:00:00","24.96","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10171",,,"8",,,,,"9","272",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-15T13:00:00","28.64","-143.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"235","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T13:01:00","27.51","-147.04",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T13:10:00","26.59","-145.62",,,"1","4","2","5",,,"11",,,,,,,,,"10185",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T13:33:00","27.51","-147.05",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T14:00:00","25.95","-146.97",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T14:00:00","27.51","-147.05",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"5100540","2017-09-15T14:00:00","28.64","-143.79",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","257",,,,,,,,,,,,,"235","83","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T14:10:00","26.59","-145.67",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T14:30:00","27.51","-147.06",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T15:00:00","25.95","-146.97",,,"1","4","2","5",,,"11",,,,,,,,,"10190",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","56","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T15:00:00","27.51","-147.06",,,"1","4","2","5",,,"11",,,,,,,,,"10194",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T15:00:00","24.97","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10174",,,"8",,,,,"9","272",,,,,,,,,,,,,"235","49","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T15:10:00","26.60","-145.69",,,"1","4","2","5",,,"11",,,,,,,,,"10191",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T15:30:00","27.52","-147.07",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T16:00:00","25.95","-147.00",,,"1","4","2","5",,,"11",,,,,,,,,"10196",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","57","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T16:00:00","27.52","-147.07",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T16:00:00","24.97","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10182",,,"8",,,,,"9","272",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T16:10:00","26.60","-145.69",,,"1","4","2","5",,,"11",,,,,,,,,"10197",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T16:30:00","27.51","-147.08",,,"1","4","2","5",,,"11",,,,,,,,,"10201",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T17:00:00","25.95","-146.99",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","56","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T17:00:00","27.51","-147.08",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T17:00:00","24.97","-149.23",,,"1","4","2","5",,,"11",,,,,,,,,"10188",,,"8",,,,,"9","272",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T17:10:00","26.60","-145.70",,,"1","4","2","5",,,"11",,,,,,,,,"10200",,,"8",,,,,"9","258",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T17:30:00","27.51","-147.09",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T18:00:00","25.95","-147.00",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","57","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T18:00:00","27.52","-147.10",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T18:10:00","26.60","-145.73",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","259",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T18:30:00","27.52","-147.10",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100911","2017-09-15T19:00:00","25.95","-147.00",,,"1","4","2","5",,,"11",,,,,,,,,"10207",,,"8",,,,,"9","260",,,,,,,,,,,,,"235","57","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201529","2017-09-15T19:00:00","27.52","-147.11",,,"1","4","2","5",,,"11",,,,,,,,,"10215",,,"8",,,,,"9","255",,,,,,,,,,,,,"235","77","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"3201532","2017-09-15T19:00:00","24.98","-149.24",,,"1","4","2","5",,,"11",,,,,,,,,"10195",,,"8",,,,,"9","273",,,,,,,,,,,,,"235","49","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
"2100915","2017-09-15T19:10:00","26.60","-145.71",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","259",,,,,,,,,,,,,"235","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,
