"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","ICE_OF_LAND_ORIGIN","IND_FOR_PRECIP"
"4100010","2017-09-20T15:00:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","30",,,,,"10175","1","10",,,,,,,"1","290",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAA1",,,"6",,,,,,,,"4"
"4100047","2017-09-20T15:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","20",,,,,"10170","1","6",,"280",,,,"249","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100538","2017-09-20T15:00:00","29.17","-77.53",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100543","2017-09-20T15:00:00","25.23","-72.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,,"242","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-20T15:00:00","29.78","-75.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","289",,,,,,,,,,,,,"242","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-20T15:00:00","27.74","-71.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-20T15:00:00","28.86","-73.25",,,"1","4","2","5",,,,"11",,,,,,,,,"10167",,,"8",,,,,,"9","290",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-20T15:00:00","27.72","-79.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-20T15:00:00","28.03","-75.31",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,,"242","85","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-20T15:00:00","29.19","-78.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","290",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-20T15:00:00","28.65","-77.43",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-20T15:00:00","29.26","-76.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-20T15:00:00","28.67","-73.66",,,"1","4","2","5",,,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","297",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"HPYE","2017-09-20T15:00:00","26.10","-79.30",,,"1","4","0","0","6","2",,"1","0","361","4","0",,"98",,,"10160",,,"0","280","0","210",,"169","1","300","0","0","0","9","0","0",,,,,,,"242","69","992","114","5","1","2","2","111112","111AA111111AAA",,,"1",,,,,,,,"4"
"SPGF1","2017-09-20T15:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","210","4","10",,,,,"10164","1","10",,"286",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100010","2017-09-20T15:10:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","20",,,,,"10175",,,,,,,,,"1","290",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T15:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,,"10171",,,,"280",,,,"250","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T15:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","20",,,,,"10174",,,,,,,,,"1","290",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T15:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,,"10171",,,,"280",,,,"248","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T15:30:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","10","1","20",,,,,"10173",,,,,,,,,"1","291",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T15:30:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,,"10171",,,,"280",,,,"247","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T15:40:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","10","1","30",,,,,"10172",,,,,,,,,"1","291",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T15:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,,"10171",,,,"280",,,,"247","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"1300871","2017-09-20T15:50:00","29.48","-73.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10172",,,"8",,,,,,"9","279",,,,,,,,,,,,,"242","93","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"3100863","2017-09-20T15:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10157",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100010","2017-09-20T15:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","30",,,,,"10172",,,,,,,,,"1","291",,,,,,,,"15","4",,"15","3","242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1A17A",,,"6",,,,,,,,"4"
"4100047","2017-09-20T15:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","20",,,,,"10172",,,,"281",,,,"247","1","281",,,,,,,,"4","1","3","11","3","242","71","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-20T15:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10161",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-20T16:00:00","24.16","-72.32",,,"1","4","2","5",,,,"11",,,,,,,,,"10159",,,"8",,,,,,"9","297",,,,,,,,,,,,,"242","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100010","2017-09-20T16:00:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","30",,,,,"10172","0","0",,,,,,,"1","292",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAA1",,,"6",,,,,,,,"4"
"4100047","2017-09-20T16:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","150","1","20",,,,,"10171","1","7",,"282",,,,"248","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100538","2017-09-20T16:00:00","29.16","-77.52",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100543","2017-09-20T16:00:00","25.23","-72.86",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","301",,,,,,,,,,,,,"242","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-20T16:00:00","29.77","-75.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","290",,,,,,,,,,,,,"242","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-20T16:00:00","27.75","-71.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-20T16:00:00","28.85","-73.23",,,"1","4","2","5",,,,"11",,,,,,,,,"10168",,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-20T16:00:00","27.73","-79.26",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-20T16:00:00","28.04","-75.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","302",,,,,,,,,,,,,"242","85","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-20T16:00:00","29.20","-78.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-20T16:00:00","28.65","-77.41",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-20T16:00:00","29.26","-76.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-20T16:00:00","28.67","-73.65",,,"1","4","2","5",,,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","306",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"SPGF1","2017-09-20T16:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","260","4","10",,,,,"10162","1","3",,"292",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100010","2017-09-20T16:10:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","10","1","20",,,,,"10173",,,,,,,,,"1","292",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T16:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","150","1","10",,,,,"10170",,,,"283",,,,"248","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T16:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","10","1","20",,,,,"10172",,,,,,,,,"1","292",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T16:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","10",,,,,"10170",,,,"282",,,,"246","1","281",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T16:30:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","30",,,,,"10171",,,,,,,,,"1","292",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T16:30:00","27.50","-71.50",,,"1","4","2","5",,,,"11",,"140","1","10",,,,,"10168",,,"8","283",,,,"247",,,,,,,,,,,,,,,"242","71","798","172","6","1","2","2","F11111","11AAA11A1AAAAA",,,,,,,,,,,
"4100010","2017-09-20T16:40:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","340","1","30",,,,,"10170",,,,,,,,,"1","292",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T16:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","10",,,,,"10167",,,,"282",,,,"245","1","284",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"1300871","2017-09-20T16:50:00","29.46","-73.10",,,"1","4","2","5",,,,"11",,,,,,,,,"10170",,,"8",,,,,,"9","281",,,,,,,,,,,,,"242","93","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"3100863","2017-09-20T16:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10151",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100010","2017-09-20T16:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","30",,,,,"10170",,,,,,,,,"1","293",,,,,,,,"15","4",,"15","4","242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1A17A",,,"6",,,,,,,,"4"
"4100047","2017-09-20T16:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","10",,,,,"10167",,,,"283",,,,"245","1","283",,,,,,,,"4","1","36","11","3","242","71","793","103","6","1","2","2","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-20T16:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10159",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-20T17:00:00","24.15","-72.32",,,"1","4","2","5",,,,"11",,,,,,,,,"10152",,,"8",,,,,,"9","298",,,,,,,,,,,,,"242","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100010","2017-09-20T17:00:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","30",,,,,"10169","8","4",,,,,,,"1","293",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAA1",,,"6",,,,,,,,"4"
"4100047","2017-09-20T17:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","10",,,,,"10165","8","5",,"283",,,,"244","1","283",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100538","2017-09-20T17:00:00","29.15","-77.52",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100543","2017-09-20T17:00:00","25.23","-72.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","299",,,,,,,,,,,,,"242","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-20T17:00:00","29.76","-75.39",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","289",,,,,,,,,,,,,"242","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-20T17:00:00","27.76","-71.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-20T17:00:00","28.84","-73.21",,,"1","4","2","5",,,,"11",,,,,,,,,"10165",,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-20T17:00:00","27.75","-79.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-20T17:00:00","28.05","-75.34",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","308",,,,,,,,,,,,,"242","85","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-20T17:00:00","29.19","-78.20",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-20T17:00:00","28.66","-77.38",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-20T17:00:00","29.25","-76.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-20T17:00:00","28.66","-73.64",,,"1","4","2","5",,,,"11",,,,,,,,,"10154",,,"8",,,,,,"9","303",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"J8NW","2017-09-20T17:00:00","24.80","-74.80",,,"1","6","2","5","7","3",,"1",,"50","3","51","1","98","2","1","10147","8","10","8","254",,"254",,"254","1","336","6","6","5","6","6","4",,"3","2","6","3","3","242","44","798","172","5","1","2","2","511113","11111111111111",,"5",,"1","7","4","2",,,,
"SPGF1","2017-09-20T17:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","280","4","21",,,,,"10161","4","0",,"288",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","2","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100010","2017-09-20T17:10:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","30",,,,,"10168",,,,,,,,,"1","293",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T17:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","10",,,,,"10165",,,,"283",,,,"243","1","283",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T17:20:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","350","1","30",,,,,"10167",,,,,,,,,"1","293",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T17:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","20",,,,,"10164",,,,"284",,,,"244","1","285",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T17:30:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","30",,,,,"10167",,,,,,,,,"1","293",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T17:30:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,,"10164",,,,"284",,,,"244","1","286",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100010","2017-09-20T17:40:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","30",,,,,"10165",,,,,,,,,"1","293",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-20T17:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","20",,,,,"10163",,,,"284",,,,"244","1","286",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"1300871","2017-09-20T17:50:00","29.45","-73.11",,,"1","4","2","5",,,,"11",,,,,,,,,"10164",,,"8",,,,,,"9","282",,,,,,,,,,,,,"242","93","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"3100863","2017-09-20T17:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10145",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100010","2017-09-20T17:50:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","30",,,,,"10165",,,,,,,,,,,,,,,,,,"13","4",,"13","4","242","88","793","103","6","1","2","2","FF111F","11AAA1AAAAA17A",,,"6",,,,,,,,"4"
"4100047","2017-09-20T17:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","10",,,,,"10162",,,,"283",,,,"242",,,,,,,,,,"4","1","35","11","4","242","71","793","103","6","1","2","2","F11111","11AAA11A1AA11A",,,"6",,,,,,,,"4"
"4100599","2017-09-20T17:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10155",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","2","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-20T18:00:00","24.15","-72.32",,,"1","4","2","5",,,,"11",,,,,,,,,"10146",,,"8",,,,,,"9","298",,,,,,,,,,,,,"242","42","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100010","2017-09-20T18:00:00","28.90","-78.50",,,"1","4",,"0",,,,"11","0","360","1","30",,,,,"10164","8","11",,,,,,,"1","293",,,,,,,,,,,,,"242","88","793","103","6","1","2","2","1F111F","11AAA1AAA1AAA1",,,"6",,,,,,,,"4"
"4100047","2017-09-20T18:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","140","1","20",,,,,"10160","8","9",,"284",,,,"242","1","285",,,,,,,,,,,,,"242","71","793","103","6","1","2","2","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100538","2017-09-20T18:00:00","29.14","-77.51",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","97","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100543","2017-09-20T18:00:00","25.23","-72.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","298",,,,,,,,,,,,,"242","52","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-20T18:00:00","29.75","-75.40",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","290",,,,,,,,,,,,,"242","95","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-20T18:00:00","27.76","-71.02",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-20T18:00:00","28.83","-73.19",,,"1","4","2","5",,,,"11",,,,,,,,,"10160",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-20T18:00:00","27.76","-79.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","291",,,,,,,,,,,,,"242","79","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-20T18:00:00","28.05","-75.35",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","313",,,,,,,,,,,,,"242","85","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-20T18:00:00","29.19","-78.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-20T18:00:00","28.65","-77.35",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","87","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-20T18:00:00","29.25","-76.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-20T18:00:00","28.66","-73.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10149",,,"8",,,,,,"9","306",,,,,,,,,,,,,"242","83","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
