"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","ICE_OF_LAND_ORIGIN","IND_FOR_PRECIP"
"4100543","2017-09-10T01:00:00","26.31","-71.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-10T01:00:00","29.46","-72.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","92","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-10T01:00:00","27.47","-71.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-10T01:00:00","29.38","-73.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10151",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","93","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-10T01:00:00","28.60","-78.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-10T01:00:00","28.99","-75.28",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-10T01:00:00","28.10","-78.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-10T01:00:00","27.78","-78.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-10T01:00:00","28.42","-78.93",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-10T01:00:00","29.16","-76.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10128",,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"SPGF1","2017-09-10T01:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","90","4","129",,,,,"10072","3","3",,"298",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1112F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100047","2017-09-10T01:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10143",,,,"292",,,,"260","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T01:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10143",,,,"292",,,,"260","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T01:30:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10143",,,,"292",,,,"258","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T01:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10142",,,,"292",,,,"260","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"3100863","2017-09-10T01:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10093",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100047","2017-09-10T01:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10142",,,,"291",,,,"260","1","297",,,,,,,,"5","2","15","8","4","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-10T01:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10094",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-10T02:00:00","23.76","-73.75",,,"1","4","2","5",,,,"11",,,,,,,,,"10116",,,"8",,,,,,"9","286",,,,,,,,,,,,,"242","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100047","2017-09-10T02:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","60",,,,,"10142","1","7",,"291",,,,"261","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100543","2017-09-10T02:00:00","26.31","-71.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-10T02:00:00","29.46","-72.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","92","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-10T02:00:00","27.47","-71.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-10T02:00:00","29.38","-73.52",,,"1","4","2","5",,,,"11",,,,,,,,,"10149",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","93","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-10T02:00:00","28.60","-78.91",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-10T02:00:00","28.99","-75.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-10T02:00:00","28.10","-78.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-10T02:00:00","27.78","-78.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-10T02:00:00","28.42","-78.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-10T02:00:00","29.15","-76.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10122",,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"SPGF1","2017-09-10T02:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","100","4","118",,,,,"10078","1","16",,"297",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100047","2017-09-10T02:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10142",,,,"292",,,,"264","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T02:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10143",,,,"291",,,,"264","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T02:30:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","120","1","60",,,,,"10143",,,,"289",,,,"262","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T02:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","60",,,,,"10144",,,,"289",,,,"262","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"3100863","2017-09-10T02:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10098",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100047","2017-09-10T02:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","130","1","60",,,,,"10142",,,,"284",,,,"257","1","297",,,,,,,,"6","2","15","8","3","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-10T02:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10094",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-10T03:00:00","23.78","-73.74",,,"1","4","2","5",,,,"11",,,,,,,,,"10119",,,"8",,,,,,"9","285",,,,,,,,,,,,,"242","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100047","2017-09-10T03:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","60",,,,,"10143","1","4",,"290",,,,"261","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100543","2017-09-10T03:00:00","26.31","-71.69",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-10T03:00:00","29.46","-72.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","92","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-10T03:00:00","27.47","-71.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-10T03:00:00","29.37","-73.53",,,"1","4","2","5",,,,"11",,,,,,,,,"10152",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","93","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-10T03:00:00","28.61","-78.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-10T03:00:00","28.99","-75.27",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-10T03:00:00","28.10","-78.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-10T03:00:00","27.78","-78.71",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-10T03:00:00","28.42","-78.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-10T03:00:00","29.14","-76.62",,,"1","4","2","5",,,,"11",,,,,,,,,"10123",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"SPGF1","2017-09-10T03:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","90","4","113",,,,,"10076","1","7",,"296",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100047","2017-09-10T03:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","60",,,,,"10144",,,,"291",,,,"262","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T03:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","70",,,,,"10143",,,,"290",,,,"258","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T03:30:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","60",,,,,"10143",,,,"287",,,,"255","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T03:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","180","1","60",,,,,"10142",,,,"287",,,,"254","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"3100863","2017-09-10T03:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10102",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100047","2017-09-10T03:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","60",,,,,"10141",,,,"290",,,,"258","1","297",,,,,,,,"5","2","14","8","3","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-10T03:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10096",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-10T04:00:00","23.80","-73.73",,,"1","4","2","5",,,,"11",,,,,,,,,"10116",,,"8",,,,,,"9","285",,,,,,,,,,,,,"242","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100047","2017-09-10T04:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","80",,,,,"10140","8","3",,"292",,,,"260","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100543","2017-09-10T04:00:00","26.31","-71.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-10T04:00:00","29.46","-72.66",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","92","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-10T04:00:00","27.46","-71.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-10T04:00:00","29.36","-73.53",,,"1","4","2","5",,,,"11",,,,,,,,,"10151",,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","93","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-10T04:00:00","28.61","-78.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-10T04:00:00","28.98","-75.25",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-10T04:00:00","28.10","-78.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-10T04:00:00","27.76","-78.72",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-10T04:00:00","28.42","-78.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-10T04:00:00","29.13","-76.61",,,"1","4","2","5",,,,"11",,,,,,,,,"10126",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"SPGF1","2017-09-10T04:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","90","4","113",,,,,"10074","0","0",,"295",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1111F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100047","2017-09-10T04:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","80",,,,,"10140",,,,"291",,,,"261","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T04:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","80",,,,,"10138",,,,"291",,,,"258","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T04:30:00","27.50","-71.50",,,"1","4","2","5",,,,"11",,"170","1","80",,,,,"10138",,,"8","292",,,,"258",,,,,,,,,,,,,,,"242","71","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,,,,,,
"4100047","2017-09-10T04:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","80",,,,,"10138",,,,"292",,,,"257","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"3100863","2017-09-10T04:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10095",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100047","2017-09-10T04:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","80",,,,,"10137",,,,"292",,,,"254","1","297",,,,,,,,"6","3","14","8","3","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-10T04:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10086",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-10T05:00:00","23.82","-73.73",,,"1","4","2","5",,,,"11",,,,,,,,,"10114",,,"8",,,,,,"9","286",,,,,,,,,,,,,"242","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4100047","2017-09-10T05:00:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","80",,,,,"10136","8","6",,"292",,,,"253","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,,,,,,"4"
"4100543","2017-09-10T05:00:00","26.31","-71.70",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","61","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100544","2017-09-10T05:00:00","29.46","-72.67",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","92","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100545","2017-09-10T05:00:00","27.46","-71.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","295",,,,,,,,,,,,,"242","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4100730","2017-09-10T05:00:00","29.36","-73.54",,,"1","4","2","5",,,,"11",,,,,,,,,"10146",,,"8",,,,,,"9","293",,,,,,,,,,,,,"242","93","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"4101540","2017-09-10T05:00:00","28.61","-78.92",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101545","2017-09-10T05:00:00","28.98","-75.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","292",,,,,,,,,,,,,"242","85","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101547","2017-09-10T05:00:00","28.10","-78.60",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101548","2017-09-10T05:00:00","27.76","-78.73",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","296",,,,,,,,,,,,,"242","78","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4101550","2017-09-10T05:00:00","28.41","-78.94",,,"1","4","2","5",,,,"11",,,,,,,,,,,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","88","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,
"4400863","2017-09-10T05:00:00","29.13","-76.61",,,"1","4","2","5",,,,"11",,,,,,,,,"10122",,,"8",,,,,,"9","294",,,,,,,,,,,,,"242","96","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
"SPGF1","2017-09-10T05:00:00","26.70","-78.99",,,"1","4","2","5",,,,"5","0","100","4","129",,,,,"10068","8","10",,"296",,,,,,,,,,,,,,,,,,,"242","68","795","103","13","1","2","1","F1112F","11AAA11AAAAAA1","31",,"6",,,,,,,,"4"
"4100047","2017-09-10T05:10:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","80",,,,,"10136",,,,"293",,,,"255","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T05:20:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","80",,,,,"10137",,,,"292",,,,"254","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T05:30:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","170","1","80",,,,,"10136",,,,"292",,,,"252","1","297",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"4100047","2017-09-10T05:40:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","80",,,,,"10135",,,,"292",,,,"252","1","296",,,,,,,,,,,,,"242","71","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,,,,,,"4"
"3100863","2017-09-10T05:50:00","24.56","-75.61",,,"1","3","2","5",,,,"11",,,,,,,,,"10089",,,,,,,,,,,,,,,,,,,,,,,"242","45","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"4100047","2017-09-10T05:50:00","27.50","-71.50",,,"1","4",,"0",,,,"11","0","160","1","90",,,,,"10135",,,,"292",,,,"249","1","297",,,,,,,,"6","3","14","14","3","242","71","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,,,,,,"4"
"4100599","2017-09-10T05:50:00","27.03","-77.80",,,"1","3","2","5",,,,"11",,,,,,,,,"10081",,,,,,,,,,,,,,,,,,,,,,,"242","77","798","172","7","1","2","1","FFFF1F","1AAAA1AAAAAAAA","4",,,,,,,,,,
"1301502","2017-09-10T06:00:00","23.83","-73.72",,,"1","4","2","5",,,,"11",,,,,,,,,"10109",,,"8",,,,,,"9","286",,,,,,,,,,,,,"242","33","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,
