"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"5102752","2020-09-06T07:00:00","24.52","-148.52",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T07:00:00","27.73","-149.77",,,"1","4","2","5",,,"11",,,,,,,,,"10239",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-06T07:00:00","27.79","-141.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2101510","2020-09-06T08:00:00","26.99","-144.83",,,"1","4","2","5",,,"11",,,,,,,,,"10233",,,"8",,,,,"9","254",,,,,,,,,,,,"235","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T08:00:00","22.12","-143.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T08:00:00","26.61","-147.86",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T08:00:00","28.90","-147.80",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T08:00:00","23.91","-143.29",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T08:00:00","24.83","-148.48",,,"1","4","2","5",,,"11",,,,,,,,,"10219",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T08:00:00","29.81","-144.80",,,"1","4","2","5",,,"11",,,,,,,,,"10248",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T08:00:00","24.59","-148.45",,,"1","4","2","5",,,"11",,,,,,,,,"10218",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T08:00:00","29.12","-146.82",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","256",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102803","2020-09-06T08:00:00","27.79","-141.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102757","2020-09-06T08:01:00","27.73","-149.77",,,"1","4","2","5",,,"11",,,,,,,,,"10239",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102747","2020-09-06T08:02:00","29.11","-141.02",,,"1","4","2","5",,,"11",,,,,,,,,"10235",,,"8",,,,,"9","246",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-06T09:00:00","27.00","-144.84",,,"1","4","2","5",,,"11",,,,,,,,,"10229",,,"8",,,,,"9","254",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T09:00:00","22.12","-143.58",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T09:00:00","26.61","-147.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","261",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T09:00:00","28.90","-147.80",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T09:00:00","23.91","-143.29",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T09:00:00","24.84","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10216",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T09:00:00","29.82","-144.81",,,"1","4","2","5",,,"11",,,,,,,,,"10245",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T09:00:00","24.59","-148.45",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T09:00:00","29.11","-146.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-06T09:00:00","29.11","-141.02",,,"1","4","2","5",,,"11",,,,,,,,,"10231",,,"8",,,,,"9","245",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102752","2020-09-06T09:00:00","24.53","-148.52",,,"1","4","2","5",,,"11",,,,,,,,,"10212",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T09:00:00","27.74","-149.77",,,"1","4","2","5",,,"11",,,,,,,,,"10238",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-06T09:01:00","27.79","-141.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","248",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102755","2020-09-06T09:03:00","28.87","-147.39",,,"1","4","2","5",,,"11",,,,,,,,,"10240",,,"8",,,,,"9","252",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-06T10:00:00","27.00","-144.84",,,"1","4","2","5",,,"11",,,,,,,,,"10224",,,"8",,,,,"9","254",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T10:00:00","22.11","-143.59",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T10:00:00","28.90","-147.80",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T10:00:00","23.91","-143.29",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T10:00:00","24.84","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10211",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T10:00:00","29.82","-144.81",,,"1","4","2","5",,,"11",,,,,,,,,"10243",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T10:00:00","24.60","-148.46",,,"1","4","2","5",,,"11",,,,,,,,,"10210",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T10:00:00","29.11","-146.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-06T10:00:00","29.11","-141.03",,,"1","4","2","5",,,"11",,,,,,,,,"10227",,,"8",,,,,"9","245",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-06T10:00:00","28.87","-147.40",,,"1","4","2","5",,,"11",,,,,,,,,"10239",,,"8",,,,,"9","252",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T10:00:00","27.74","-149.76",,,"1","4","2","5",,,"11",,,,,,,,,"10235",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-06T10:00:00","27.79","-141.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"TBWUK73","2020-09-06T10:00:00","23.43","-148.18",,,"1","6","2","5","2","4","1",,,,,"1","98","2","6","10192","8","10","8","251",,"221","206","1","270","6","6","5","5","6",,,"4",,,,"235","38","798","172","5","0",,"1","11FF11","171111111113A1",,"5",,"0",,,,
"5102752","2020-09-06T10:01:00","24.53","-148.52",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-06T11:00:00","27.00","-144.83",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","254",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T11:00:00","22.11","-143.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T11:00:00","26.61","-147.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T11:00:00","28.90","-147.85",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T11:00:00","23.94","-143.27",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T11:00:00","24.84","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10209",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T11:00:00","29.82","-144.82",,,"1","4","2","5",,,"11",,,,,,,,,"10240",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T11:00:00","24.60","-148.46",,,"1","4","2","5",,,"11",,,,,,,,,"10208",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T11:00:00","29.11","-146.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-06T11:00:00","29.11","-141.04",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","245",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-06T11:00:00","28.87","-147.40",,,"1","4","2","5",,,"11",,,,,,,,,"10235",,,"8",,,,,"9","252",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T11:00:00","27.74","-149.76",,,"1","4","2","5",,,"11",,,,,,,,,"10229",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-06T11:00:00","27.79","-141.06",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102752","2020-09-06T11:01:00","24.53","-148.52",,,"1","4","2","5",,,"11",,,,,,,,,"10207",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-06T12:00:00","27.00","-144.83",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","253",,,,,,,,,,,,"235","74","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T12:00:00","22.11","-143.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T12:00:00","26.61","-147.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T12:00:00","28.90","-147.85",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T12:00:00","23.94","-143.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T12:00:00","24.85","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T12:00:00","29.82","-144.82",,,"1","4","2","5",,,"11",,,,,,,,,"10236",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T12:00:00","24.60","-148.46",,,"1","4","2","5",,,"11",,,,,,,,,"10206",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T12:00:00","29.10","-146.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102752","2020-09-06T12:00:00","24.53","-148.52",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T12:00:00","27.74","-149.75",,,"1","4","2","5",,,"11",,,,,,,,,"10229",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"KDBG","2020-09-06T12:00:00","25.40","-147.90",,,"1","6","2","5","5","5","1",,"60","3","62","1","98","2",,"10208","7","12","8","216",,"194","181","1","272","2",,"4","5","A","A","4","2",,,,"235","57","798","172","5","1","2","1","111111","1111A1111111A1",,"5",,,,,,
"WSRL","2020-09-06T12:00:00","28.40","-145.90",,,"1","6","2","5","1","4","1",,"80","4","72","1","98","2","2","10226","8","10","8","222",,"200","187","1","267","6","3","4","5","6","A","6","1","20","12","2","235","85","798","172","5","1","2","1","111111","11111111111111",,"5",,"2",,,,
"5102747","2020-09-06T12:01:00","29.11","-141.04",,,"1","4","2","5",,,"11",,,,,,,,,"10223",,,"8",,,,,"9","245",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-06T12:01:00","28.87","-147.41",,,"1","4","2","5",,,"11",,,,,,,,,"10236",,,"8",,,,,"9","252",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-06T12:01:00","27.79","-141.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"2101510","2020-09-06T13:00:00","26.99","-144.83",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","253",,,,,,,,,,,,"235","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T13:00:00","22.11","-143.61",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T13:00:00","26.61","-147.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T13:00:00","28.90","-147.80",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T13:00:00","23.94","-143.28",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T13:00:00","24.85","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T13:00:00","29.82","-144.82",,,"1","4","2","5",,,"11",,,,,,,,,"10234",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T13:00:00","24.60","-148.47",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T13:00:00","29.10","-146.84",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","255",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-06T13:00:00","29.11","-141.04",,,"1","4","2","5",,,"11",,,,,,,,,"10221",,,"8",,,,,"9","244",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T13:00:00","27.74","-149.75",,,"1","4","2","5",,,"11",,,,,,,,,"10225",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102803","2020-09-06T13:00:00","27.79","-141.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"TBWUK73","2020-09-06T13:00:00","23.13","-147.30",,,"1","6","2","5","2","4","1",,,,,"1","98","2","0",,"6","12","8","246",,"217","202","1","270","3","3","1","4",,,,,,,,"235","37","798","172","5","0",,"1","11FF61","17111111111AA1",,"5",,"0",,,,
"5102752","2020-09-06T13:04:00","24.53","-148.53",,,"1","4","2","5",,,"11",,,,,,,,,"10202",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-06T13:04:00","28.87","-147.42",,,"1","4","2","5",,,"11",,,,,,,,,"10232",,,"8",,,,,"9","251",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-06T14:00:00","26.98","-144.83",,,"1","4","2","5",,,"11",,,,,,,,,"10219",,,"8",,,,,"9","253",,,,,,,,,,,,"235","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T14:00:00","22.10","-143.62",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T14:00:00","26.60","-147.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T14:00:00","28.90","-147.80",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4600917","2020-09-06T14:00:00","23.94","-143.27",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","33","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
"4601768","2020-09-06T14:00:00","24.85","-148.49",,,"1","4","2","5",,,"11",,,,,,,,,"10205",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601771","2020-09-06T14:00:00","29.82","-144.82",,,"1","4","2","5",,,"11",,,,,,,,,"10233",,,"8",,,,,"9","252",,,,,,,,,,,,"235","94","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"4601777","2020-09-06T14:00:00","24.60","-148.47",,,"1","4","2","5",,,"11",,,,,,,,,"10204",,,"8",,,,,"9","259",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102583","2020-09-06T14:00:00","29.10","-146.85",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","254",,,,,,,,,,,,"235","96","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102803","2020-09-06T14:00:00","27.79","-141.05",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","247",,,,,,,,,,,,"235","71","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"5102747","2020-09-06T14:02:00","29.12","-141.04",,,"1","4","2","5",,,"11",,,,,,,,,"10222",,,"8",,,,,"9","244",,,,,,,,,,,,"235","91","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102752","2020-09-06T14:04:00","24.53","-148.53",,,"1","4","2","5",,,"11",,,,,,,,,"10203",,,"8",,,,,"9","258",,,,,,,,,,,,"235","48","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102755","2020-09-06T14:04:00","28.87","-147.43",,,"1","4","2","5",,,"11",,,,,,,,,"10232",,,"8",,,,,"9","251",,,,,,,,,,,,"235","87","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"5102757","2020-09-06T14:04:00","27.73","-149.75",,,"1","4","2","5",,,"11",,,,,,,,,"10226",,,"8",,,,,"9","258",,,,,,,,,,,,"235","79","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101510","2020-09-06T15:00:00","26.97","-144.83",,,"1","4","2","5",,,"11",,,,,,,,,"10222",,,"8",,,,,"9","253",,,,,,,,,,,,"235","64","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,
"2101526","2020-09-06T15:00:00","22.10","-143.64",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","253",,,,,,,,,,,,"235","23","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4301520","2020-09-06T15:00:00","26.60","-147.83",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","260",,,,,,,,,,,,"235","67","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,
"4600785","2020-09-06T15:00:00","28.89","-147.88",,,"1","3","2","5",,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235","87","798","172","7","1","2","1","FFFFFF","1AAAAAAAAAAAAA","4",,,,,,,
